title,link,cited,relatedLink,position,publishedData
New technologies and perspectives for laboratory practices in Measurement science,https://ieeexplore.ieee.org/abstract/document/7151230/,Cited by 3,"https://scholar.google.com/scholar?q=related:gzIdKW7eavcJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",140,"F Adamo, F Attivissimo, G Cavone… - 2015 IEEE …, 2015 - ieeexplore.ieee.org"
New technologies and perspectives for laboratory practices in Measurement science,https://ieeexplore.ieee.org/abstract/document/7151230/,Cited by 3,"https://scholar.google.com/scholar?q=related:gzIdKW7eavcJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",141,"F Adamo, F Attivissimo, G Cavone… - 2015 IEEE …, 2015 - ieeexplore.ieee.org"
Open-source embedded framework for Unmanned Ground Vehicle control using CIAA,https://ieeexplore.ieee.org/abstract/document/8115372/,,"https://scholar.google.com/scholar?q=related:ngp3TrMvW24J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",142,"F Pessacg, M Nitsche, A Teijeiro… - 2017 Eight Argentine …, 2017 - ieeexplore.ieee.org"
Design of a parameter measurement system for electric cylinder [J],https://en.cnki.com.cn/Article_en/CJFDTotal-FIVE201504005.htm,Cited by 3,"https://scholar.google.com/scholar?q=related:fcDaPaRUqMQJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",143,"J Yang, K Liu, Z Yang, H Che - Journal of Chongqing University, 2015 - en.cnki.com.cn"
Experiments with machine vision for polymer flowability analysis in powder bed fusion,https://www.researchgate.net/profile/Inigo-Flores-Ituarte-2/publication/325710271_Experiments_with_Machine_Vision_for_Polymer_Flowability_Analysis_in_Powder_Bed_Fusion/links/5b1f585ea6fdcc69745c1333/Experiments-with-Machine-Vision-for-Polymer-Flowability-Analysis-in-Powder-Bed-Fusion.pdf,Cited by 2,"https://scholar.google.com/scholar?q=related:qTeEdlVcSWYJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",144,"IF Ituarte, E Huotilainen, O Wiikinkoski… - Proceedings of the 3rd …, 2018 - researchgate.net"
[C] STORYTELLING WITH OPEN HARDWARE: INTERACTIVE ANIMATION LEARNING FRAMEWORK,,,,145,"E Polyak - ICERI2011 Proceedings, 2011 - IATED"
Semáforo Inteligente para Regular el Tránsito Vehicular Basado en Open Hardware,https://alicia.concytec.gob.pe/vufind/Record/UCSM_6b0316c64a5c4e33952457c6f29c58fd,Cited by 1,,146,"JA Peralta Fuentes, JC Mendieta Zavala - 2017 - alicia.concytec.gob.pe"
[C] OPEN-HARDWARE SOLUTIONS IN THE EDUCATION OF CIVIL ENGINEER STUDENTS,,,,147,"JM Ceballos, J Torrecilla, J Lozano, M Candel - EDULEARN14 Proceedings, 2014 - IATED"
Aspectos fundamentales para la construcción de un Glucómetro basado en Open Hardware y paso de mensajes via WIFI y GPRS para atención de emergencia,https://www.researchgate.net/profile/Jorge_Guerra5/publication/264040333_Aspectos_fundamentales_para_la_construccion_de_un_Glucometro_basado_en_Open_Hardware_y_paso_de_mensajes_via_WIFI_y_GPRS_para_atencion_de_emergencia/links/00b4953c98434ad03d000000.pdf,,"https://scholar.google.com/scholar?q=related:1N6I6lv58IIJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",148,"J Guerra, A Fermin - researchgate.net"
PФSS: An Open-source Experimental Setup for Continuous Real-world Implementation of Swarm Robotic Systems,https://open.metu.edu.tr/handle/11511/73032,,,149,"ALİE TURGUT, F Arvin, T Krajnik - 2018 - open.metu.edu.tr"
"Πρακτικά Θέματα: Open Design, Open Hardware, Open Data and IοT",http://helios-eie.ekt.gr/EIE/bitstream/10442/15206/1/AIOTI_event08Feb2016_Kranidiotis.pdf,,,150,"Π Κρανιδιώτης - 10442/15194, 2016 - helios-eie.ekt.gr"
Seminar on Responsible Research and Innovation: Open Science,https://digital.csic.es/bitstream/10261/177539/1/Bernal_OpenScience_Achieve_itn.pdf,,,151,I Bernal - 2019 - digital.csic.es
Shared machine shops as real-life laboratories,https://www.researchgate.net/profile/Jan_Peter_Ferdinand/publication/268781801_Shared_Machine_Shops_as_Real-life_Laboratories/links/54759dec0cf29afed6128cea/Shared-Machine-Shops-as-Real-life-Laboratories.pdf,Cited by 56,"https://scholar.google.com/scholar?q=related:Pv5bK6rwd5QJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",152,"S Dickel, JP Ferdinand, U Petschow - Journal of Peer Production, 2014 - researchgate.net"
"GOSH, that's Handy!",https://www.researchgate.net/profile/Tobias_Wenzel/publication/307598964_Open_Science_Hardware_-_GOSH_that's_Handy/links/57cc1f6608ae59825185d0b5/Open-Science-Hardware-GOSH-thats-Handy.pdf,,,153,W Tobias - researchgate.net
"Low-cost, high-performance and efficiency computational photometer design",https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9121/91210G/Low-cost-high-performance-and-efficiency-computational-photometer-design/10.1117/12.2049646.short,Cited by 4,"https://scholar.google.com/scholar?q=related:KQ3EnXeG6BMJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",154,"SB Siewert, J Shihadeh, R Myers… - Multisensor …, 2014 - spiedigitallibrary.org"
OhmPi: An open source data logger for dedicated applications of electrical resistivity imaging at the small and laboratory scale,https://www.sciencedirect.com/science/article/pii/S2468067220300316,Cited by 1,"https://scholar.google.com/scholar?q=related:kturSKxw8LwJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",155,"R Clement, Y Fargier, V Dubois, J Gance, E Gros… - HardwareX, 2020 - Elsevier"
Identification of Optimised Open Platform Architecture Products for Design for Mass Individualisation,https://link.springer.com/chapter/10.1007/978-981-13-5977-4_72,Cited by 1,"https://scholar.google.com/scholar?q=related:pMUKvlMfj3IJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",156,"RK Sikhwal, PRN Childs - Research into Design for a Connected World, 2019 - Springer"
Tangible Human-Computer Interfaces,https://digitalcommons.library.tru.ca/urc/2016/Posters/39/,,,157,A Bukreev - 2016 - digitalcommons.library.tru.ca
IEEE's Humanitarian Open Source,https://ieeexplore.ieee.org/abstract/document/7535596/,Cited by 2,"https://scholar.google.com/scholar?q=related:3JkhIKClyLEJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",158,"A Herrera, T Prowse - 2015 IEEE 9th International Conference …, 2015 - ieeexplore.ieee.org"
The Potential of Ambient Intelligence to Deliver Interactive Context-Aware Affective Educational Support Through Recommendations.,http://ceur-ws.org/Vol-1446/amadl_pap1.pdf,Cited by 1,"https://scholar.google.com/scholar?q=related:sZIaPKTzyDEJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",159,"OC Santos, M Saneiro, MC Rodriguez-Sanchez… - EDM (Workshops …, 2015 - ceur-ws.org"
Advantages of Modular Hybrid Network Communication on Clinical Wards,https://ebooks.iospress.nl/doi/10.3233/978-1-61499-880-8-31,Cited by 2,"https://scholar.google.com/scholar?q=related:U3Xcd0C9Y_oJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",160,"N Jähne-Raden, H Gütschleg, MC Wolf… - Data, Informatics and …, 2018 - ebooks.iospress.nl"
COVID19 & Open Source Hardware. Legal recommendations for Makers,https://lirias.kuleuven.be/3072831?limo=0,,,161,"E Biasin - OpenDot Talks, Location: Online, 2020 - lirias.kuleuven.be"
Hardware| SIRSLab,http://sirslab.dii.unisi.it/resources/hardware.html,,,162,D Prattichizzo - 2014 - sirslab.dii.unisi.it
Ibadan Open Digital Village (IODiV)-bridging the digital divide by building a network of digital community information and training center,https://www.learntechlib.org/p/32422/,,"https://scholar.google.com/scholar?q=related:iZrecYch380J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",163,"O Abiola - E-Learn: World Conference on E-Learning in …, 2009 - learntechlib.org"
Building a SoC for industrial applications based on LEON microprocessor and a GNU/Linux distribution,https://ieeexplore.ieee.org/abstract/document/4677201/,Cited by 13,"https://scholar.google.com/scholar?q=related:WqzGBy0o30YJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",164,"A Muñoz, E Ostua, MJ Bellido, A Millan… - 2008 IEEE …, 2008 - ieeexplore.ieee.org"
Initial Benchmarks for the 64-bit RISC-V U540 Quad-Core Processor,http://www.ieee-hpec.org/2018/2018program/index_htm_files/150.pdf,,"https://scholar.google.com/scholar?q=related:qwBtQ6u8v2EJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",165,"JA Ross, DA Richie - ieee-hpec.org"
Rapid morphological exploration with the Poppy humanoid platform,https://ieeexplore.ieee.org/abstract/document/7041479/,Cited by 13,"https://scholar.google.com/scholar?q=related:YOVq3xtSIxsJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",166,"M Lapeyre, S N'Guyen, A Le Falher… - 2014 IEEE-RAS …, 2014 - ieeexplore.ieee.org"
Bottom-up Broadband: Free Software Philosophy Applied to Networking Initiatives,https://openwisp.io/docs/_downloads/774085bb130d4422c34ec2249bd099db/dtic.upf.edu.pdf,Cited by 2,"https://scholar.google.com/scholar?q=related:QxSVL7Un_XsJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",167,J Barcelo - 2014 - openwisp.io
An integrated environment for developing real-time DSP applications,https://ieeexplore.ieee.org/abstract/document/4518194/,Cited by 3,"https://scholar.google.com/scholar?q=related:9zo3g0Su9a0J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",168,"J Fainguelernt, G Reith, R Sikora - 2008 IEEE International …, 2008 - ieeexplore.ieee.org"
[C] An Open Hardware based System on Chip Architecture for Voice over Internet,,,"https://scholar.google.com/scholar?q=related:STWaYhlw4hAJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",169,"N Izeboudjen, K Kaci, M Bengherabi, S Titri, F Louiz…"
FPGA mezzanine cards for CERN's accelerator control system,https://cds.cern.ch/record/1215572,Cited by 8,"https://scholar.google.com/scholar?q=related:UWVswCfut-4J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",170,"PR Alvarez, J Lewis, T Wlostowski, J Serrano, M Cattin - 2009 - cds.cern.ch"
"[C] An Open Hardware, Open Source Electronic Load Bank and Data Acquisition System For Expanding the Number of Schools and Students Researching …",,,,171,"T Grandahl, G Biondi… - American …, 2011 - American Society for Engineering …"
Fingerprinting seismic activity across an internet of things,https://ieeexplore.ieee.org/abstract/document/6208718/,Cited by 5,"https://scholar.google.com/scholar?q=related:fNhn0VWQnbgJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",172,"JPT Moore, JN Bagale… - … Conference on New …, 2012 - ieeexplore.ieee.org"
3D technologies and the new digital ecosystem: a Brazilian experience,https://dl.acm.org/doi/abs/10.1145/2536146.2536187,Cited by 9,"https://scholar.google.com/scholar?q=related:qI-InJR9KMcJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",173,"JV Lopes da Silva - Proceedings of the Fifth International Conference on …, 2013 - dl.acm.org"
HiveTracker: 3D positioning for ubiquitous embedded systems,https://dl.acm.org/doi/abs/10.1145/3341162.3349295,Cited by 6,"https://scholar.google.com/scholar?q=related:Anria4Tfy2wJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",174,"C Honnet, G Lopes - Adjunct Proceedings of the 2019 ACM International …, 2019 - dl.acm.org"
The Common-Interface-Based Residential Gateway,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.484.7133&rep=rep1&type=pdf,,"https://scholar.google.com/scholar?q=related:c6NsIcBW7uMJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",175,"P Park, KT Lim, KH Choi - Citeseer"
"Open design and crowdsourcing: maturity, methodology and business models",https://www.designsociety.org/publication/31985/open_design_and_crowdsourcing_maturity_methodology_and_business_models,Cited by 52,"https://scholar.google.com/scholar?q=related:y4e2yny2h7cJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",176,"TJ Howard, S Achiche, A Özkil… - DS 70: Proceedings of …, 2012 - designsociety.org"
A robot controller development of a large-scale system for shipbuilding,https://www.koreascience.or.kr/article/CFKO200533239339658.page,Cited by 3,"https://scholar.google.com/scholar?q=related:LMz1hxjWzJ4J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",177,"S Kim, GH Kang, JY Park, GW Chu… - 제어로봇시스템학회 …, 2005 - koreascience.or.kr"
[C] Open Hardware: Strategies for Open Collaboration in the Development of Modern Electronics,,,,178,"C Hazegh - 2006 - University of California, Irvine"
[C] ESPECIAL SUN OPEN HARDWARE. La Era de la Información,,,,179,AE de Consultoria - 2005 - Asociación de Empresas de …
"[C] Open Hardware-The Freedom CPU may have gamered more attention than it deserved, considering that a full specification of the open 64-bit chip has yet …",,,,180,"A Weber Morales - Software Development, 2000 - [San Francisco, CA: Miller Freeman …"
Open Source IoT Monitoring And Controlling System Using Raspberry Pi 3 And Open Hab To Measure And Control The Electricity Power Consuming,https://www.researchgate.net/profile/Seifedine_Kadry/publication/334481034_Open_source_IOT_monitoring_and_controlling_system_using_raspberry_Pi_3_and_OpenHAB_to_measure_and_control_the_electricity_power_consuming/links/5d2db0c7299bf1547cba05a7/Open-source-IOT-monitoring-and-controlling-system-using-raspberry-Pi-3-and-OpenHAB-to-measure-and-control-the-electricity-power-consuming.pdf,Cited by 1,"https://scholar.google.com/scholar?q=related:Qim4swfm87MJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",181,"GA Al-Abri, M Abbas, B Balusamy… - nternational Journal of …, 2018 - researchgate.net"
FPGA-based High Performance Diagnostics For Fusion,http://etheses.dur.ac.uk/12026/,Cited by 1,"https://scholar.google.com/scholar?q=related:-JrfoNoq3doJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",182,KAI BRUNNER - 2017 - etheses.dur.ac.uk
Dimitri: a low-cost compliant humanoid torso designed for cognitive robotics research,https://ieeexplore.ieee.org/abstract/document/7783504/,Cited by 3,"https://scholar.google.com/scholar?q=related:Clkbzxh9gtkJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",183,"A Ahmadi, C Tatsch, FJC Montenegro… - 2016 XIII Latin …, 2016 - ieeexplore.ieee.org"
Open and Flexible Embedded System Applied to Positioning and Telecontrol,https://idus.us.es/handle/11441/53985,,"https://scholar.google.com/scholar?q=related:XS45TxhdSHoJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",184,"AV Medina Rodríguez, O Rivera Romero… - IEEE Transactions on …, 2011 - idus.us.es"
Open enterprise: how gratis and reputation foster innovation,https://labgest.uniud.it/fileadmin/users/detoni/Pubblicazioni/B._conferenze-internazionali/B76._Battistella_De_Toni_Nonino_-_Open_enterprise_How_Gratis_and_Reputation_Foster_Innovation_-_2010.pdf,,"https://scholar.google.com/scholar?q=related:HlEXyFVY_-sJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",185,"C Battistella, AF De Toni, F Nonino - labgest.uniud.it"
Efficient techniques and methodologies for embedded system design usign free hardware and open standards,https://ieeexplore.ieee.org/abstract/document/5272325/,Cited by 1,"https://scholar.google.com/scholar?q=related:yLk_4ACEYmwJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",186,"JI Villar, J Juan, MJ Bellido - 2009 International Conference on …, 2009 - ieeexplore.ieee.org"
Network of Excellence in Internet Science,https://artxiker.ccsd.cnrs.fr/LIP6/hal-01222299v1,,,187,"M Marzouki, L Bygrave, F Morando, A Powell, Ž Turk… - 2015 - artxiker.ccsd.cnrs.fr"
Developing a Curriculum of Maker Education in Taiwan Higher Education,https://books.google.com/books?hl=en&lr=&id=FThDDwAAQBAJ&oi=fnd&pg=PA433&dq=%22open+hardware%22&ots=uHQ8P3l7zh&sig=duqR0mDY0v0LLPdZjucNXcklrp4,Cited by 1,"https://scholar.google.com/scholar?q=related:uAwhRV1hWfgJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",188,"P Hansen, SL Lee - … , SETE 2017, Held in Conjunction with ICWL …, 2017 - books.google.com"
ARDUINO OPEN HARDWARE TEST THROUGH CHEMICAL SYSTEM SIMULATION UNDER LUMPED MODEL DYNAMICS,http://pdf.blucher.com.br/chemicalengineeringproceedings/cobeq2014/0331-25973-155876.pdf,,"https://scholar.google.com/scholar?q=related:LjKOoDwFhfIJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",189,"RD PEREIRA FILHO, VB FURLONG… - Blucher Chemical …, 2015 - pdf.blucher.com.br"
An open source SCADA application in a small automation system,http://yadda.icm.edu.pl/baztech/element/bwmeta1.element.baztech-654dadce-9b2e-42b6-b0ac-82c73f1eb9da/c/Mazurkiewicz_an_open_MAM_6_2016.pdf,,"https://scholar.google.com/scholar?q=related:z5ofk5zF42wJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",190,"P Mazurkiewicz - Measurement Automation Monitoring, 2016 - yadda.icm.edu.pl"
Citizen science and do-it-yourself technologies: a new way to observe coastal environments,https://digital.csic.es/handle/10261/124973,,,191,"J Piera, R Bardají, C Simon, L Ceccaroni… - 2014 - digital.csic.es"
[C] How open-source hardware can succeed: a conceptual framework and case study of small wind turbines,,,"https://scholar.google.com/scholar?q=related:RepH6Af75ewJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",192,"T Reinauer, UE Hansen"
The analysis and deployment of a fully open monitoring system in the Sri Lankan Deduroya basin: the 4onse project,https://scholarworks.umass.edu/cgi/viewcontent.cgi?article=1144&context=foss4g,,"https://scholar.google.com/scholar?q=related:MmirT5vLDs0J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",193,"M Cannata, D Strigaro, I Shahid… - Free and Open …, 2018 - scholarworks.umass.edu"
A robot controller development of a large-scale system for shipbuilding,https://www.koreascience.or.kr/article/CFKO200533239339658.page,Cited by 3,"https://scholar.google.com/scholar?q=related:LMz1hxjWzJ4J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",194,"S Kim, GH Kang, JY Park, GW Chu… - 제어로봇시스템학회 …, 2005 - koreascience.or.kr"
ROBOTS SOCCER MAKER INICIATIVE: ROBÔ DE FUTEBOL OPEN HARDWARE BASEADO NA ROBOCUPJUNIOR SOCCER LIGHTWEIGHT,http://sistemaolimpo.org/midias/uploads/bc1dd76611c97b8b3872531d26d6dc3c.pdf,,"https://scholar.google.com/scholar?q=related:4V0UBmdG35gJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",195,"D Ferreira, F Lourau, F Ferreira, I Valverde - sistemaolimpo.org"
Ethnography on Formation of Community Groups and the Use of ICT-A Case from Syria,https://www.researchgate.net/profile/Ammar_Halabi/publication/258288390_Ethnography_on_Formation_of_Community_Groups_and_the_Use_of_ICT_-_A_Case_from_Syria/links/00b49527b9b2bbbdde000000/Ethnography-on-Formation-of-Community-Groups-and-the-Use-of-ICT-A-Case-from-Syria.pdf,,,196,A Halabi - researchgate.net
Bottom-up Broadband: Free Software Philosophy Applied to Networking Initiatives,https://openwisp.io/docs/_downloads/774085bb130d4422c34ec2249bd099db/dtic.upf.edu.pdf,Cited by 2,"https://scholar.google.com/scholar?q=related:QxSVL7Un_XsJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",197,J Barcelo - 2014 - openwisp.io
The IEC-60870-5 standard for a personal server applied to telemedicine,https://idus.us.es/handle/11441/54050,Cited by 1,"https://scholar.google.com/scholar?q=related:0tTq8_Gx80MJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",198,"E Dorronzoro Zubiete, AV Medina Rodríguez… - 12th IEEE International …, 2010 - idus.us.es"
Advantages of Modular Hybrid Network Communication on Clinical Wards,https://ebooks.iospress.nl/doi/10.3233/978-1-61499-880-8-31,Cited by 2,"https://scholar.google.com/scholar?q=related:U3Xcd0C9Y_oJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",199,"N Jähne-Raden, H Gütschleg, MC Wolf… - Data, Informatics and …, 2018 - ebooks.iospress.nl"
StackADrop: A Modular Digital Microfluidic Biochip Research Platform,https://www.researchgate.net/profile/Mirela_Alistar2/project/Biochips-for-personal-use/attachment/58ff488882999cef165b6161/AS:487016778473472@1493125256779/download/StackADrop+abstract.pdf?context=projectUpdateDetail,,"https://scholar.google.com/scholar?q=related:m7llVRpNoSEJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",200,"O Keszocze, M Luenert, R Drechsler - researchgate.net"
Digital social innovation,https://www.liebertpub.com/doi/pdfplus/10.1089/cyber.2017.29090.csi,Cited by 5,"https://scholar.google.com/scholar?q=related:P__cM_6J068J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",201,"A Gaggioli - Cyberpsychology, Behavior, and Social Networking, 2017 - liebertpub.com"
Using the BeagleBoard as hardware to process sound,http://lac.linuxaudio.org/2012/papers/31.pdf,,"https://scholar.google.com/scholar?q=related:Jbe9muH_PAkJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",202,"R Vega, D Gómez - lac.linuxaudio.org"
Design of a platform for project sharing of biomedical device: general infrastructure and applications in real case scenario.,https://etd.adm.unipi.it/t/etd-09182015-174200/,,,203,R BERTOCCHI - 2015 - etd.adm.unipi.it
Developing a curriculum of maker education in Taiwan higher education,https://link.springer.com/chapter/10.1007/978-3-319-71084-6_50,Cited by 2,"https://scholar.google.com/scholar?q=related:SEh2qoqs_JcJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",204,"TC Huang, SH Chang, VY Shu, P Hansen… - … Symposium on Emerging …, 2017 - Springer"
Constructing modular system of electrical and electronic experimental teaching [J],https://en.cnki.com.cn/Article_en/CJFDTotal-SYJL201204066.htm,Cited by 2,"https://scholar.google.com/scholar?q=related:CNrmO_y6xBQJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",205,"W Min, Z Chunhui - Experimental Technology and Management, 2012 - en.cnki.com.cn"
Raspberry Pi 3 performance characterization in an artificial vision automotive application,https://link.springer.com/chapter/10.1007/978-3-030-11973-7_1,Cited by 1,"https://scholar.google.com/scholar?q=related:-iBHQ9F6rQgJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",206,"A Kobeissi, F Bellotti, R Berta, A De Gloria - International Conference on …, 2018 - Springer"
Distributed diagnostic system for tokamaks high-voltage power supply section,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9662/96622L/Distributed-diagnostic-system-for-tokamaks-high-voltage-power-supply-section/10.1117/12.2205434.short,Cited by 6,"https://scholar.google.com/scholar?q=related:WIzPI-NoonQJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",207,"A Wojenski, G Kasprowicz, KT Pozniak… - … , Industry, and High …, 2015 - spiedigitallibrary.org"
4ONSE as a complementary to conventional weather observation network,https://ieeexplore.ieee.org/abstract/document/9407798/,Cited by 2,,208,"BH Sudantha, EJ Warusavitharana… - 2019 4th …, 2019 - ieeexplore.ieee.org"
From the Communism of Capital to Capital for the Commons: Towards an Open Co-operativism,http://revista.ibict.br/p2p/article/view/1449,,"https://scholar.google.com/scholar?q=related:zZRbrBf032cJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",209,"M Bauwens, V Kostakis - P2P E INOVAÇÃO, 2015 - revista.ibict.br"
A Single-on-Chip for Onboard SAR Imaging Processor Based on the LEON3,http://ojs.unsysdigital.com/index.php/icius/article/view/728,Cited by 1,"https://scholar.google.com/scholar?q=related:3dDUsIubL_cJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",210,"GF Panggabean, B Setiadi… - … on Intelligent Unmanned …, 2015 - ojs.unsysdigital.com"
"Three voices, Three soluTions",https://www.logisticsmgmt.com/images/site/LM1007_ThreeVoicesThreeSolutions.pdf,,,211,"M NAPOLITANO - Logistics Management, 2010 - logisticsmgmt.com"
A new Paradigm for Open Robotics Research with the C++ Object Oriented Mechanics Library,https://www.researchgate.net/profile/Nieves_Cubo_Mateo/publication/256681240_A_new_Paradigm_for_Open_Robotics_Research_with_the_C_Object_Oriented_Mechanics_Library/links/02e7e523988e25c62e000000.pdf,,"https://scholar.google.com/scholar?q=related:MHzgZCtOt1UJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",212,"A Valero-Gómez, M Almagro-Cádiz, N Cubo-Mateo… - researchgate.net"
A distributed control system for multirotor aerial platforms,http://yadda.icm.edu.pl/baztech/element/bwmeta1.element.baztech-bc58b212-613e-4b1e-b186-b7623a3acfbd,Cited by 7,"https://scholar.google.com/scholar?q=related:eTRcY13CXTIJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",213,"A Bondyra, S Gardecki, P Gąsior - Measurement Automation …, 2015 - yadda.icm.edu.pl"
BrainBoard: An Open-Source Hardware/Software Platform for Wearable EEG-Based Brain-Computer Interfaces,https://neuro.embs.org/files/2013/0596_FI.pdf,Cited by 2,"https://scholar.google.com/scholar?q=related:pXxx3Y2WrXUJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",214,"G Kelly, O Bai - The 6th International IEEE EMBS Conference on …, 2013 - neuro.embs.org"
Towards cyber-physical requirement engineering elicitation tool support,https://ieeexplore.ieee.org/abstract/document/8430399/,Cited by 5,"https://scholar.google.com/scholar?q=related:QEC5eFlMAQAJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",215,"S Pandey, S Pokharel, H Reza - 2018 World Automation …, 2018 - ieeexplore.ieee.org"
An open systems approach to real-time signal processing using AltiVec technology,https://ieeexplore.ieee.org/abstract/document/863695/,Cited by 1,"https://scholar.google.com/scholar?q=related:CKelhhj-M1AJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",216,"R Jaenicke - Gateway to the New Millennium. 18th Digital …, 1999 - ieeexplore.ieee.org"
"Hewlett-Packard: Open hardware across the board, but beware of operating system trade-offs.",https://elibrary.ru/item.asp?id=2132986,,,217,"ES Fisher - Computerworld, 1994 - elibrary.ru"
Innovation toolkit for Identification of the Optimal Module Options in Open Platform Architecture Products,https://www.designsociety.org/publication/40952/Innovation+Toolkit+for+identification+of+the+Optimal+Module+Options+in+Open+Platform+Architecture+Products,,"https://scholar.google.com/scholar?q=related:1AJlgyN55l4J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",218,"RK Sikhwal, P Childs - DS 91: Proceedings of NordDesign …, 2018 - designsociety.org"
Synthesis of video processing with open-source hardware descriptor languages,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11510/115101W/Synthesis-of-video-processing-with-open-source-hardware-descriptor-languages/10.1117/12.2568949.short,,"https://scholar.google.com/scholar?q=related:j6lVGLfQXVMJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",219,"R Herrera-Charles, T Álvarez-Sánchez… - … of Digital Image …, 2020 - spiedigitallibrary.org"
