PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Serrano-Perez, E				Serrano-Perez, E.			INTEGRATING FREE OPEN SOURCE HARDWARE AS EDUCATIONAL TOOL TO INVESTIGATE THE RLC CIRCUIT TIME RESPONSE	REVISTA CUBANA DE FISICA			Spanish	Article									[Serrano-Perez, E.] Univ Technol Mexico, UNITEC MEXICO, Campus Atizapan, Mexico City, DF, Mexico	Serrano-Perez, E (corresponding author), Univ Technol Mexico, UNITEC MEXICO, Campus Atizapan, Mexico City, DF, Mexico.	edgar_serrano@my.unitec.edu.mx						7	0	0	0	1	EDICIONES CUBANAS	HAVANA	OBISPO N 527, HAVANA, 00000, CUBA	0253-9268			REV CUB FIS	Rev. Cub. Fis.	DEC	2018	35	2					118	120					3	Physics, Multidisciplinary	Physics	HE3RX	WOS:000453278100009		DOAJ Gold			2021-02-18	
J	Bonvoisin, J; Buchert, T; Preidel, M; Stark, RG				Bonvoisin, Jeremy; Buchert, Tom; Preidel, Maurice; Stark, Rainer G.			How participative is open source hardware ? Insights from online repository mining	DESIGN SCIENCE			English	Article						open source hardware; open source innovation; open design; open innovation; repository mining; social network analysis; community-based product development; Git; GitHub	OPEN DESIGN; COMMUNITIES	Open Source Hardware (OSH) is an increasingly viable approach to intellectual property management extending the principles of Open Source Software (OSS) to the domain of physical products. These principles support the development of products in transparent processes allowing the participation of any interested person. While increasing numbers of products have been released as OSH, little is known on the prevalence of participative development practices in this emerging field. It remains unclear to which extent the transparent and participatory processes known from software reached hardware product development. To fill this gap, this paper applies repository mining techniques to investigate the transparency and workload distribution of 105 OSH product development projects. The results highlight a certain heterogeneity of practices filling a continuum between public and private development settings. They reveal different organizational patterns with different levels of centralization and distribution. Nonetheless, they clearly indicate the expansion of the open source development model from software into the realms of physical products and provide the first large-scale empirical evidence of this recent evolution. Therewith, this article gives body to an emerging phenomenon and contributes to give it a place in the scientific debate. It delivers categories to delineate practices, techniques to investigate them in further detail as well as a large dataset of exemplary OSH projects. The discussion of first results signposts avenues for a stream of research aiming at understanding stakeholder interactions at work in new product innovation practices in order to enable institutions and industry in providing appropriate responses.	[Bonvoisin, Jeremy] Univ Bath, Dept Mech Engn, Bath BA2 7AY, Avon, England; [Buchert, Tom; Preidel, Maurice; Stark, Rainer G.] Tech Univ Berlin, Inst Machine Tools & Factory Management, Chair Ind Injormat Technol, D-10587 Berlin, Germany	Bonvoisin, J (corresponding author), Univ Bath, Dept Mech Engn, Bath BA2 7AY, Avon, England.	j.bonvoisin@bath.ac.uk		Bonvoisin, Jeremy/0000-0003-4146-1607	DFG (Deutsche Forschungsgemeinschaft)German Research Foundation (DFG) [STA 1112/13-1]; ANR(Agence Nationale de la Recherche)French National Research Agency (ANR) [ANR-15-CE26-0012]	The reported research has been performed in the frame of the French-German interdisciplinary research project 'Open! - Methods and tools for community-based product development'. It is jointly funded by the French and German national science agencies ANR(Agence Nationale de la Recherche, grant ANR-15-CE26-0012) and DFG (Deutsche Forschungsgemeinschaft, grant STA 1112/13-1). The authors would like thank the anonymous reviewers for their insightful suggestions and constructive feedback. Last but not least, they would like to acknowledge Kerstin Carola Schmidt and Jonas Massmann for their contributions to the data collection, processing and assessment processes.		65	3	3	1	4	CAMBRIDGE UNIV PRESS	NEW YORK	32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA	2053-4701			DES SCI	DES. SCI.	NOV 21	2018	4								e19	10.1017/dsj.2018.15			31	Engineering, Manufacturing	Engineering	HB0RS	WOS:000450725700001		DOAJ Gold			2021-02-18	
J	Fichou, D; Morlock, GE				Fichou, Dimitri; Morlock, Gertrud E.			Office Chromatography: Miniaturized All-in-One Open-Source System for Planar Chromatography	ANALYTICAL CHEMISTRY			English	Article							THIN-LAYER-CHROMATOGRAPHY; LIGHT-EMITTING-DIODES; CHEMISTRY; SOFTWARE; SCANNER; WATER	Current high-performance-thin-layer-chromatography instrumentation is offline and stepwise automated. However, moderate miniaturization offers many advantages and together with the transfer of modern print and media technologies to the field of chromatography (office chromatography) it opens up new avenues. This is demonstrated in an allin-one open-source system developed for planar chromatography and especially for ultrathin-layer chromatography. Using an InkShield board to control a thermal inkjet cartridge, picoliter drops were printed at a resolution of 96 dpi on the adsorbent layer. Using Marlin, a popular firmware in 3D printing, Cartesian movement of the print head was made possible for full control of the printing process. Open-source software was developed to control the device in each operation step. Sample solutions and mobile phase were inkjet-printed, exemplarily shown for the analysis of dye- or paraben-mixture solutions. Light-emitting diodes (LEDs) were investigated for documentation. For example, deep UV LEDs gave access to 254 nm light, and RGB LEDs gave access to the visible-light range. Calibration functions with correlation coefficients superior to 0.999 were obtained by videodensitometry. The developed modular open-source hardware was compact (26 X 31 X 26 cm(3)), light (<3 kg), and affordable ((sic)810). For the given analyses, the footprint of current instrumentation needed was miniaturized by a factor of 9. The highly reduced material design complies with green chemistry and lean laboratory. The design and instruction to reproduce the all-in-one open-source system were made freely available at https://github.com/OfficeChromatography. It is intended to boost progress and understanding by the nature of do it yourself.	[Morlock, Gertrud E.] Justus Liebig Univ Giessen, Chair Food Sci, Inst Nutr Sci, Heinrich Buff Ring 26-32, D-35392 Giessen, Germany; Justus Liebig Univ Giessen, Interdisciplinary Res Ctr IFZ, Heinrich Buff Ring 26-32, D-35392 Giessen, Germany	Morlock, GE (corresponding author), Justus Liebig Univ Giessen, Chair Food Sci, Inst Nutr Sci, Heinrich Buff Ring 26-32, D-35392 Giessen, Germany.	gertrud.morlock@uni-giessen.de	Morlock, Gertrud E./E-6343-2013	Morlock, Gertrud E./0000-0001-9406-0351				48	5	5	1	22	AMER CHEMICAL SOC	WASHINGTON	1155 16TH ST, NW, WASHINGTON, DC 20036 USA	0003-2700	1520-6882		ANAL CHEM	Anal. Chem.	NOV 6	2018	90	21					12647	12654		10.1021/acs.analchem.8b02866			8	Chemistry, Analytical	Chemistry	GZ8FJ	WOS:000449722500045	30238745				2021-02-18	
J	Papic, M; Bundalo, Z; Bundalo, D; Stojanovic, R; Kovacevic, Z; Pasalic, D; Cvijic, B				Papic, Milorad; Bundalo, Zlatko; Bundalo, Dusanka; Stojanovic, Radovan; Kovacevic, Zivorad; Pasalic, Drazen; Cvijic, Branimir			Microcomputer based embedded SCADA and RFID systems implemented on LINUX platform	MICROPROCESSORS AND MICROSYSTEMS			English	Article; Proceedings Paper	6th Mediterranean Conference on Embedded Computing (MECO)	JUN 11-15, 2017	Bar, MONTENEGRO			Microcomputer based embedded systems; SCADA systems; RFID systems; PLD systems; Open source hardware and software; LINUX operating system; Modular design; System specialization and optimization		Possibilities and ways of design, implementation and application of microcomputer based embedded SCADA and RFID systems implemented on LINUX platform are considered, proposed and described in the paper. It is proposed to use open source hardware and software microcomputer technologies for design and implementation of the systems. Major possibilities and advantages of implementation and application of such systems are described. One such practically designed and implemented system that performs data acquisition and appropriate control is presented and described. Technologies used to realize the system, as well as embedded application of such solution are described. The system hardware was implemented using open source microcomputer boards, RFID and other sensors, WiFi router and additional electronics. The system software was implemented using open source tools and programs and LINUX operating system. The system was realized using modular approach. It enables easy system expandability, simplifying maintenance and adapting of the system to user requirements and needs. Access to system monitoring and control is possible using web based user interface and command line interface. It is achieved balance between functionality and cost of the system. Main advantages of the system compared with standard SCADA and RFID systems are low cost of the system, optimization according to user requirements and needs and low consumption of electrical energy. It is specialized and optimized system for specific requirements and needs. (C) 2018 Published by Elsevier B.V.	[Papic, Milorad; Bundalo, Zlatko] Univ Banja Luka, Fac Elect Engn, Banja Luka, Bosnia & Herceg; [Bundalo, Dusanka] Univ Banja Luka, Fac Philosophy, Banja Luka, Bosnia & Herceg; [Stojanovic, Radovan] Univ Montenegro, Fac Elect Engn, Podgorica, Montenegro; [Kovacevic, Zivorad] Lyoness Doo, Sarajevo, Bosnia & Herceg; [Pasalic, Drazen] Sberbank Ad Banja Luka, Banja Luka, Bosnia & Herceg; [Cvijic, Branimir] Lanaco Doo, Banja Luka, Bosnia & Herceg	Bundalo, Z (corresponding author), Univ Banja Luka, Fac Elect Engn, Banja Luka, Bosnia & Herceg.	zlatbun2007@gmail.com	Stojanovic, Radovan/AAI-1251-2019					23	0	0	0	4	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0141-9331	1872-9436		MICROPROCESS MICROSY	Microprocess. Microsyst.	NOV	2018	63						116	127		10.1016/j.micpro.2018.08.009			12	Computer Science, Hardware & Architecture; Computer Science, Theory & Methods; Engineering, Electrical & Electronic	Computer Science; Engineering	HF6XV	WOS:000454382500012					2021-02-18	
J	Hafid, A; Benouar, S; Kedir-talha, M; Abtahi, F; Attari, M; Seoane, F				Hafid, Abdelakram; Benouar, Sara; Kedir-talha, Malika; Abtahi, Farhad; Attari, Mokhtar; Seoane, Fernando			Full Impedance Cardiography Measurement Device Using Raspberry PI3 and System-on-Chip Biomedical Instrumentation Solutions	IEEE JOURNAL OF BIOMEDICAL AND HEALTH INFORMATICS			English	Article						AD5933; ADAS1000; bioimpedance; biosignal PI; biomedical instrumentation; cardiac monitoring; personalized healthcare; portable ECG; ICG; Raspberry PI3	STROKE VOLUME; BIOIMPEDANCE; HEALTH; ELECTRODES; SINGLE; TISSUE	Impedance cardiography (ICG) is a noninvasive method for monitoring cardiac dynamics using electrical bioimpedance (EBI) measurements. Since its appearance more than 40 years ago, ICG has been used for assessing hemodynamic parameters. This paper presents a measurement system based on two System on Chip (SoC) solutions and Raspberry PI, implementing both a full three-lead ECG recorder and an impedance cardiographer, for educational and research development purposes. Raspberry PI is a platform supporting Do-I t-Yourself project and education applications across the world. The development is part of Biosignal PI, an open hardware platform focusing in quick prototyping of physiological measurement instrumentation. The SoC used for sensing cardiac biopotential is the ADAS1000, and for the EBI measurement is the AD5933. The recordings were wirelessly transmitted through Bluetooth to a PC, where the waveforms were displayed, and hemodynamic parameters such as heart rate, stroke volume, ejection time and cardiac output were extracted from the ICG and ECG recordings. These results show how Raspberry PI can be used for quick prototyping using relatively widely available and affordable components, for supporting developers in research and engineering education. The design and development documents will be available on www.BiosignalPl.com, for open access under a Non Commercial-Share A like 4.0 International License.	[Hafid, Abdelakram; Benouar, Sara; Kedir-talha, Malika; Attari, Mokhtar] Univ Sci & Technol Houari Boumediene, Lab Instrumentat, Algiers 16111, Algeria; [Hafid, Abdelakram; Benouar, Sara] Univ Boras, Dept Text Technol, S-50332 Boras, Sweden; [Abtahi, Farhad] Karolinska Inst, Inst Environm Med, SE-17177 Stockholm, Sweden; [Abtahi, Farhad] KTH Sch Technol & Hlth, S-14152 Stockholm, Sweden; [Abtahi, Farhad] Karolinska Univ Hosp, Dept Clin Physiol, S-14186 Huddinge, Sweden; [Seoane, Fernando] Univ Boras, Swedish Sch Text, S-50190 Boras, Sweden; [Seoane, Fernando] Karolinska Inst, Dept Clin Sci Intervent & Technol, S-14186 Stockholm, Sweden; [Seoane, Fernando] Karolinska Univ Hosp, Dept Biomed Engn, S-14186 Stockholm, Sweden	Hafid, A (corresponding author), Univ Sci & Technol Houari Boumediene, Lab Instrumentat, Algiers 16111, Algeria.	hafidakram@hotmail.com; sara_benouar@hotmail.fr; malikakedira@gmail.com; farhad.abtahi@ki.se; attari.mo@gmail.com; fernando.seoane@hb.se	Seoane, Fernando/L-3113-2015; hafid, abdelakram/R-7076-2019	Seoane, Fernando/0000-0002-6995-967X; hafid, abdelakram/0000-0001-6640-1868; Abtahi, Farhad/0000-0001-7807-8682	Ministere de l'Enseignement Superieur et de la Recherche Scientifique, Algerian Government; research group Textile and Wearable Sensing for p-Health Solutions, University of Boras	This work has been supported by The Ministere de l'Enseignement Superieur et de la Recherche Scientifique, Algerian Government and The research group Textile and Wearable Sensing for p-Health Solutions, University of Boras.		71	12	12	1	15	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	2168-2194			IEEE J BIOMED HEALTH	IEEE J. Biomed. Health Inform.	NOV	2018	22	6			SI		1883	1894		10.1109/JBHI.2017.2783949			12	Computer Science, Information Systems; Computer Science, Interdisciplinary Applications; Mathematical & Computational Biology; Medical Informatics	Computer Science; Mathematical & Computational Biology; Medical Informatics	GX5YV	WOS:000447833100019	29990025				2021-02-18	
J	Gupta, S; Hamzin, A; Degbelo, A				Gupta, Shivam; Hamzin, Albert; Degbelo, Auriol			A Low-Cost Open Hardware System for Collecting Traffic Data Using Wi-Fi Signal Strength	SENSORS			English	Article						traffic counter; WiFi signals; open hardware; traffic monitoring; low cost sensors; smart cities	AIR-POLLUTION; ROAD; PROTOCOL; NOISE; RISK	Road traffic and its impacts affect various aspects of wellbeing with safety, congestion and pollution being of significant concern in cities. Although there have been a large number of works done in the field of traffic data collection, there are several barriers which restrict the collection of traffic data at higher resolution in the cities. Installation and maintenance costs can act as a disincentive to use existing methods (e.g., loop detectors, video analysis) at a large scale and hence limit their deployment to only a few roads of the city. This paper presents an approach for vehicle counting using a low cost, simple and easily installable system. In the proposed system, vehicles (i.e., bicycles, cars, trucks) are counted by means of variations in the WiFi signals. Experiments with the developed hardware in two different scenarios-low traffic (i.e., 400 objects) and heavy traffic roads (i.e., 1000 objects)-demonstrate its ability to detect cars and trucks. The system can be used to provide estimates of vehicle numbers for streets not covered by official traffic monitoring techniques in future smart cities.	[Gupta, Shivam; Hamzin, Albert; Degbelo, Auriol] Westfalische Wilhelms Univ, Inst Geoinformat, D-48149 Munster, Germany	Gupta, S (corresponding author), Westfalische Wilhelms Univ, Inst Geoinformat, D-48149 Munster, Germany.	shivam.gupta@uni-muenster.de; albert.hamzin@uni-muenster.de; degbelo@uni-muenster.de	; Gupta, Shivam/E-2555-2016	Hamzin, Albert/0000-0001-6096-4707; Degbelo, Auriol/0000-0001-5087-8776; Gupta, Shivam/0000-0002-1450-5435	H2020-MSCA-ITN-2014 grant [642332]	This research was funded by H2020-MSCA-ITN-2014 grant number 642332.		47	3	3	0	0	MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND	1424-8220			SENSORS-BASEL	Sensors	NOV	2018	18	11							3623	10.3390/s18113623			22	Chemistry, Analytical; Engineering, Electrical & Electronic; Instruments & Instrumentation	Chemistry; Engineering; Instruments & Instrumentation	HC1YJ	WOS:000451598900033	30366415	DOAJ Gold, Green Published			2021-02-18	
J	Carballo, JA; Bonilla, J; Roca, L; Berenguel, M				Carballo, Jose A.; Bonilla, Javier; Roca, Lidia; Berenguel, Manuel			New low-cost solar tracking system based on open source hardware for educational purposes	SOLAR ENERGY			English	Article						Solar energy; Solar tracker; Automatic control and computer sciences; Computer vision; Low cost; Raspberry pi; Educational tool; Open source	ENERGY EDUCATION; HELIOSTAT; POWER; LABORATORIES	In this paper, due to the detected educational demands regarding automatic control and training in management of solar tracker systems, a small prototype based on low cost open source hardware and computer vision is built to test the control algorithms developed in Mathematica and Simulink. The new prototype has been developed with the aim of being a powerful tool for a wide range of applications regarding to the learning of automatic in solar energy. Finally, its educational application is discussed.	[Bonilla, Javier; Roca, Lidia] CIEMAT Plataforma Solar Almeria, Ctra Senes S-N, Tabemas 04200, Almeria, Spain; [Carballo, Jose A.; Bonilla, Javier; Roca, Lidia; Berenguel, Manuel] UAL PSA CIEMAT Joint Ctr, CIESOL Res Ctr Solar Energy, Almeria, Spain; [Carballo, Jose A.; Berenguel, Manuel] Univ Almeria, Ctra Sacramento S-N, Almeria 04120, Spain	Carballo, JA (corresponding author), UAL PSA CIEMAT Joint Ctr, CIESOL Res Ctr Solar Energy, Almeria, Spain.; Carballo, JA (corresponding author), Univ Almeria, Ctra Sacramento S-N, Almeria 04120, Spain.	jcarballo@psa.es; javier.bonilla@psa.es; lidia.roca@psa.es; beren@ual.es	BERENGUEL, MANUEL/K-9415-2014	BERENGUEL, MANUEL/0000-0002-3349-7506; Bonilla, Javier/0000-0002-2322-2867; Roca, Lidia/0000-0002-8724-5136; Carballo, Jose Antonio/0000-0003-0529-5672	ERDF funds from the Spanish government [ENE2017-83973-R]	The research work leading to this article received ERDF funds from the Spanish government within the framework of the SOLTERMIN project (Ref. ENE2017-83973-R) of the Ministerio de Economia, Industria y Competitividad (Spanish Ministry of Economy, Industry and Competitiveness)		64	9	9	2	10	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	0038-092X			SOL ENERGY	Sol. Energy	NOV 1	2018	174						826	836		10.1016/j.solener.2018.09.064			11	Energy & Fuels	Energy & Fuels	HC0PE	WOS:000451499500081					2021-02-18	
J	Kwak, K; Kim, W; Park, K				Kwak, Kiho; Kim, Wonjoon; Park, Kyungbae			Complementary multiplatforms in the growing innovation ecosystem: Evidence from 3D printing technology	TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE			English	Article						Complementary multiplatforms in an innovation ecosystem; Open-source hardware platform; Online service platform; Free and low- cost 3D design software platform; Crowdfunding platform; 3D printing	RESEARCH-AND-DEVELOPMENT; OPEN SOURCE SOFTWARE; VALUE CREATION; CONVERGENCE EVIDENCE; CO-CREATION; STRATEGY; COLLABORATION; INTEGRATION; DECISIONS; NETWORKS	Despite a growing consensus that 3D printing technology has emerged as a revolutionary driver of innovation in society and has grown exponentially as an innovation ecosystem, our understanding of how the 3D printing ecosystem emerged and has grown is still limited. Based on the case study and the grounded theory approach, we found that four relevant platforms--open-source hardware platforms, online service platforms, free and low-cost 3D design software platforms, and crowdsourcing platforms-nurtured the innovation ecosystem. We also found that complementary relationships among the four platforms accelerated the growth of the ecosystem from the perspective of an increase in the user base, 3D printer sales, 3D design contents, and the emergence of entrepreneurial firms that are developing the platforms. Consequently, we newly suggest "complementary multiplatforms," a platform strategy that develops multiple platforms with complementary relationships for nurturing an innovation ecosystem. Our findings provide important theoretical grounds for the multiplatform strategy with complementary relationships aimed at facilitating the growth of an innovation ecosystem.	[Kwak, Kiho] Pukyong Natl Univ, Grad Sch Management Technol, Sinseon Ro 365, Busan 48547, South Korea; [Kim, Wonjoon] Korea Adv Inst Sci & Technol, Sch Business & Technol Management, Daehak Ro 291, Daejeon 34141, South Korea; [Park, Kyungbae] Sangji Univ, Dept Business Adm, Sangjidae Gil 83, Wonju 26339, Kangwon, South Korea	Kim, W (corresponding author), Korea Adv Inst Sci & Technol, Sch Business & Technol Management, Daehak Ro 291, Daejeon 34141, South Korea.	cloudnine@pknu.ac.kr; wonjoon.kim@kaist.edu; kbpark@sangji.ac.kr	Kim, Wonjoon/C-1649-2011	Kim, Wonjoon/0000-0002-2568-2066	National Research Foundation of Korea Grant - Korean Government [NRF-2015-S1A3A-2046742]; Technology Innovation Program (Graduate School of Management of Technology) - Ministry of Trade, Industry and Energy of Korea [N0001613]	This work was supported by the National Research Foundation of Korea Grant funded by the Korean Government (NRF-2015-S1A3A-2046742) and Technology Innovation Program (Graduate School of Management of Technology) funded by the Ministry of Trade, Industry and Energy of Korea (N0001613).		112	15	15	16	92	ELSEVIER SCIENCE INC	NEW YORK	STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA	0040-1625	1873-5509		TECHNOL FORECAST SOC	Technol. Forecast. Soc. Chang.	NOV	2018	136						192	207		10.1016/j.techfore.2017.06.022			16	Business; Regional & Urban Planning	Business & Economics; Public Administration	HA0LI	WOS:000449899100015					2021-02-18	
J	Ji, YY; Hoffmann, W; Pham, M; Dunn, AE; Han, HP; Ozerdem, C; Waiczies, H; Rohloff, M; Endemann, B; Boyer, C; Lim, M; Niendorf, T; Winter, L				Ji, Yiyi; Hoffmann, Werner; Pham, Michal; Dunn, Alexander E.; Han, Haopeng; Oezerdem, Celal; Waiczies, Helmar; Rohloff, Michael; Endemann, Beate; Boyer, Cyrille; Lim, May; Niendorf, Thoralf; Winter, Lukas			High peak and high average radiofrequency power transmit/receive switch for thermal magnetic resonance	MAGNETIC RESONANCE IN MEDICINE			English	Article						open source hardware; RF induced heating; thermal magnetic resonance; transmit receive switch; ultrahigh field MR	DRUG-DELIVERY; RESPONSIVE POLYMERS; MILD HYPERTHERMIA; SOLID TUMORS; MR; THERMOMETRY; RELEASE; ARRAY; PH	Purpose: To study the role of temperature in biological systems, diagnostic contrasts and thermal therapies, RF pulses for MR spin excitation can be deliberately used to apply a thermal stimulus. This application requires dedicated transmit/receive (Tx/Rx) switches that support high peak powers for MRI and high average powers for RF heating. To meet this goal, we propose a high-performance Tx/Rx switch based on positive-intrinsic-negative diodes and quarter-wavelength (lambda/4) stubs. Methods: The lambda/4 stubs in the proposed Tx/Rx switch design route the transmitted RF signal directly to the RF coil/antenna without passing through any electronic components (e.g., positive-intrinsic-negative diodes). Bench measurements, MRI, MR thermometry, and RF heating experiments were performed at f = 297 MHz (B-0 = 7 T) to examine the characteristics and applicability of the switch. Results: The proposed design provided an isolation of -235.7dB/-241.5dB during transmission/reception. The insertion loss was -20.41dB/-20.27dB during transmission/reception. The switch supports high peak (3.9 kW) and high average (120 W) RF powers for MRI and RF heating at f = 297 MHz. High-resolution MRI of the wrist yielded image quality competitive with that obtained with a conventional Tx/Rx switch. Radiofrequency heating in phantom monitored by MR thermometry demonstrated the switch applicability for thermal modulation. Upon these findings, thermally activated release of a model drug attached to thermoresponsive polymers was demonstrated. Conclusion: The high-power Tx/Rx switch enables thermal MR applications at 7 T, contributing to the study of the role of temperature in biological systems and diseases. All design files of the switch will be made available open source at www.opensourceimaging.org.	[Ji, Yiyi; Pham, Michal; Han, Haopeng; Oezerdem, Celal; Rohloff, Michael; Endemann, Beate; Niendorf, Thoralf; Winter, Lukas] Max Delbruck Ctr Mol Med, Berlin Ultrahigh Field Facil, Helmholtz Assoc, Berlin, Germany; [Hoffmann, Werner] Phys Tech Bundesanstalt, Berlin, Germany; [Dunn, Alexander E.; Boyer, Cyrille; Lim, May] Univ New South Wales, Sch Chem Engn, Sydney, NSW, Australia; [Waiczies, Helmar] MRI TOOLS GmbH, Berlin, Germany; [Niendorf, Thoralf] Expt & Clin Res Ctr, Berlin, Germany	Winter, L (corresponding author), Max Delbruck Ctr Mol Med, Berlin Ultrahigh Field Facil, Robert Rossle Str 10, D-13125 Berlin, Germany.	Lukas.Winter@mdc-berlin.de	Boyer, Cyrille A/A-5436-2009	Winter, Lukas/0000-0002-4381-275X	German Federal Ministry of Education and Research (KMU-innovativ: Medizintechnik) [FKZ 13GW0102A, FKZ 13GW0102B]; European Research Council (ERC)European Research Council (ERC) [743077]	This work was funded in part (Y.J., H.W., L.W.) by the German Federal Ministry of Education and Research (KMU-innovativ: Medizintechnik, FKZ 13GW0102A, FKZ 13GW0102B) and in part (T.N.) by an advanced grant of the European Research Council (ERC AdG 743077)		31	4	4	0	6	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0740-3194	1522-2594		MAGN RESON MED	Magn. Reson. Med.	NOV	2018	80	5					2246	2255		10.1002/mrm.27194			10	Radiology, Nuclear Medicine & Medical Imaging	Radiology, Nuclear Medicine & Medical Imaging	GY8JR	WOS:000448872700041	29607551				2021-02-18	
J	Chen, JB; Zhong, Y; Lam, A				Chen Jinbo; Zhong Yu; Lam, Anthony			Research on Monitoring Platform of Agricultural Product Circulation Efficiency Supported by Cloud Computing	WIRELESS PERSONAL COMMUNICATIONS			English	Article						Modern agriculture; Internet of things; Cloud computing; Big data; Internet of things cloud platform	BIG-DATA; SEQUENTIAL BIFURCATION; INTERNET; THINGS	In order to fully use Internet of things to solve the agricultural fine production, fertilizer, fine and precise control, full traceability and other bottlenecks, and to solve the quality safety of agricultural products from the source and agriculture environmental pollution, a networking application system for modern agriculture is constructed, and networking intelligent gateway based on open source hardware is designed and developed, which realizes the video monitoring function based on motion detection. In addition, basic cloud platform system for modern agriculture network monitoring system is designed and achieved. Based on the RESTful interface service system provided by cloud platform, ExtJs client technology and WeChat re applied in the development and realization of the Demo system of an application layer. As a result, it shows part of application assumption of agricuture network monitoring system, and designs the big data processing and analysis module. What's more, the Hadoop platform is used to achieve massive data processing produced by applications of Internet of things, and combined with machine learning technology, the corresponding model is established. It is concluded that the best solution is given such as crop variety selection, production and cultivation management and time to market.	[Chen Jinbo] Hubei Univ Econ, Sch Business Adm, Wuhan, Hubei, Peoples R China; [Zhong Yu] Chinese Acad Agr Sci, Inst Agr Econ & Dev, Beijing, Peoples R China; [Lam, Anthony] Katholieke Univ Leuven, Fac Econ & Business, Leuven, Belgium	Zhong, Y (corresponding author), Chinese Acad Agr Sci, Inst Agr Econ & Dev, Beijing, Peoples R China.	chenjinbo@hbue.edu.cn; zhongyu200318@126.com; anthonyvlam@gmail.com	Li, Wang/M-1612-2019		National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [71403085]; Hubei society of social sciences [2016101]	The authors acknowledge the National Natural Science Foundation of China (Grant: 71403085), Hubei society of social sciences (Grant: 2016101).		13	5	6	3	22	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0929-6212	1572-834X		WIRELESS PERS COMMUN	Wirel. Pers. Commun.	OCT	2018	102	4					3573	3587		10.1007/s11277-018-5392-3			15	Telecommunications	Telecommunications	HA9EB	WOS:000450597900080					2021-02-18	
J	Iglehart, B				Iglehart, Brian			MVO Automation Platform: Addressing Unmet Needs in Clinical Laboratories with Microcontrollers, 3D Printing, and Open-Source Hardware/Software	SLAS TECHNOLOGY			English	Article						automation; microcontroller; 3D printing; IoT; open source		Laboratory automation improves test reproducibility, which is vital to patient care in clinical laboratories. Many small and specialty laboratories are excluded from the benefits of automation due to low sample number, cost, space, and/or lack of automation expertise. The Minimum Viable Option (MVO) automation platform was developed to address these hurdles and fulfill an unmet need. Consumer 3D printing enabled rapid iterative prototyping to allow for a variety of instrumentation and assay setups and procedures. Three MVO versions have been produced. MVOv1.1 successfully performed part of a clinical assay, and results were comparable to those of commercial automation. Raspberry Pi 3 Model B (RPI3) single-board computers with Sense Hardware Attached on Top (HAT) and Raspberry Pi Camera Module V2 hardware were remotely accessed and evaluated for their suitability to qualify the latest MVOv1.2 platform. Sense HAT temperature, barometric pressure, and relative humidity sensors were stable in climate-controlled environments and are useful in identifying appropriate laboratory spaces for automation placement. The RPI3 with camera plus digital dial indicator logged axis travel experiments. RPI3 with camera and Sense HAT as a light source showed promise when used for photometric dispensing tests. Individual well standard curves were necessary for well-to-well light and path length compensations.	[Iglehart, Brian] Johns Hopkins Univ, Sch Med, Dept Med, Baltimore, MD 21205 USA	Iglehart, B (corresponding author), Johns Hopkins Univ, Sch Med, Immunogenet Lab, 2041 E Monument St, Baltimore, MD 21205 USA.	bigle@jhmi.edu						12	3	3	0	7	SAGE PUBLICATIONS INC	THOUSAND OAKS	2455 TELLER RD, THOUSAND OAKS, CA 91320 USA	2472-6303	2472-6311		SLAS TECHNOL	SLAS Technol.	OCT	2018	23	5			SI		423	431		10.1177/2472630318773693			9	Biochemical Research Methods; Chemistry, Analytical	Biochemistry & Molecular Biology; Chemistry	GU4EU	WOS:000445235700004	29746790				2021-02-18	
