PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
B	Kruger, CP; Abu-Mahfouz, AM; Hancke, GP			IEEE	Kruger, C. P.; Abu-Mahfouz, A. M.; Hancke, G. P.			Rapid Prototyping of a Wireless Sensor Network Gateway for the Internet of Things Using off-the-shelf Components	2015 IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL TECHNOLOGY (ICIT)			English	Proceedings Paper	IEEE International Conference on Industrial Technology (ICIT)	MAR 17-19, 2015	Seville, SPAIN	IEEE		Wireless Sensor Networks; Internet of Things; 6LoWPAN; Gateway; Commercial Off-the-shelf (COTS)		More than 50 billion devices are estimated to be connected to the Internet by 2020. Incompatibility of devices and protocols (usually proprietary devices and protocols) are one of the major hurdles to be overcome to realise the Internet of Things (IoT) vision. IoT devices are typically constrained devices and this creates dependencies between the hardware, software and protocols used in the device. Open hardware and software platforms to support emerging IoT trends are required. A wireless sensor network gateway was developed in a three-month period using off-the-shelf components. The gateway was based on the Raspberry PI single-board computer; it implemented 6LoWPAN mesh and wireless access point functionality for mobile and low power sensing and actuation devices. The gateway was tested in the following use-case: integrate a battery-operated 6LoWPAN-enabled smart water meter to an IPv6 building network. Several factors that influence the gateway's performance and reliability were identified and should be considered when deploying gateway devices for future endeavours.	[Kruger, C. P.; Abu-Mahfouz, A. M.] CSIR, Adv Sensor Networks Res Grp, Western Cape, South Africa; [Hancke, G. P.] City Univ, Dept Comp Sci, Hong Kong, Hong Kong, Peoples R China	Kruger, CP (corresponding author), CSIR, Adv Sensor Networks Res Grp, Western Cape, South Africa.	ckruger@ieee.org; A.AbuMahfouz@ieee.org; ghancke@ieee.org	Abu-Mahfouz, Adnan/S-2253-2017; Hancke, Gerhard/J-7187-2013	Abu-Mahfouz, Adnan/0000-0002-6413-3924; Hancke, Gerhard/0000-0002-2388-3542				18	27	27	0	9	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4799-7800-7				2015							1926	1931					6	Engineering, Industrial; Engineering, Electrical & Electronic	Engineering	BE9HU	WOS:000377572201141					2021-02-18	
B	Camp, T; Rubin, MJ; Gonzalez, S			IEEE	Camp, Tracy; Rubin, Marc J.; Gonzalez, Santiago			Challenges in Developing Intelligent Geosystems (and the pros/cons of interdisciplinary research)	2015 INTERNATIONAL CONFERENCE ON COMPUTING, NETWORKING AND COMMUNICATIONS (ICNC)			English	Proceedings Paper	International Conference on Computing, Networking and Communications (ICNC)	FEB 16-19, 2015	Anaheim, CA					In this article, we examine the challenges of developing intelligent wireless geosystems and the pros and cons of interdisciplinary research. First, we summarize the range of current practices in wireless sensor network research projects by analyzing recent contributions in the literature. Specifically, for each wireless sensor network project, we compile details regarding the scope (e.g., simulation, testbed, real deployment), the type of mote used (e.g., TinyOS, Android, Arduino), and the type of sensors used (e.g., inertial, biological). Next, we discuss reasons why Arduino based wireless devices are perhaps the future of applied wireless sensor network research. Arduino-based systems are inexpensive, easy to use, readily available, well documented, 100% open-source (hardware and software), object oriented, extendable (using the "shield" concept), and flexible (e.g., in terms of radio choices). Lastly, we discuss the pros and cons of interdisciplinary research; that is, we highlight the struggle between working on difficult, relevant, inherently multi-disciplinary research problems while maintaining scholarship in individual fields.	[Camp, Tracy; Rubin, Marc J.; Gonzalez, Santiago] Colorado Sch Mines, Dept EECS, Golden, CO 80401 USA	Camp, T (corresponding author), Colorado Sch Mines, Dept EECS, Golden, CO 80401 USA.	tcamp@mines.edu; mrubin@mines.edu; sgonzale@mines.edu						14	0	0	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4799-6959-3				2015							591	597					7	Engineering, Electrical & Electronic; Telecommunications	Engineering; Telecommunications	BF3MR	WOS:000380557400108					2021-02-18	
S	Furci, M; Casadei, G; Naldi, R; Sanfelice, RG; Marconi, L			IEEE	Furci, M.; Casadei, G.; Naldi, R.; Sanfelice, R. G.; Marconi, L.			An Open-Source Architecture for Control and Coordination of a Swarm of Micro-Quadrotors	2015 INTERNATIONAL CONFERENCE ON UNMANNED AIRCRAFT SYSTEMS (ICUAS'15)	International Conference on Unmanned Aircraft Systems		English	Proceedings Paper	International Conference on Unmanned Aircraft Systems (ICUAS)	JUN 09-12, 2015	Denver, CO	IEEE, CSS, IEEE Robot & Automat Soc, MCA				This work presents the design of an open-source control architecture specifically tailored to the rapid development and testing of control and coordination algorithms on micro quadrotors. The proposed design extends an existing open-source and open-hardware quadrotor project, i. e., the Crazyflie nano quadrotor, by adding the guidance, navigation and control layers required to accomplish autonomous flight. The control layer, in particular, is based on a cascade control algorithm able to globally stabilize the position and the attitude of the vehicle. The global property guaranteed by the algorithm allows the quadrotors to perform aggressive maneuvers. The guidance layer is designed to coordinate simultaneously multiple vehicles by generating suitable reference trajectories. Experiments demonstrate the effectiveness of the proposed design.	[Furci, M.; Casadei, G.; Naldi, R.; Marconi, L.] Univ Bologna, CASY DEI, Bologna, Italy; [Sanfelice, R. G.] UCSC, Dept Comp Engn, Santa Cruz, CA USA	Furci, M (corresponding author), Univ Bologna, CASY DEI, Bologna, Italy.	michele.furci@unibo.it; g.casadei@unibo.it; roberto.naldi@unibo.it; ricardo@ucsc.edu; lorenzo.marconi@unibo.it						16	9	9	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2373-6720		978-1-4799-6010-1	INT CONF UNMAN AIRCR			2015							139	146					8	Engineering, Aerospace; Engineering, Electrical & Electronic; Remote Sensing	Engineering; Remote Sensing	BG3ZW	WOS:000388438500018					2021-02-18	
B	Faedo, NE; Lucero, M; Mazzone, V; Suarez, M; Rojas, NL			IEEE	Faedo, Nicolas E.; Lucero, Macias; Mazzone, Virginia; Suarez, Mariana; Rojas, Natalia Lorena			Low cost SCADA for a laboratory-scale bioreactor	2015 XVI WORKSHOP ON INFORMATION PROCESSING AND CONTROL (RPIC)			Spanish	Proceedings Paper	16th Workshop on Information Processing and Control (RPIC)	OCT 06-09, 2015	Corboda, ARGENTINA	IEEE				This work presents the development of a Supervisory, Control And Data Adquisition (SCADA) using open hardware and free software, for an NBS BioFlo III bioreactor system used in a laboratory inside Universidad Nacional de Quilmes. Design and development of the SCADA BioFlo III system it's based in a web server connected with the fermenter. The server register every process variable in specific databases, which are available from a graphical user interface (GUI) programmed entirely in web language. Such GUI it's accessible from any device with internet access and the corresponding University VPN certificates, which make this SCADA system multi-platform in every aspect. To interact physically with the reactor, an Arduino platform is used. It communicates with the server (under an specific protocol) through a communication interface programmed in Phyton. The GUI interacts directly with the database, which is also accessed by the same communication algorithm.	[Faedo, Nicolas E.; Lucero, Macias; Mazzone, Virginia; Suarez, Mariana] Univ Nacl Quilmes, IACI, Buenos Aires, DF, Argentina; [Rojas, Natalia Lorena] Univ Nacl Quilmes, IMBA, Buenos Aires, DF, Argentina	Faedo, NE (corresponding author), Univ Nacl Quilmes, IACI, Buenos Aires, DF, Argentina.	nicolas.faedo@unq.edu.ar; Irojas@unq.edu.ar						5	0	0	0	3	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4673-8466-7				2015													6	Automation & Control Systems; Computer Science, Information Systems; Engineering, Electrical & Electronic	Automation & Control Systems; Computer Science; Engineering	BH2QU	WOS:000399132800035					2021-02-18	
B	Real, G; Raviola, L; Jaure, MF; Vitali, AO			IEEE	Real, Gustavo; Raviola, Lisandro; Jaure, Maria Florencia; Vitali, Amado Osvaldo			Data acquisition system for didactic laboratories based on open-source hardware and free software	2015 XVI WORKSHOP ON INFORMATION PROCESSING AND CONTROL (RPIC)			English	Proceedings Paper	16th Workshop on Information Processing and Control (RPIC)	OCT 06-09, 2015	Corboda, ARGENTINA	IEEE		Data acquisition; open-source hardware; free software; educational practices; experimentation		This paper describes the development of a data acquisition and experiment control system for didactic laboratories, similar to the ones commonly used as part of introductory practical classes within science and engineering degree programs. The system is low-cost and easy to produce. The design of both the hardware and related software are available under a free license. In this way, we seek to offer an alternative to the proprietary products currently being used, thus reducing acquisition and maintenance costs and integrating users -students, teachers, and researchers- into the process of improving the system. We outline the features of the first prototypes and the results of several performance tests carried out using the device. The results obtained indicate that this is a viable alternative with potential for growth, and which meets the educational objectives in question.	[Real, Gustavo; Raviola, Lisandro; Jaure, Maria Florencia; Vitali, Amado Osvaldo] Univ Nacl Gen Sarmiento, Inst Ind, Los Polvorines, Argentina	Real, G (corresponding author), Univ Nacl Gen Sarmiento, Inst Ind, Los Polvorines, Argentina.	gustavo.real@ungs.edu.ar; lraviola@ungs.edu.ar			 [UNGS 30/4077];  [UNGS 30/4067]	We would like to thank the staff of the Engineering Laboratory at the Instituto de Industria, UNGS, for their technical assistance and for providing us with instruments. This project was created within the framework of the following projects: UNGS 30/4077 (Use of information and communication technologies to promote the training of science and engineering students) and UNGS 30/4067 (Design of a data acquisition and control system).		13	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4673-8466-7				2015													6	Automation & Control Systems; Computer Science, Information Systems; Engineering, Electrical & Electronic	Automation & Control Systems; Computer Science; Engineering	BH2QU	WOS:000399132800075					2021-02-18	
B	Deshmukh, AD; Shinde, UB			IEEE	Deshmukh, Akshay D.; Shinde, Ulhas B.			A Low Cost Environment Monitoring System Using Raspberry Pi and Arduino with Zigbee	2016 INTERNATIONAL CONFERENCE ON INVENTIVE COMPUTATION TECHNOLOGIES (ICICT), VOL 3			English	Proceedings Paper	IEEE International Conference on Inventive Computation Technologies (ICICT)	AUG 26-27, 2016	Coimbatore, INDIA	IEEE, IEEE Electron Devices Soc, RVS Tech Campus, Invent Res Org		Raspberry Pi; GUI; Zigbee; Sensor node; Base Station; Environment Monitoring; WSN	WIRELESS SENSOR NETWORKS	Emerging environmental related problems have greater impact on technical, scientific, social and economical fields, which is why this issue needs attention. On a global scale this issue are being sort out using satellite based instruments. This paper discusses a monitoring system which gives information about environmental conditions on a more local level, the implementation area are categorize by industrial, home and office applications and briefly touches the technological advancements in monitoring the environment and bringing out the new scope in monitoring the current environment problems. This paper intends to provide information using wireless sensor technology which comprises of raspberry pi, Arduino Nano, Zigbee, wireless sensor network(WSN) and sensors. Realization of data gathered by sensors based on embedded raspbian linux is displayed on Graphical User Interface (GUI). The system is developed using open source hardware raspberry pi and Zigbee which proves to be cost effective and having low power consumption. The sensors will gather the data of various environmental parameters and provide it to raspberry pi which act as a base station. Some sensors will directly process the data and provide it to the raspberry pi while some sensors will provide the data through Arduino Nano to raspberry pi using serial interface. The raspberry pi will then transmit the data using Zigbee and the processed data will be displayed on GUI through Zigbee that is on the receiver side.	[Deshmukh, Akshay D.; Shinde, Ulhas B.] CSMSS Chh Shahu Coll Engn, Dept Elect & Telecommun Engn, Aurnagabad, India	Deshmukh, AD (corresponding author), CSMSS Chh Shahu Coll Engn, Dept Elect & Telecommun Engn, Aurnagabad, India.	dakshay55@gmail.com; drshindeulhas@gmail.com						21	0	0	0	3	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA							2015							764	769					6	Computer Science, Interdisciplinary Applications; Engineering, Electrical & Electronic	Computer Science; Engineering	BI7GD	WOS:000414242300149					2021-02-18	
S	Mulfari, D; Celesti, A; Fazio, M; Villari, M; Puliafito, A		SikLanyi, C; Hoogerwerf, EJ; Miesenberger, K; Cudd, P		Mulfari, Davide; Celesti, Antonio; Fazio, Maria; Villari, Massimo; Puliafito, Antonio			Embedded systems for supporting computer accessibility	ASSISTIVE TECHNOLOGY: BUILDING BRIDGES	Studies in Health Technology and Informatics		English	Proceedings Paper	13th European Conference on the Advancement of Assistive Technology (AAATE)	SEP 09-12, 2015	Budapest, HUNGARY	Diamond Congress Ltd, John Neumann Comp Soc, Univ Pannonia, Lab Virtual Environm & Imaging Technologies, Assoc Advancement Assist Technol Board & Secretariat		Assistive Technology; Embedded systems; Computer accessibility; Mobile solutions; IoT		Nowadays, customized AT software solutions allow their users to interact with various kinds of computer systems. Such tools are generally available on personal devices (e.g., smartphones, laptops and so on) commonly used by a person with a disability. In this paper, we investigate a way of using the aforementioned AT equipments in order to access many different devices without assistive preferences. The solution takes advantage of open source hardware and its core component consists of an affordable Linux embedded system: it grabs data coming from the assistive software, which runs on the user's personal device, then, after processing, it generates native keyboard and mouse HID commands for the target computing device controlled by the end user. This process supports any operating system available on the target machine and it requires no specialized software installation; therefore the user with a disability can rely on a single assistive tool to control a wide range of computing platforms, including conventional computers and many kinds of mobile devices, which receive input commands through the USB HID protocol.	[Mulfari, Davide; Celesti, Antonio; Fazio, Maria; Villari, Massimo; Puliafito, Antonio] Univ Messina, Fac Engn, DICIEAMA, Messina, Italy	Mulfari, D (corresponding author), Univ Messina, Fac Engn, DICIEAMA, Messina, Italy.	dmulfari@unime.it; acelesti@unime.it; mfazio@unime.it; mvillari@unime.it; apuliafito@unime.it	Puliafito, Antonio/H-7823-2016; CELESTI, ANTONIO/C-6121-2016	Puliafito, Antonio/0000-0003-0385-2711; CELESTI, ANTONIO/0000-0001-9003-6194; Fazio, Maria/0000-0003-3574-1848; VILLARI, Massimo/0000-0001-9457-0677	Project "Design and Implementation of a Community Cloud Platform aimed at SaaS services for on-demand Assistive Technology"	The research leading to the results presented in this paper has received funding from the Project "Design and Implementation of a Community Cloud Platform aimed at SaaS services for on-demand Assistive Technology".		12	1	1	0	0	IOS PRESS	AMSTERDAM	NIEUWE HEMWEG 6B, 1013 BG AMSTERDAM, NETHERLANDS	0926-9630	1879-8365	978-1-61499-566-1; 978-1-61499-565-4	STUD HEALTH TECHNOL			2015	217						378	385		10.3233/978-1-61499-566-1-378			8	Health Care Sciences & Services; Medical Informatics; Rehabilitation	Health Care Sciences & Services; Medical Informatics; Rehabilitation	BL6LZ	WOS:000454405500056	26294501				2021-02-18	
J	Joseph, J; Radhakrishnan, R; Kusmakar, S; Thrivikraman, AS; Sivaprakasam, M				Joseph, Jayaraj; Radhakrishnan, Ravikumar; Kusmakar, Shitanshu; Thrivikraman, Arya Sree; Sivaprakasam, Mohanasankar			Technical Validation of ARTSENS-An Image Free Device for Evaluation of Vascular Stiffness	IEEE JOURNAL OF TRANSLATIONAL ENGINEERING IN HEALTH AND MEDICINE-JTEHM			English	Article						Arterial stiffness; ARTSENS; carotid artery; cardiovascular disease; vascular stiffness	CAROTID-ARTERY STIFFNESS; REPRODUCIBILITY; DISTENSIBILITY; REPEATABILITY; INSTRUMENT	Vascular stiffness is an indicator of cardiovascular health, with carotid artery stiffness having established correlation to coronary heart disease and utility in cardiovascular diagnosis and screening. State of art equipment for stiffness evaluation are expensive, require expertise to operate and not amenable for field deployment. In this context, we developed ARTerial Stiffness Evaluation for Noninvasive Screening (ARTSENS), a device for image free, noninvasive, automated evaluation of vascular stiffness amenable for field use. ARTSENS has a frugal hardware design, utilizing a single ultrasound transducer to interrogate the carotid artery, integrated with robust algorithms that extract arterial dimensions and compute clinically accepted measures of arterial stiffness. The ability of ARTSENS to measure vascular stiffness in vivo was validated by performing measurements on 125 subjects. The accuracy of results was verified with the state-ofthe-art ultrasound imaging-based echo-tracking system. The relation between arterial stiffness measurements performed in sitting posture for ARTSENS measurement and sitting/supine postures for imaging system was also investigated to examine feasibility of performing ARTSENS measurements in the sitting posture for field deployment. This paper verified the feasibility of the novel ARTSENS device in performing accurate in vivo measurements of arterial stiffness. As a portable device that performs automated measurement of carotid artery stiffness with minimal operator input, ARTSENS has strong potential for use in large-scale screening.	[Joseph, Jayaraj; Kusmakar, Shitanshu; Thrivikraman, Arya Sree; Sivaprakasam, Mohanasankar] Indian Inst Technol, Healthcare Technol Innovat Ctr, Madras 600036, Tamil Nadu, India; [Radhakrishnan, Ravikumar] Thambiran Heart & Vasc Inst, Madras 600040, Tamil Nadu, India; [Sivaprakasam, Mohanasankar] Indian Inst Technol, Dept Elect Engn, Madras 600036, Tamil Nadu, India	Joseph, J (corresponding author), Indian Inst Technol, Healthcare Technol Innovat Ctr, Madras 600036, Tamil Nadu, India.	jayaraj85@gmail.com		Kusmakar, Shitanshu/0000-0002-6689-9405; Sivaprakasam, Mohanasankar/0000-0002-6714-9147				34	27	27	1	1	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	2168-2372			IEEE J TRANSL ENG HE	IEEE J. Transl. Eng. Health Med.-JTEHM		2015	3								1900213	10.1109/JTEHM.2015.2431471			13	Engineering, Biomedical	Engineering	CS8WN	WOS:000362370600001	27170892	DOAJ Gold, Green Published			2021-02-18	
J	Hamidi, F; Baljko, M; Kunic, T; Feraday, R				Hamidi, Foad; Baljko, Melanie; Kunic, Toni; Feraday, Ray			TalkBox: a DIY communication board case study	JOURNAL OF ASSISTIVE TECHNOLOGIES			English	Article						Participatory design; Community engagement; Communication boards; Do-it-yourself (DIY); Making and tinkering; Open-source hardware		Purpose - The purpose of this paper is to present TalkBox, an affordable and open-source communication board for users with communication or speech disorders. Making and tinkering methods are combined with community engagement and participatory design to create a democratic and accessible approach to assistive technology design. Design/methodology/approach - The authors employed a community-engaged participatory design methodology where we incorporated input from stakeholders into the design of the interface. Close collaboration with our community partner allowed us to make informed decisions on different aspects of the design from sourcing of the material to testing the prototype. Findings - Through describing TalkBox, the paper presents a concrete example of how assistive technology can be designed and deployed more democratically, how collaborations between academia and community partners can be established, and how the design reflects different aspects of the methodology used. Originality/value - This paper explores the question of how can open-source technology and making methods contribute to the development of more affordable and inclusive designs through a concrete example.	[Hamidi, Foad; Baljko, Melanie; Kunic, Toni] York Univ, Lassonde Sch Engn, Toronto, ON, Canada; [Feraday, Ray] Toronto Catholic Dist Sch Board, Toronto, ON, Canada	Hamidi, F (corresponding author), York Univ, Lassonde Sch Engn, Toronto, ON, Canada.	fhamidi@cse.yorku.ca						26	3	3	0	1	EMERALD GROUP PUBLISHING LTD	BINGLEY	HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND	1754-9450	2042-8723		J ASSIST TECHNOL	J. Assist. Technol.		2015	9	4					187	198		10.1108/JAT-10-2014-0027			12	Rehabilitation	Rehabilitation	V9W5L	WOS:000422588800002					2021-02-18	
B	Dawson, M; Al Saeed, I; Wright, J; Onyegbula, F			Informat Resources Management Assoc	Dawson, Maurice; Al Saeed, Imad; Wright, Jorja; Onyegbula, Festus			Open Source Software to Enhance the STEM Learning Environment	OPEN SOURCE TECHNOLOGY: CONCEPTS, METHODOLOGIES, TOOLS, AND APPLICATIONS			English	Article; Book Chapter								This chapter examines the use of Open Source Software (OSS) technologies that can be used to improve the learning of Science, Technology, Engineering, and Mathematics (STEM). Explored are the various methods that can be utilized to improve the percentage of STEM majors in the American educational system with resources such as: Open Source as Alternative (OSALT), virtualization, cloud computing, Linux distributions, open source programming, and open source hardware platforms. Increasing the amount of students that pursue STEM majors is important because the projected job growth in the STEM field compared to non-STEM jobs is 33%. OSALT provides cost-effective alternatives to commercial products such as Microsoft Office Suite and Adobe Photoshop. Second, creating Virtual Machines (VMs) is another avenue to teach complex concepts in computer science, engineering, and Information Technology (IT). Third, cloud computing is an inexpensive way for clients to access information from multiple locations and devices. Fourth, universities can use the Operating System (OS) Linux and its various distributions as replacements for commercial operating systems like Windows in order to reduce IT costs. Lastly, open source programming languages like Python and their associated Integrated Development Environments (IDEs) provide comprehensive facilities for software engineers for application development or testing.	[Dawson, Maurice] Univ Missouri St Louis, St Louis, MO 63121 USA; [Al Saeed, Imad] Colorado Tech Univ, Colorado Springs, CO USA; [Wright, Jorja] Florida Inst Technol, Melbourne, FL 32901 USA; [Onyegbula, Festus] Univ Maryland, Univ Coll, College Pk, MD 20742 USA	Dawson, M (corresponding author), Univ Missouri St Louis, St Louis, MO 63121 USA.		Dawson, Maurice/AAG-3290-2019	Dawson, Maurice/0000-0003-4609-3444				21	1	1	0	1	IGI GLOBAL	HERSEY	701 E CHOCOLATE AVE, STE 200, HERSEY, PA 17033-1240 USA			978-1-4666-7231-4; 978-1-4666-7230-7				2015							1493	1503		10.4018/978-1-4666-7230-7.ch075	10.4018/978-1-4666-7230-7		11	Computer Science, Information Systems; Information Science & Library Science	Computer Science; Information Science & Library Science	BK8IS	WOS:000442905400076					2021-02-18	
S	Daros, MR; de Lima, JPC; Rochadel, W; Silva, JB; Simao, JS			IEEE	Daros, Marina Rocha; Cardoso de Lima, Joao Paulo; Rochadel, Willian; Silva, Juarez Bento; Simao, Jose Schardosim			Remote Experimentation in Basic Education using an Architecture with Raspberry Pi	PROCEEDINGS OF 2015 3RD EXPERIMENT AT INTERNATIONAL CONFERENCE (EXP AT'15)	Experiment at International Conference		English	Proceedings Paper	Conference on 3rd Experiment International Conference Online Experimentation	JUN 02-04, 2015	UNIVERSITY OF THE AZORES, Sao miguel, PORTUGAL	U.PORTO, Universidade De Coimbra, Governo dos acores, Governo dos acores, FCT, Ponta Delgada, Ribeira Grande, Coliseu Micaelense, REC, ExpLab, Sata, Marc, Mixtronica, RS, Controlar, HFA, Inegi, EDA, Carg Base, Courrensc, Critical, Itgrow, Ingevideo, Cuba Learning e Factoring, Gorreana, Do morgado, A mulher De Capote, IEEE, IGIP, Spee, Nerela, Go-lab, Cisco, IAOE., Emerald, JOE, JIM	UNIVERSITY OF THE AZORES	remote experimentation; physics teaching; raspberry pi		This article presents an alternative architechture implementation with the purpose of provide real experiments of remote access and expand teaching practices focused on experimentation toward physics education. The research uses a low cost open hardware and an available multiplatform with open source applications. With this initiative, lab resources can be accessed from schools, as many of them have not appropriate science lab for practical activities. This reserch have been applied in two public schools from Ararangua/SC that also face difficulties when using the computer lab. As a solution, the students use their own mobile devices to do science and physics experiments accessing, controlling and observing real experiments installed in the Remote Experimentation Lab (RExLab). Making new experiments is a collaborative work with the teachers of these schools and with the lab staff to adapt their idea to a low cost system with the Raspberry Pi. The study presented here intends to facilitate the experiments adaptation and motivate other research labs to make their experiments available.	[Daros, Marina Rocha; Cardoso de Lima, Joao Paulo; Rochadel, Willian; Silva, Juarez Bento; Simao, Jose Schardosim] Fed Univ Santa Catarina UFSC, Remote Experimentat Lab RExLab, Ararangua, Brazil	Daros, MR (corresponding author), Fed Univ Santa Catarina UFSC, Remote Experimentat Lab RExLab, Ararangua, Brazil.	marina.daros@gmail.com; jp.limapk@gmail.com; willian.rochadel@ufsc.br; juarez.b.silva@ieee.org; josepedrosimao@gmail.com	da Silva, Juarez Bento/U-4621-2019; Rochadel, Willian/J-8615-2014; Simao, Jose Pedro Schardosim/R-9301-2019	da Silva, Juarez Bento/0000-0002-5604-0576; Rochadel, Willian/0000-0002-3772-8391; 	National Counsel of Technical and Scientific Development (CNPq)	This project was supported by National Counsel of Technical and Scientific Development (CNPq).		9	1	1	0	4	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2376-631X		978-1-4673-7717-1	EXPERIMENT AT INT C			2015							75	78		10.1109/EXPAT.2015.7463218			4	Computer Science, Interdisciplinary Applications	Computer Science	BI3NP	WOS:000411316200015					2021-02-18	
S	Nicolete, PC; da Silva, JB; Simao, JPS; Rochadel, W; Cristiano, MAD; de Lima, JPC; Bilessimo, SMS; Alves, JBD			IEEE	Nicolete, Priscila Cadorin; da Silva, Juarez Bento; Schardosim Simao, Jose Pedro; Rochadel, Willian; da Silva Cristiano, Marta Adriana; Cardoso de Lima, Joao Paulo; Sommer Bilessimo, Simone Meister; da Mota Alves, Joao Bosco			Mobile Remote Experimentation applied to Basic Education	PROCEEDINGS OF 2015 3RD EXPERIMENT AT INTERNATIONAL CONFERENCE (EXP AT'15)	Experiment at International Conference		English	Proceedings Paper	Conference on 3rd Experiment International Conference Online Experimentation	JUN 02-04, 2015	UNIVERSITY OF THE AZORES, Sao miguel, PORTUGAL	U.PORTO, Universidade De Coimbra, Governo dos acores, Governo dos acores, FCT, Ponta Delgada, Ribeira Grande, Coliseu Micaelense, REC, ExpLab, Sata, Marc, Mixtronica, RS, Controlar, HFA, Inegi, EDA, Carg Base, Courrensc, Critical, Itgrow, Ingevideo, Cuba Learning e Factoring, Gorreana, Do morgado, A mulher De Capote, IEEE, IGIP, Spee, Nerela, Go-lab, Cisco, IAOE., Emerald, JOE, JIM	UNIVERSITY OF THE AZORES	Remote Experimentation; Mobile Devices; BasicbEducation; Virtual Learning Environment		In this paper we report a technology integration experience within the Basic Education, from the use of mobile devices. The proposed environment is based on open digital learning content that is accessed via mobile devices and complemented by the use of remote experiments. The integration of mobile devices, virtual learning environment for the provision of educational materials and physical experiments remotely accessed, give students a new way to interact with the subjects in a simple and enjoyable way anywhere and anytime. The implemented architecture is based entirely on open source software and open - hardware resources that include a learning management system, an application for mobile devices and remote experiments developed by Remote Experimentation Lab of the Federal University of Santa Catarina. Although the pilot project is being implemented in 4 public Basic Education Schools and covers 287 teachers and 3,201 students, this document will report the integration of technology in high school physics courses in one of the schools.	[Nicolete, Priscila Cadorin; da Silva, Juarez Bento; Schardosim Simao, Jose Pedro; Rochadel, Willian; da Silva Cristiano, Marta Adriana; Cardoso de Lima, Joao Paulo; Sommer Bilessimo, Simone Meister; da Mota Alves, Joao Bosco] Fed Univ Santa Catarina UFSC, Remote Expt Lab RExLab, Ararangua, Brazil	Nicolete, PC (corresponding author), Fed Univ Santa Catarina UFSC, Remote Expt Lab RExLab, Ararangua, Brazil.	priscila.cadorin@posgrad.ufsc.br; juarez.b.silva@ieee.org; jpsimao@grad.ufsc.br; willian.rochadel@ufsc.br; marta.php@gmail.com; joao.pcl@grad.ufsc.br; simone.bilessimo@ufsc.br; jbosco@inf.ufsc.br	da Silva, Juarez Bento/U-4621-2019; Simao, Jose Pedro Schardosim/R-9301-2019; Rochadel, Willian/J-8615-2014	da Silva, Juarez Bento/0000-0002-5604-0576; Rochadel, Willian/0000-0002-3772-8391	FRIDA (Regional Fund for Digital Innovation in Latin America and the Caribbean); CNPq (Brazilian National Council of Technological and Scientific Development)National Council for Scientific and Technological Development (CNPq); RNP (Brazilian National Network of Education and Research)	We would like to thank FRIDA (Regional Fund for Digital Innovation in Latin America and the Caribbean), CNPq (Brazilian National Council of Technological and Scientific Development) and RNP (Brazilian National Network of Education and Research) for the supporting this project.		16	2	2	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2376-631X		978-1-4673-7717-1	EXPERIMENT AT INT C			2015							266	271		10.1109/EXPAT.2015.7463277			6	Computer Science, Interdisciplinary Applications	Computer Science	BI3NP	WOS:000411316200074					2021-02-18	
