PT	AN	DT	TI	FT	AU	CA	SO	VL	IS	PS	PY	PD	LA	U1	U2	AB	A2	C1	RI	OI	MH	SS	ID	SD	GN	CN	NM	SF	SC	SN	JC	PA	GI	OB	SA	IV	NR	RC	NO	PE	NT	DI	UT	OA	HC	HP	DA
J	27548166	Journal Article	A Self-Provisioning Mechanism in OpenStack for IoT Devices.		Solano, Antonio; Dormido, Raquel; Duro, Natividad; Sanchez, Juan Miguel		Sensors (Basel, Switzerland)	16	8		2016	2016 Aug 17	English	0	10	The aim of this paper is to introduce a plug-and-play mechanism for an Internet of Things (IoT) device to instantiate a Software as a Service (SaaS) application in a private cloud, built up with OpenStack. The SaaS application is the digital avatar of a physical object connected to Internet. As a proof of concept, a Vending Machine is retrofitted and connected to Internet with and Arduino Open Hardware device. Once the self-configuration mechanism is completed, it is possible to order a product from a mobile communication device.		Departamento Informatica y Automatica, ETSI Informatica, UNED Juan del Rosal 16, 28040 Madrid, Spain. asolano2@alumno.uned.es.; Departamento Informatica y Automatica, ETSI Informatica, UNED Juan del Rosal 16, 28040 Madrid, Spain. raquel@dia.uned.es.; Departamento Informatica y Automatica, ETSI Informatica, UNED Juan del Rosal 16, 28040 Madrid, Spain. nduro@dia.uned.es.; Departamento Informatica y Automatica, ETSI Informatica, UNED Juan del Rosal 16, 28040 Madrid, Spain. jsanchez210@alumno.uned.es.	Dormido, R./K-8647-2014; Duro, Natividad/K-8117-2014	Dormido, R./0000-0003-1175-5065; Duro, Natividad/0000-0001-9837-5967; Solano Tarroc, Antonio/0000-0002-8117-4074			Internet of Things; arduino; cloud computing; openstack							1424-8220	101204366	Switzerland		NLM	PubMed-not-MEDLINE			 / 23 Jan 2018 / 23 Jan 2018		17 Aug 2016		10.3390/s16081306	MEDLINE:27548166	DOAJ Gold, Green Published			2020-04-16
J	27527180	Journal Article	SensoTube: A Scalable Hardware Design Architecture for Wireless Sensors and Actuators Networks Nodes in the Agricultural Domain.		Piromalis, Dimitrios; Arvanitis, Konstantinos		Sensors (Basel, Switzerland)	16	8		2016	2016 Aug 04	English	1	18	Wireless Sensor and Actuators Networks (WSANs) constitute one of the most challenging technologies with tremendous socio-economic impact for the next decade. Functionally and energy optimized hardware systems and development tools maybe is the most critical facet of this technology for the achievement of such prospects. Especially, in the area of agriculture, where the hostile operating environment comes to add to the general technological and technical issues, reliable and robust WSAN systems are mandatory. This paper focuses on the hardware design architectures of the WSANs for real-world agricultural applications. It presents the available alternatives in hardware design and identifies their difficulties and problems for real-life implementations. The paper introduces SensoTube, a new WSAN hardware architecture, which is proposed as a solution to the various existing design constraints of WSANs. The establishment of the proposed architecture is based, firstly on an abstraction approach in the functional requirements context, and secondly, on the standardization of the subsystems connectivity, in order to allow for an open, expandable, flexible, reconfigurable, energy optimized, reliable and robust hardware system. The SensoTube implementation reference model together with its encapsulation design and installation are analyzed and presented in details. Furthermore, as a proof of concept, certain use cases have been studied in order to demonstrate the benefits of migrating existing designs based on the available open-source hardware platforms to SensoTube architecture.		Department of Natural Resources Management and Agricultural Engineering, Agricultural University of Athens, Iera Odoos 75, Athens 11855, Greece. piromali@teipir.gr.; Department of Automation Engineering, Piraeus University of Applied Sciences (TEI of Piraeus), P. Ralli and Thivon 250, Egaleo 12244, Greece. piromali@teipir.gr.; Department of Natural Resources Management and Agricultural Engineering, Agricultural University of Athens, Iera Odoos 75, Athens 11855, Greece. karvan@aua.gr.	Arvanitis, Konstantinos/L-3539-2016	Arvanitis, Konstantinos/0000-0002-5778-6644	Agriculture. Computer Communication Networks / *instrumentation. Equipment Design / *instrumentation. Humans. Telemetry / *instrumentation. Wireless Technology / *instrumentation	Index Medicus	ARM; Arduino; actuators; agriculture; energy management; expandable platforms; networks; open-source; sensors; wireless						Agriculture; Computer Science; Medical Laboratory Technology; Telecommunications (provided by Clarivate Analytics)	1424-8220	101204366	Switzerland		NLM	MEDLINE			 / 01 Feb 2018 / 01 Feb 2018		04 Aug 2016		10.3390/s16081227	MEDLINE:27527180	DOAJ Gold, Green Published			2020-04-16
J	26763294	Journal Article	Open-Source Wax RepRap 3-D Printer for Rapid Prototyping Paper-Based Microfluidics.		Pearce, J M; Anzalone, N C; Heldt, C L		Journal of laboratory automation	21	4	510-6	2016	2016 Aug (Epub 2016 Jan 13)	English	2	59	© 2016 Society for Laboratory Automation and Screening.The open-source release of self-replicating rapid prototypers (RepRaps) has created a rich opportunity for low-cost distributed digital fabrication of complex 3-D objects such as scientific equipment. For example, 3-D printable reactionware devices offer the opportunity to combine open hardware microfluidic handling with lab-on-a-chip reactionware to radically reduce costs and increase the number and complexity of microfluidic applications. To further drive down the cost while improving the performance of lab-on-a-chip paper-based microfluidic prototyping, this study reports on the development of a RepRap upgrade capable of converting a Prusa Mendel RepRap into a wax 3-D printer for paper-based microfluidic applications. An open-source hardware approach is used to demonstrate a 3-D printable upgrade for the 3-D printer, which combines a heated syringe pump with the RepRap/Arduino 3-D control. The bill of materials, designs, basic assembly, and use instructions are provided, along with a completely free and open-source software tool chain. The open-source hardware device described here accelerates the potential of the nascent field of electrochemical detection combined with paper-based microfluidics by dropping the marginal cost of prototyping to nearly zero while accelerating the turnover between paper-based microfluidic designs.		Department of Materials Science and Engineering, Michigan Technological University, Houghton, MI, USA Department of Electrical and Computer Engineering, Michigan Technological University, Houghton, MI, USA pearce@mtu.edu.; Department of Mechanical Engineering and Engineering Mechanics, Michigan Technological University, Houghton, MI, USA.; Department of Chemical Engineering, Michigan Technological University, Houghton, MI, USA.	Pearce, Joshua M/D-2052-2010; Pearce, J.M/C-9240-2013	Pearce, J.M/0000-0001-9802-3056	Microfluidics / *instrumentation; *methods. *Paper. *Printing, Three-Dimensional. Software	Index Medicus	3-D printing; electrochemical detection; lab-on-a-chip; paper-based microfluidics; wax						Physics; Computer Science (provided by Clarivate Analytics)	2211-0690	101558509	United States			MEDLINE			 / 03 Jul 2017 / 03 Jul 2017		13 Jan 2016		10.1177/2211068215624408	MEDLINE:26763294	Other Gold			2020-04-16
J	26763293	Journal Article	Open-Source 3-D Platform for Low-Cost Scientific Instrument Ecosystem.		Zhang, C; Wijnen, B; Pearce, J M		Journal of laboratory automation	21	4	517-25	2016	2016 Aug (Epub 2016 Jan 13)	English	1	11	© 2016 Society for Laboratory Automation and Screening.The combination of open-source software and hardware provides technically feasible methods to create low-cost, highly customized scientific research equipment. Open-source 3-D printers have proven useful for fabricating scientific tools. Here the capabilities of an open-source 3-D printer are expanded to become a highly flexible scientific platform. An automated low-cost 3-D motion control platform is presented that has the capacity to perform scientific applications, including (1) 3-D printing of scientific hardware; (2) laboratory auto-stirring, measuring, and probing; (3) automated fluid handling; and (4) shaking and mixing. The open-source 3-D platform not only facilities routine research while radically reducing the cost, but also inspires the creation of a diverse array of custom instruments that can be shared and replicated digitally throughout the world to drive down the cost of research and education further.		Department of Materials Science and Engineering, Michigan Technological University, Houghton, MI, USA.; Department of Materials Science and Engineering, Michigan Technological University, Houghton, MI, USA Department of Electrical and Computer Engineering, Michigan Technological University, Houghton, MI, USA pearce@mtu.edu.	Pearce, Joshua M/D-2052-2010; Pearce, J.M/C-9240-2013	Pearce, J.M/0000-0001-9802-3056; Zhang, Chenlong/0000-0001-8112-3691	Biomedical Research / economics; *instrumentation. Costs and Cost Analysis. Equipment Design. Printing, Three-Dimensional / *economics. Software / economics	Index Medicus	3-D platform; 3-D printing; fluid handling; laboratory equipment; open-source hardware						Business & Economics; Computer Science (provided by Clarivate Analytics)	2211-0690	101558509	United States			MEDLINE			 / 03 Jul 2017 / 03 Jul 2017		13 Jan 2016		10.1177/2211068215624406	MEDLINE:26763293	Bronze			2020-04-16
J	28048257	Journal Article	TH-C-BRB-01: Open Source Hardware: General Overview.		Therriault-Proulx, F		Medical physics	43	6	3872-3873	2016	2016 Jun	English	0	0	© 2016 American Association of Physicists in Medicine.By definition, Open Source Hardware (OSH) is "hardware whose design is made publicly available so that anyone can study, modify, distribute, make, and sell the design or hardware based on that design". The advantages of OSH are multiple and the movement has been growing exponentially over the last couple years, leading to the spread and evolution of 3D printing technologies, the creation of affordable and easy to use micro-controller boards (Arduino, Raspberry Pi, etc.), as well as a plurality of other "hands-on"/DIY projects. As we have seen over the past few years with 3D printing, where the number of projects benefiting clinical practice as grown significantly, the highly educated and technology savvy Medical Physics community is positioned to take advantage of and benefit from paradigm-shifting movements. Sharing of knowledge, know-how, and technology can be a key factor in furthering the impact medical physicists can have. Whether it is to develop phantoms, applicators, detector holders or devices based on the use of motors and sensors, sharing design files significantly enables further development. Because these designs would be massively peer-reviewed through their online publication, improvements would be made, and the creators of the design would be rewarded with an increase number of citation of their work. A curated database of software and hardware projects can be an invaluable to the field, but a critical mass of contributors is likely needed to guarantee the most impact. This symposium will discuss the benefits and hurdles for such an endeavor.LEARNING OBJECTIVES: 1. Learn how an open source hardware architecture functions including intellectual property rights; 2. Learn how open source hardware projects can impact the medical physics field and be introduced to successful applied examples; 3. Learn about projects currently being undertaken by researchers in the field that promise to provide a platform for collaborative sharing of open source hardware in medical physics.							3D printing; Computer hardware; Computer software; Databases; Learning; Medical physicists; Medical physics; Reactor criticality; Researchers							2473-4209	0425746	United States			In-Process			03 Jan 2017 / 14 Feb 2017				10.1118/1.4958140	MEDLINE:28048257				2020-04-16
J	28047153	Journal Article	TH-C-BRB-00: Open Source Hardware in Medical Physics and Its Potential to Accelerate Innovation.		Therriault-Proulx, Francois		Medical physics	43	6	3872-3873	2016	2016 Jun	English	0	0	© 2016 American Association of Physicists in Medicine.By definition, Open Source Hardware (OSH) is "hardware whose design is made publicly available so that anyone can study, modify, distribute, make, and sell the design or hardware based on that design". The advantages of OSH are multiple and the movement has been growing exponentially over the last couple years, leading to the spread and evolution of 3D printing technologies, the creation of affordable and easy to use micro-controller boards (Arduino, Raspberry Pi, etc.), as well as a plurality of other "hands-on"/DIY projects. As we have seen over the past few years with 3D printing, where the number of projects benefiting clinical practice as grown significantly, the highly educated and technology savvy Medical Physics community is positioned to take advantage of and benefit from paradigm-shifting movements. Sharing of knowledge, know-how, and technology can be a key factor in furthering the impact medical physicists can have. Whether it is to develop phantoms, applicators, detector holders or devices based on the use of motors and sensors, sharing design files significantly enables further development. Because these designs would be massively peer-reviewed through their online publication, improvements would be made, and the creators of the design would be rewarded with an increase number of citation of their work. A curated database of software and hardware projects can be an invaluable to the field, but a critical mass of contributors is likely needed to guarantee the most impact. This symposium will discuss the benefits and hurdles for such an endeavor.LEARNING OBJECTIVES: 1. Learn how an open source hardware architecture functions including intellectual property rights; 2. Learn how open source hardware projects can impact the medical physics field and be introduced to successful applied examples; 3. Learn about projects currently being undertaken by researchers in the field that promise to provide a platform for collaborative sharing of open source hardware in medical physics.							3D printing; Computer hardware; Computer software; Databases; Learning; Medical physicists; Medical physics; Reactor criticality; Researchers							2473-4209	0425746	United States			In-Process			03 Jan 2017 / 14 Feb 2017				10.1118/1.4958139	MEDLINE:28047153				2020-04-16
J	27250474	Journal Article	Open ISEmeter: An open hardware high-impedance interface for potentiometric detection.		Salvador, C; Mesa, M S; Duran, E; Alvarez, J L; Carbajo, J; Mozo, J D		The Review of scientific instruments	87	5	055111	2016	2016 May	English	1	13	In this work, a new open hardware interface based on Arduino to read electromotive force (emf) from potentiometric detectors is presented. The interface has been fully designed with the open code philosophy and all documentation will be accessible on web. The paper describes a comprehensive project including the electronic design, the firmware loaded on Arduino, and the Java-coded graphical user interface to load data in a computer (PC or Mac) for processing. The prototype was tested by measuring the calibration curve of a detector. As detection element, an active poly(vinyl chloride)-based membrane was used, doped with cetyltrimethylammonium dodecylsulphate (CTA(+)-DS(-)). The experimental measures of emf indicate Nernstian behaviour with the CTA(+) content of test solutions, as it was described in the literature, proving the validity of the developed prototype. A comparative analysis of performance was made by using the same chemical detector but changing the measurement instrumentation.		Applied Electrochemistry Laboratory, Faculty of Experimental Sciences, University of Huelva, Av. 3 de Marzo s/n., 21007 Huelva, Spain.; Department of Electronics Engineering, Computers and Automatic, ETSI, University of Huelva, Campus de La Rabida, 21810 Huelva, Spain.; Department of Information Technologies, ETSI, University of Huelva, Campus de La Rabida, 21810 Huelva, Spain.	Aranda, Eladio Duran/F-1653-2016; Mozo, J. D./F-8504-2016	Aranda, Eladio Duran/0000-0001-9230-165X; Mozo, J. D./0000-0001-6605-2223		Index Medicus								1089-7623	0405571	United States			In-Data-Review			 / 02 Jun 2016				10.1063/1.4952419	MEDLINE:27250474				2020-04-16
J	27127816	Letter	Open hardware: Self-built labware stimulates creativity.		Urban, Pawel		Nature	532	7599	313	2016	2016 Apr 21	English	0	5				Urban, Pawel L/F-8483-2010	Urban, Pawel L/0000-0003-3471-045X	*Access to Information. Chemistry / economics; *instrumentation. *Creativity. Electronics / economics; instrumentation. *Equipment Design / economics. Internet. *Laboratories / economics. Printing, Three-Dimensional / economics; instrumentation. *Research Personnel	Index Medicus							Sociology; Chemistry; Engineering; Computer Science (provided by Clarivate Analytics)	1476-4687	0410462	England			MEDLINE			 / 10 May 2016 / 18 Jun 2019				10.1038/532313d	MEDLINE:27127816	Bronze			2020-04-16
J	27110034	Journal Article	Architecture and Implementation of OpenPET Firmware and Embedded Software.		Abu-Nimeh, Faisal T; Ito, Jennifer; Moses, William W; Peng, Qiyu; Choong, Woon-Seng		IEEE transactions on nuclear science	63	2	620-629	2016	2016 Apr (Epub 2016 Jan 11)	English	1	6	OpenPET is an open source, modular, extendible, and high-performance platform suitable for multi-channel data acquisition and analysis. Due to the flexibility of the hardware, firmware, and software architectures, the platform is capable of interfacing with a wide variety of detector modules not only in medical imaging but also in homeland security applications. Analog signals from radiation detectors share similar characteristics - a pulse whose area is proportional to the deposited energy and whose leading edge is used to extract a timing signal. As a result, a generic design method of the platform is adopted for the hardware, firmware, and software architectures and implementations. The analog front-end is hosted on a module called a Detector Board, where each board can filter, combine, timestamp, and process multiple channels independently. The processed data is formatted and sent through a backplane bus to a module called Support Board, where 1 Support Board can host up to eight Detector Board modules. The data in the Support Board, coming from 8 Detector Board modules, can be aggregated or correlated (if needed) depending on the algorithm implemented or runtime mode selected. It is then sent out to a computer workstation for further processing. The number of channels (detector modules), to be processed, mandates the overall OpenPET System Configuration, which is designed to handle up to 1,024 channels using 16-channel Detector Boards in the Standard System Configuration and 16,384 channels using 32-channel Detector Boards in the Large System Configuration.		Lawrence Berkeley National Laboratory, Berkeley, CA 94720 USA.		Abu-Nimeh, Faisal/0000-0001-9009-9953			Electronics; Instrumentation; Nuclear imaging; Open source hardware; Open source software							0018-9499	9879488	United States	R01 EB006085 / NIBIB NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Biomedical Imaging & Bioengineering (NIBIB). R01 EB016104 / NIBIB NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Biomedical Imaging & Bioengineering (NIBIB)		PubMed-not-MEDLINE			 / 11 Jan 2019		11 Jan 2016			MEDLINE:27110034	Green Accepted			2020-04-16
J	27462532	Journal Article	Arthroscopic Removal of Symptomatic Proximal Humerus Locking Plates With Bone-Void Filler Augmentation.		Voleti, Pramod B; Camp, Christopher L; Sinatro, Alec L; Dines, Joshua S		Arthroscopy techniques	5	2	e343-6	2016	2016 Apr	English	0	0	Open reduction internal fixation of proximal humerus fractures is often accomplished with proximal humerus locking plates. While these plates have a good track record, they can become symptomatic and require removal once the fracture has healed. Open hardware removal is associated with a number of additional risks to the patient, including infection, scarring, nerve damage, and blood loss. In addition, the recovery time after open hardware removal may be prolonged, thereby predisposing the patient to postoperative stiffness. The purpose of this article is to describe a technique for removing proximal humerus locking plates arthroscopically. Although technically demanding, the benefits of this technique include smaller incisions, quicker recovery time, decreased risk of infection, and reduced blood loss. Arthroscopy also provides the surgeon with the ability to address concomitant intra-articular pathology at the time of surgery. Additionally, we use a bone-void filler to reduce the risk of fracture through stress caused by previous screw holes.		Department of Orthopaedic Surgery, Hospital for Special Surgery, New York, New York, U.S.A.												2212-6287	101597442	Netherlands		NLM	PubMed-not-MEDLINE			 / 27 Jul 2016 / 20 Feb 2017		11 Apr 2016		10.1016/j.eats.2016.01.009	MEDLINE:27462532	Green Published, Other Gold			2020-04-16
J	26999132	Journal Article; Research Support, Non-U.S. Gov't	Estimating the Underwater Diffuse Attenuation Coefficient with a Low-Cost Instrument: The KdUINO DIY Buoy.		Bardaji, Raul; Sanchez, Albert-Miquel; Simon, Carine; Wernand, Marcel R; Piera, Jaume		Sensors (Basel, Switzerland)	16	3		2016	2016 Mar 15	English	0	21	A critical parameter to assess the environmental status of water bodies is the transparency of the water, as it is strongly affected by different water quality related components (such as the presence of phytoplankton, organic matter and sediment concentrations). One parameter to assess the water transparency is the diffuse attenuation coefficient. However, the number of subsurface irradiance measurements obtained with conventional instrumentation is relatively low, due to instrument costs and the logistic requirements to provide regular and autonomous observations. In recent years, the citizen science concept has increased the number of environmental observations, both in time and space. The recent technological advances in embedded systems and sensors also enable volunteers (citizens) to create their own devices (known as Do-It-Yourself or DIY technologies). In this paper, a DIY instrument to measure irradiance at different depths and automatically calculate the diffuse attenuation Kd coefficient is presented. The instrument, named KdUINO, is based on an encapsulated low-cost photonic sensor and Arduino (an open-hardware platform for the data acquisition). The whole instrument has been successfully operated and the data validated comparing the KdUINO measurements with the commercial instruments. Workshops have been organized with high school students to validate its feasibility.		Department of Physical and Technological Oceanography, Marine Sciences Institute (ICM-CSIC), 37-49 Passeig Maritim de la Barceloneta, Barcelona E-08003, Spain. bardaji@icm.csic.es.; Department of Physical and Technological Oceanography, Marine Sciences Institute (ICM-CSIC), 37-49 Passeig Maritim de la Barceloneta, Barcelona E-08003, Spain. amsanchez@icm.csic.es.; Department of Physical and Technological Oceanography, Marine Sciences Institute (ICM-CSIC), 37-49 Passeig Maritim de la Barceloneta, Barcelona E-08003, Spain. carine.simon@csic.es.; Department of Physical Oceanography, Royal Netherlands Institute for Sea Research (NIOZ), PO Box 59. 1790AB Den Burg, Texel, The Netherlands. marcel.wernand@nioz.nl.; Department of Physical and Technological Oceanography, Marine Sciences Institute (ICM-CSIC), 37-49 Passeig Maritim de la Barceloneta, Barcelona E-08003, Spain. jpiera@icm.csci.es.	Simon, Carine/L-1219-2014; Piera, Jaume/I-1152-2015	Simon, Carine/0000-0001-9951-5132; Bardaji, Raul/0000-0002-0803-3427; Piera, Jaume/0000-0001-5818-9836			Arduino; KdUINO; buoy; citizen science; diffuse attenuation coefficient; do-it-yourself; light; low-cost sensor; oceanography							1424-8220	101204366	Switzerland		NLM	PubMed-not-MEDLINE			 / 22 Jul 2016 / 20 Feb 2017		15 Mar 2016		10.3390/s16030373	MEDLINE:26999132	DOAJ Gold, Green Published			2020-04-16
J	26961632	News	'Open-hardware' pioneers push for low-cost lab kit.		Gibney, Elizabeth		Nature	531	7593	147-8	2016	2016 Mar 10	English	0	2						Congresses as Topic. Costs and Cost Analysis. Equipment and Supplies / *economics; *supply & distribution. Equipment Design / trends. *Information Dissemination. Laboratories / *economics. Manufactured Materials / *economics; *supply & distribution; utilization. Quality Control. *Research Personnel / education	Index Medicus							Business & Economics; Psychology; Behavioral Sciences (provided by Clarivate Analytics)	1476-4687	0410462	England			MEDLINE			 / 05 Apr 2016 / 10 Mar 2016				10.1038/531147a	MEDLINE:26961632	Bronze			2020-04-16
J	26931888	Journal Article	A one-piece 3D printed flexure translation stage for open-source microscopy.		Sharkey, James P; Foo, Darryl C W; Kabla, Alexandre; Baumberg, Jeremy J; Bowman, Richard W		The Review of scientific instruments	87	2	025104	2016	2016 Feb	English	5	27	Open source hardware has the potential to revolutionise the way we build scientific instruments; with the advent of readily available 3D printers, mechanical designs can now be shared, improved, and replicated faster and more easily than ever before. However, printed parts are typically plastic and often perform poorly compared to traditionally machined mechanisms. We have overcome many of the limitations of 3D printed mechanisms by exploiting the compliance of the plastic to produce a monolithic 3D printed flexure translation stage, capable of sub-micron-scale motion over a range of 8 * 8 * 4 mm. This requires minimal post-print clean-up and can be automated with readily available stepper motors. The resulting plastic composite structure is very stiff and exhibits remarkably low drift, moving less than 20mum over the course of a week, without temperature stabilisation. This enables us to construct a miniature microscope with excellent mechanical stability, perfect for time-lapse measurements in situ in an incubator or fume hood. The ease of manufacture lends itself to use in containment facilities where disposability is advantageous and to experiments requiring many microscopes in parallel. High performance mechanisms based on printed flexures need not be limited to microscopy, and we anticipate their use in other devices both within the laboratory and beyond.		Nanophotonics Centre, Department of Physics, Cavendish Laboratory, University of Cambridge, Cambridge CB3 0HE, United Kingdom.; Department of Engineering, University of Cambridge, Cambridge CB2 1PZ, United Kingdom.	Kabla, Alexandre/AAF-3993-2019; Baumberg, Jeremy J/C-1409-2009	Kabla, Alexandre/0000-0002-0280-3531; Baumberg, Jeremy J/0000-0002-9606-9488; Bowman, Richard/0000-0002-1531-8199; Foo, Darryl/0000-0001-7565-1383										1089-7623	0405571	United States			PubMed-not-MEDLINE			 / 06 Jul 2016 / 02 Mar 2016				10.1063/1.4941068	MEDLINE:26931888	Other Gold, Green Published			2020-04-16
J	27560139	Journal Article	Frugal Droplet Microfluidics Using Consumer Opto-Electronics.		Frot, Caroline; Taccoen, Nicolas; Baroud, Charles N		PloS one	11	8	e0161490	2016	2016 	English	1	16	The maker movement has shown how off-the-shelf devices can be combined to perform operations that, until recently, required expensive specialized equipment. Applying this philosophy to microfluidic devices can play a fundamental role in disseminating these technologies outside specialist labs and into industrial use. Here we show how nanoliter droplets can be manipulated using a commercial DVD writer, interfaced with an Arduino electronic controller. We couple the optical setup with a droplet generation and manipulation device based on the "confinement gradients" approach. This device uses regions of different depths to generate and transport the droplets, which further simplifies the operation and reduces the need for precise flow control. The use of robust consumer electronics, combined with open source hardware, leads to a great reduction in the price of the device, as well as its footprint, without reducing its performance compared with the laboratory setup.		LadHyX and Department of Mechanics, Ecole Polytechnique, CNRS, Palaiseau, France.		Baroud, Charles/0000-0001-5414-2010	Calibration. *Electronics. Equipment Design. *Lab-On-A-Chip Devices. Lasers. Microfluidic Analytical Techniques / *instrumentation. Microfluidics / *instrumentation. Surface Properties. Temperature. User-Computer Interface. Water	Index Medicus				059QF0KO0R / Water			Engineering; Medical Laboratory Technology; Optics; Physics; Chemistry; Computer Science (provided by Clarivate Analytics)	1932-6203	101285081	United States			MEDLINE			 / 07 Aug 2017 / 12 Feb 2019		25 Aug 2016		10.1371/journal.pone.0161490	MEDLINE:27560139	DOAJ Gold, Green Published			2020-04-16
J	27805047	Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.	An open-hardware platform for optogenetics and photobiology.		Gerhardt, Karl P; Olson, Evan J; Castillo-Hair, Sebastian M; Hartsough, Lucas A; Landry, Brian P; Ekness, Felix; Yokoo, Rayka; Gomez, Eric J; Ramakrishnan, Prabha; Suh, Junghae; Savage, David F; Tabor, Jeffrey J		Scientific reports	6		35363	2016	2016 11 02	English	0	30	In optogenetics, researchers use light and genetically encoded photoreceptors to control biological processes with unmatched precision. However, outside of neuroscience, the impact of optogenetics has been limited by a lack of user-friendly, flexible, accessible hardware. Here, we engineer the Light Plate Apparatus (LPA), a device that can deliver two independent 310 to 1550nm light signals to each well of a 24-well plate with intensity control over three orders of magnitude and millisecond resolution. Signals are programmed using an intuitive web tool named Iris. All components can be purchased for under $400 and the device can be assembled and calibrated by a non-expert in one day. We use the LPA to precisely control gene expression from blue, green, and red light responsive optogenetic tools in bacteria, yeast, and mammalian cells and simplify the entrainment of cyanobacterial circadian rhythm. The LPA dramatically reduces the entry barrier to optogenetics and photobiology experiments.		Department of Bioengineering, Rice University, Houston, Texas, USA.; Graduate Program in Applied Physics, Rice University, Houston, Texas, USA.; Ph.D. Program in Systems, Synthetic, and Physical Biology, Rice University, Houston, Texas, USA.; Department of Molecular &Cell Biology, University of California, Berkeley, California, USA.; Department of Biosciences, Rice University, Houston, Texas, USA.; Department of Chemistry, University of California, California, USA.		Hartsough, Lucas/0000-0002-6012-1467	Calibration. Circadian Rhythm. Equipment Design. Gene Expression. Green Fluorescent Proteins / chemistry. HeLa Cells. Humans. Light. Models, Theoretical. Optogenetics / *instrumentation. Photobiology / *instrumentation. Saccharomyces cerevisiae. Synechococcus. Tissue Engineering. Two-Hybrid System Techniques	Index Medicus				147336-22-9 / Green Fluorescent Proteins			Physiology; Genetics & Heredity; Biochemistry & Molecular Biology; Cell Biology; Life Sciences & Biomedicine - Other Topics; Mycology; Microbiology (provided by Clarivate Analytics)	2045-2322	101563288	England	R21 AI115014 / NIAID NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Allergy & Infectious Diseases (NIAID)		MEDLINE			 / 18 Apr 2018 / 18 Apr 2018		02 Nov 2016		10.1038/srep35363	MEDLINE:27805047	DOAJ Gold, Green Published			2020-04-16
