"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XKVQZ5M3","conferencePaper","2015","Koren, Y.; Shpitalni, M.; Gu, P.; Hu, S. J.","Product Design for Mass-Individualization","CIRP 25TH DESIGN CONFERENCE INNOVATIVE PRODUCT CREATION","","","10.1016/j.procir.2015.03.050","","This paper suggests that Mass-Individualization, which is based on a consumer product that consists of an open hardware platform and multiple modules that are interfaced with the platform, will constitute the next paradigm in product design. Customers will be able to adapt the open platform to their needs by integrating modules of their choice into the platform, thereby constructing individual products that fit their exact needs. Large manufacturers will produce the platforms, and small companies will invent and produce modules that could be interfaced with the open-platform products. Smartphones is an example of an open-platform product, and the Apps that are designed to run on smartphones are examples for modules. Each customer downloads certain Apps that fit his/her needs, thereby creating an individual smartphone. The Apps, however, are software modules. The modules that are considered in this paper are hardware modules. Open-platform products will create a new paradigm in product design and utilization that we call the Mass-Individualization paradigm. The Mass-Individualization paradigm will boost the economy by (1) creating many new jobs in module production companies and (2) increasing the level of sales of consumer products. (C) 2015 The Authors. Published by Elsevier B.V.","2015","2020-02-03 22:13:53","2020-02-03 22:13:53","","64-71","","","36","","","","Procedia CIRP","","","","ELSEVIER SCIENCE BV","SARA BURGERHARTSTRAAT 25, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","English","","","","","","","","","","","Mass-individualization; Open-Architecture; Product Design","","Shpitalni, M and Fischer, A and Molcho, G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LN2I2WLX","conferencePaper","2015","Elmenreich, Wilfried; Heiden, Bernhard; Reiner, Gerald; Zhevzhyk, Sergii","A low-cost robot for multi-robot experiments","2015 12TH INTERNATIONAL WORKSHOP ON IN℡LIGENT SOLUTIONS IN EMBEDDED SYSTEMS (WISES)","978-1-4799-8189-2","","","","This paper presents a design for a low-cost research robot based on the chassis of a Hexbug Spider, a remote controlled toy robot. Our modification replaces the robot head with a 3d printed adapter part which provides space for sensors, a larger battery, and a microcontroller board. In a second part of the paper we address the manufacturing process of such a robot. The presented robot costs far less than 100 Euro and is suitable for swarm robotic experiments. The hexapod locomotion makes the robot attractive for applications where a two wheel differential drive cannot be used. Our modification is published as open hardware and open source to allow further customizations.","2015","2020-02-03 22:13:53","2020-02-03 22:13:53","","127-132","","","","","","","","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","robotics; hardware; manufacturing; self-organization; swarm robotics","","Conti, M and Orcioni, S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47KI4W68","journalArticle","2015","Reguera, P.; Garcia, D.; Dominguez, M.; Prada, M. A.; Alonso, S.","A LOW-COST OPEN SOURCE HARDWARE IN CONTROL EDUCATION. CASE STUDY:ARDUINO-FEEDBACK MS-150","IFAC PAPERSONLINE","","2405-8963","10.1016/j.ifacol.2015.11.223","","In this paper, we present a low-cost approach to upgrade an old Feedback system in order to widen the number and type of possible experiments in control education. This approach combines several different software technologies: C language for microcontroller programming, Matlab to chart data, Simulink to control the system, AJAX and XML for the client-side application, web services in the server-side application and serial I-2-C bus interface to read/write data from/to Feedback system. The ideas here explained could be applicable to any other physical system. (C) 2015, IFAC (International Federation of Automatic Control) Hosting by Elsevier Ltd. All rights reserved.","2015","2020-02-03 22:13:53","2020-02-03 22:13:53","","117-122","","29","48","","","","","","","","","","English","","","","","","","","","","","Arduino; Raspberry Pi; Control Education; Interconnection Technology; Laboratory Education; Remote Control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DAW2UTA6","conferencePaper","2015","Gao, Jing Xin; Liu, Hao; Ma, Hao","Intelligent Household Voice Control System based on Arduino","MANUFACTURING, DESIGN SCIENCE AND INFORMATION ENGINEERING, VOLS I AND II","978-1-60595-300-7","","","","Intelligent household is also known as intelligent residential, is a blend of the electronic information system of living environment, specifically for the residential platform which combines with computer intelligent control technology, the Internet of things technology, communication technology and automation technology. Based on the open source hardware platform Arduino as the core processor, and combined with other peripheral modules, designs and realizes a simple smart home system. The system is mainly composed of the core processor module, voice recognition module, voice synthesis module, temperature and humidity module, the light detection module, the ultraviolet light module, the gas detection module. It can be in accordance with the relevant voice commands to collect environmental information. And it can be able to broadcast the information and display it in the LCD module.","2015","2020-02-03 22:13:54","2020-02-03 22:13:54","","207-214","","","","","","","","","","","DESTECH PUBLICATIONS, INC","439 DUKE STREET, LANCASTER, PA 17602-4967 USA","English","","","","","","","","","","","","","Sung, WP and Chen, R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JMXEUYDN","conferencePaper","2015","Kimsey, Thomas; Jeffords, Jason; Moghaddam, Yassi; Rucinski, Andrzej","An IoT Based Service System as a Research and Educational Platform","NEW TRENDS IN IN℡LIGENT INFORMATION AND DATABASE SYSTEMS","978-3-319-16211-9 978-3-319-16210-2","","10.1007/978-3-319-16211-9_26","","The Internet of Things (IoT) is a rapidly expanding space for researchers, students, and professionals. Development of IoT applications is hindered by the lack of available design tools, methodologies, and interoperability. The creation of a standards-based, open source hardware and software platform paired with full documentation and educational materials greatly aids in the accelerated development of IoT applications and provides a fertile ground for Science Technology Engineering and Math (STEM) educational opportunities.","2015","2020-02-03 22:13:54","2020-02-03 22:13:54","","249-257","","","598","","","","Studies in Computational Intelligence","","","","SPRINGER-VERLAG BERLIN","HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY","English","","","","","","","","","","","IoT; Internet Architecture; M2M; MQTT; Service Science","","Barbucha, D and Nguyen, NT and Batubara, J","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"332HWF63","conferencePaper","2015","Vidal, Yolanda; Rodellar, Jose; Acho, Leonardo; Tutiven, Christian","Active Fault Tolerant Control for Pitch Actuators Failures Tested in a Hardware-in-the-Loop Simulation for Wind Turbine Controllers","2015 23RD MEDITERRANEAN CONFERENCE ON CONTROL AND AUTOMATION (MED)","978-1-4799-9936-1","","","","The number and complexity of control systems in wind turbines (WT) is expanding rapidly, and their design can be the difference between an immensely profitable system or a damaged system. Designing a robust control system requires to test the control algorithms in the actual controller hardware. However, WT are large and expensive, thus we would like to perform this test virtually, without using prototypes of the WT. This work develops a fault diagnosis (FD) and fault tolerant control (FTC) of pitch actuators in wind turbines. This is accomplished by combining a disturbance compensator with a controller, both of which are formulated in the discrete-time domain. The disturbance compensator has a dual purpose: to reconstruct the actuator fault (which is used by the FD technique) and to design the discrete-time controller to obtain a FTC. That is, the actuator faults are reconstructed and then the control inputs are modified to achieve a FTC with a comparable behavior to the fault-free case. The performance of the FD and FTC schemes is tested in a Hardware-in-the-Loop (HiL) testbed for WT controllers. The used controller hardware is an open hardware Arduino board which is connected to the virtual WT via USB. The onshore 5MW turbine is simulated on the open-source National Renewable Energy Laboratory WT simulator FAST (Fatigue, Aerodynamics, Structures, and Turbulence). The proposed HiL is used to characterize the behavior of the WT in the full load region in normal operation as well as under fault operation.","2015","2020-02-03 22:13:54","2020-02-03 22:13:54","","190-196","","","","","","","Mediterranean Conference on Control and Automation","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","discrete-time; disturbance compensator; FAST; fault diagnosis; fault-tolerant-control; Hardware-in-the-Loop","","Martinez, JL and Munoz, V and Quevedo, J and Morales, J","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F8VX43FV","conferencePaper","2015","Baerring, Olof; Guerri, Marco; Bonfillou, Eric; Valsan, Liviu; Grigore, Alexandru; Dore, Vincent; Gentit, Alain; Clement, Benoit; Grossir, Anthony","Experience of public procurement of Open Compute servers","21ST INTERNATIONAL CONFERENCE ON COMPUTING IN HIGH ENERGY AND NUCLEAR PHYSICS (CHEP2015), PARTS 1-9","","","10.1088/1742-6596/664/5/052004","","The Open Compute Project, OCP (http://www.opencompute.org/), was launched by Facebook in 2011 with the objective of building efficient computing infrastructures at the lowest possible cost. The technologies are released as open hardware, with the goal to develop servers and data centres following the model traditionally associated with open source software projects. In 2013 CERN acquired a few OCP servers in order to compare performance and power consumption with standard hardware. The conclusions were that there are sufficient savings to motivate an attempt to procure a large scale installation. One objective is to evaluate if the OCP market is sufficiently mature and broad enough to meet the constraints of a public procurement. This paper summarizes this procurement, which started in September 2014 and involved the Request for information (RFI) to qualify bidders and Request for Tender (RFT).","2015","2020-02-03 22:13:55","2020-02-03 22:13:55","","","","","664","","","","Journal of Physics Conference Series","","","","IOP PUBLISHING LTD","DIRAC HOUSE, TEMPLE BACK, BRISTOL BS1 6BE, ENGLAND","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AFT8R3CA","conferencePaper","2015","Ghedi, Andrea; Donarini, Erica; Lamera, Roberta; Sgroi, Giovanni; Turati, Luca; Ercole, Cesare","3D vs 2D laparoscopic systems: development of a performance quantitative validation model","2015 37TH ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY (EMBC)","978-1-4244-9270-1","","","","BACKGROUND: The new technology ensures 3D laparoscopic vision by adding depth to the traditional two dimensions. This realistic vision gives the surgeon the feeling of operating in real space. Hospital of Treviglio-Caravaggio isn't an university or scientific institution; in 2014 a new 3D laparoscopic technology was acquired therefore it led to evaluation of the of the appropriateness in term of patient outcome and safety. The project aims at achieving the development of a quantitative validation model that would ensure low cost and a reliable measure of the performance of 3D technology versus 2D mode. In addition, it aims at demonstrating how new technologies, such as open source hardware and software and 3D printing, could help research with no significant cost increase. For these reasons, in order to define criteria of appropriateness in the use of 3D technologies, it was decided to perform a study to technically validate the use of the best technology in terms of effectiveness, efficiency and safety in the use of a system between laparoscopic vision in 3D and the traditional 2D. METHODS: 30 surgeons were enrolled in order to perform an exercise through the use of laparoscopic forceps inside a trainer. The exercise consisted of having surgeons with different level of seniority, grouped by type of specialization (eg. surgery, urology, gynecology), exercising videolaparoscopy with two technologies (2D and 3D) through the use of a anthropometric phantom. The target assigned to the surgeon was that to pass “needle and thread” without touching the metal part in the shortest time possible. The rings selected for the exercise had each a coefficient of difficulty determined by depth, diameter, angle from the positioning and from the point of view. RESULTS: The analysis of the data collected from the above exercise has mathematically confirmed that the 3D technique ensures a learning curve lower in novice and greater accuracy in the performance of the task with respect to 2D.","2015","2020-02-03 22:13:55","2020-02-03 22:13:55","","6884-6887","","","","","","","IEEE Engineering in Medicine and Biology Society Conference Proceedings","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AILUI7KU","conferencePaper","2015","Aragon, Santiago; Kuhlmann, Federico; Villa, Tania","SDR-based network impersonation attack in GSM-compatible networks","2015 IEEE 81ST VEHICULAR TECHNOLOGY CONFERENCE (VTC SPRING)","978-1-4799-8088-8","","","","Despite the rapid change in cellular technologies, Mobile Network Operators (MNOs) keep a high percentage of their deployed infrastructure using Global System for Mobile communications (GSM) technologies. With about 3.5 billion subscribers, GSM remains as the de facto standard for cellular communications. However, the security criteria envisioned 30 years ago, when the standard was designed, are no longer sufficient to ensure the security and privacy of the users. Furthermore, even with the newest fourth generation (4G) cellular technologies starting to be deployed, these networks could never achieve strong security guarantees because the MNOs keep backwards-compatibility given the huge amount of GSM subscribers. In this paper, we present and describe the tools and necessary steps to perform an active attack against a GSM-compatible network, by exploiting the GSM protocol lack of mutual authentication between the subscribers and the network. The attack consists of a so-called man-in-the-middle attack implementation. By using Software Defined Radio (SDR), open-source libraries and open-source hardware, we setup a fake GSM base station to impersonate the network and therefore eavesdrop any communications that are being routed through it and extract information from their victims. Finally, we point out some implications of the protocol vulnerabilities and how these can not be mitigated in the short term since 4G deployments will take long time to entirely replace the current GSM infrastructure.","2015","2020-02-03 22:13:55","2020-02-03 22:13:55","","","","","","","","","IEEE Vehicular Technology Conference Proceedings","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","GSM; IMSI-catcher; Man-in-the-Middle attack; privacy; SDR; security","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4QK99VBT","conferencePaper","2015","DelCore, Amanda; Herrera, Alfredo","Sustainable Solar Headlamp: An Open Source Consumer Medical Device","2015 IEEE INTERNATIONAL CONFERENCE ON CONSUMER ELECTRONICS (ICCE)","978-1-4799-7543-3","","","","This paper describes the adoption of an open source hardware release process for a wearable headlamp as a way to improve prototyping and promote regionally-appropriate technology. The headlamp has been developed to satisfy a communicated need for hands-free, directional lighting that can he charged with renewable energy technology in remote areas that lack reliable electricity. The design of the headlamp emphasizes the importance of built-in resilience as way to achieve durability. Utilizing a highly-adaptable mechanical design accompanied with guiding design principles enables the headlamp to he implemented in an unlimited number of locations; during manufacture, the product will be embedded with locally-appropriate features that complement the materials and skills available in the region. Releasing the product with an open source hardware license fosters product adaptation for the design, manufacture, and use of the headlamp in various locations. Working prototypes have been developed, and kits are available under the IEEE open-source hardware license.","2015","2020-02-03 22:13:55","2020-02-03 22:13:55","","395-397","","","","","","","IEEE International Symposium on Consumer Electronics","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DJXZRZEH","journalArticle","2015","Puliafito, Antonio; Celesti, Antonio; Villari, Massimo; Fazio, Maria","Towards the Integration between IoT and Cloud Computing: An Approach for the Secure Self-Configuration of Embedded Devices","INTERNATIONAL JOURNAL OF DISTRIBUTED SENSOR NETWORKS","","1550-1477","10.1155/2015/286860","","The secure boot-up and setup of Internet of Things (IoT) devices connected over the Cloud represent a challenging open issue. This paper deals with the automatic configuration of IoT devices in a secure way through the Cloud, in order to provide new added-value services. After a discussion on the limits of current IoT and Cloud solutions in terms of secure self-configuration, we present a Cloud-based architecture that allows IoT devices to interact with several federated Cloud providers. In particular, we present two possible scenarios, that is, single Cloud and a federated Cloud environments, interacting with IoT devices and we address specific issues of both. Moreover, we present several design highlights on how to operate considering real open hardware and software products already available in the market.","2015","2020-02-03 22:13:56","2020-02-03 22:13:56","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68AEUBLB","journalArticle","2015","Diego Murillo-Soto, Luis","Automation of small-scale with Open Hardware","TECNOLOGIA EN MARCHA","","0379-3982","","","One possible solution to small-scale automation problems, is use the rapid prototyping platform called Arduino, this paper shows the current status of the device and its use in industrial control tasks. Additionally, the control logic of a system that contain two pumps alternators have been programmed; the coding is performed using the C language and the LabView language. Tests showed compliance controller functionality of both. Finally we discuss the advantages and disadvantages of using open hardware automation projects.","2015-03","2020-02-03 22:13:56","2020-02-03 22:13:56","","15-23","","1","28","","","","","","","","","","Spanish","","","","","","","","","","","Control education; Control technology; Industrial applications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIVXRKSA","conferencePaper","2015","Morales, J. M.; Diaz-Piedra, C.; Di Stasi, L. L.; Martinez-Canada, P.; Romero, S.","Low-cost Remote Monitoring of Biomedical Signals","ARTIFICIAL COMPUTATION IN BIOLOGY AND MEDICINE, PT I (IWINAC 2015)","978-3-319-18914-7 978-3-319-18913-0","","10.1007/978-3-319-18914-7_30","","The great usefulness of remote recording of biomedical signals in most aspects of daily life has generated an increasing interest in this field. Traditionally, monitoring devices from clinical enviroments are bulky, intrusive, and expensive. Thus, the development of wearable, mobile, and low-cost applications is desirable. Nevertheless, recent improvements in open-hardware allow developing low cost devices and portable designs for biosignal monitoring in out-of-lab applications, such as sports, leisure, e-Health, etc. This paper presents a low-cost wearable system able to simultaneously record electrical brain and heart activity (i.e. electroencephalography and electrocardiography). The system is able to send biomedical data to a platform for remote analyses. Both software and hardware are open-source. We assessed the system for its validity and reliability in a real road environment.","2015","2020-02-03 22:13:56","2020-02-03 22:13:56","","288-295","","","9107","","","","Lecture Notes in Computer Science","","","","SPRINGER INT PUBLISHING AG","GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND","English","","","","","","","","","","","Electrocardiogram; Brain waves; eHealth; Electroencephalogram; Wearable platform","","Vicente, JMF and AlvarezSanchez, JR and Lopez, FD and ToledoMoreo, FJ and Adeli, H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"342PWU85","conferencePaper","2015","Guminski, M.; Zabolotny, W.; Kasprowicz, G.; Pozniak, K.; Romaniuk, R.","Time and clock synchronization with AFCK for CBM","PHOTONICS APPLICATIONS IN ASTRONOMY, COMMUNICATIONS, INDUSTRY, AND HIGH-ENERGY PHYSICS EXPERIMENTS 2015","978-1-62841-880-4","","10.1117/12.2205798","","The AMC FMC Carrier Kintex (AFCK) board is a prototype of Data Processing Board (DPB) for CBM experiment. AFCK is open hardware and was designed to be a verstaile solution, applicable in multiple systems. In CBM experiment AFCK will serve as a data hub and communication interconnection. One of DPB's functions is synchronization of Front End Electronics (FEE). To provide this functionality, it is necessary to receive the reference clock and timing signals from the Timing and Flow Control system. The received clock after the jitter cleaning will be used as a reference clock for GBT-FPGA based 4.8 Gbps links used for communication with front end electronics. This article will briefly describe AFCK board funcion in CBM experiment. Afterwards it will focus on jitter cleaning technique based on White Rabbit solution that can be used on AFCK board.","2015","2020-02-03 22:13:57","2020-02-03 22:13:57","","","","","9662","","","","Proceedings of SPIE","","","","SPIE-INT SOC OPTICAL ENGINEERING","1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA","English","","","","","","","","","","","AFCK; CBM; DBP; synchronization","","Romaniuk, RS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RF5ANCM7","conferencePaper","2015","Liu, X. M.; Wang, F. F.; Zeng, Z. B.","Design and Implementation of Indoor Environmental Quality Monitoring System Based on ZigBee","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON COMPUTER INFORMATION SYSTEMS AND INDUSTRIAL APPLICATIONS (CISIA 2015)","978-94-6252-072-1","","","","This paper designs a indoor environmental quality monitoring system, in which indoor environment parameters, such as temperature, humidity and PM2.5 density can be gathered, transmitted and displayed. Arduino, a open-source hardware and software platforms, is used to access sensors. With the help of ZigBee, which is a new wireless communication protocol characterized by low-power, devices composed of Arduino and sensors are placed in different rooms so that the energy consumption can be effectively reduced. In addition, an specific transmission protocol is also be defined for this system. Finally sensor data are transmitted to the internal server and then a cloud platform via WiFi. The result shows that this system is stable and easy to build and change network.","2015","2020-02-03 22:13:57","2020-02-03 22:13:57","","297-300","","","18","","","","ACSR-Advances in Comptuer Science Research","","","","ATLANTIS PRESS","29 AVENUE LAVMIERE, PARIS, 75019, FRANCE","English","","","","","","","","","","","arduino; wireless sensor networks; ZigBee; indoor environmental quality monitoring system","","Chan, K and Yeh, J","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3MKVI4UM","conferencePaper","2015","Formisano, Fabrizio; Massera, Ettore; De Vito, Saverio; Buonanno, Antonio; Di Francia, Girolamo; Veneri, Paola Delli","Tinynose, an Auxiliary Smart Gas Sensor for RFID Tag in Vegetables Ripening Monitoring During Refrigerated Cargo Transport","SENSORS","978-3-319-09617-9 978-3-319-09616-2","","10.1007/978-3-319-09617-9_39","","Current state of the art's real time monitoring of fresh produce, provides only temperature and humidity information [1-3]. The idea is to develop new sensors and transport service assisted by ICT platform to monitor fresh produce quality. The technology will be based on radio frequency (RF) wireless network, and will provide real-time and in-site data-logging, enabling active management of food products in storage and transit. The RF sensor network design, allows an auxiliary sensor node to be “plugged in”. In this contribution we present the commercial platform developed starting from o fork of open hardware on which we assemble an array of commercial sensors in an “open air” configuration. We developed for this Embedded Gas Sensor System Device (Tinynose) two set-up: the “Development set-up” that uses a star wireless network infrastructure to store all raw sensor output and associated measurement error in a server DB to define parameters in ripening mathematical model and the “TAG set-up” that performs ripening evaluation in ICT in-site platform.","2015","2020-02-03 22:13:57","2020-02-03 22:13:57","","217-221","","","319","","","","Lecture Notes in Electrical Engineering","","","","SPRINGER","233 SPRING STREET, NEW YORK, NY 10013, UNITED STATES","English","","","","","","","","","","","","","Compagnone, D and Baldini, F and DiNatale, C and Betta, G and Siciliano, P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YRRQ3YSS","journalArticle","2015","Luis Gutierrez-Rivas, Jose; Holmbacka, Simon; Mendez-Macias, Miguel; Lund, Wictor; Lafond, Sebastien; Lilius, Johan; Diaz-Alonso, Javier","Safe Motor Controller in a Mixed-Critical Environment with Runtime Updating Capabilities","JOURNAL OF UNIVERSAL COMPUTER SCIENCE","","0948-695X","","","Safety-critical systems and certification standards are the bare essential elements for the development process of avionics, automotive and industrial embedded systems. The necessity of including non-safety capabilities to reduce the price of these systems has resulted in a new type of critical systems, the mixed-criticality ones. These systems should be able to execute safety-critical applications but, at the same time, to run non-safety-critical functionalities without affecting the integrity of the safetycritical tasks. This paper presents a new system architecture which includes safetycritical and non-safety-critical parts in order to form a mixed-criticality system. The system consists of a reliable platform with a dual-core processor (implemented using a FPGA) architecture designed as open-hardware, running two isolated real-time operating systems which are connected through a safe core-to-core communication channel that executes the safety-critical applications. Moreover, the safety-critical system is connected to an external processor, an ARM9, which is used as an external sensing system. The ARM9 runs the non-safety-critical applications and allows the system to insert modifications updating without affecting the safety capabilities of the safetycritical part. This platform is described providing evidences of the isolation between safety-critical (SC) and non-safety-critical (NSC) applications, as well as describing an updating methodology for non-safety-critical applications. This system is validated using a complete and reliable application for safe emergency stop applications for industrial machinery.","2015","2020-02-03 22:13:58","2020-02-03 22:13:58","","177-205","","2","21","","","","","","","","","","English","","","","","","","","","","","FPGA; Isolation; Mixed Critical; Real-Time Operating System; Runtime Updating Mechanism; Safety Critical","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6KPRKG9Y","conferencePaper","2015","Islam, Taoufikul; Rahman, Hafiz Abdur; Syrus, Minhaz Ahmed","Fire Detection System with Indoor Localization using ZigBee based Wireless Sensor Network","2015 4TH INTERNATIONAL CONFERENCE ON INFORMATICS, ELECTRONICS & VISION ICIEV 15","978-1-4673-6902-2","","","","Fire detection and protection are major problems in factories. A closely related problem is to localize fire sources to effectively extinguish those. In this paper we presented development of a moderate cost wireless sensor network based fire detection system with indoor localization capability. In Bangladesh, where large numbers of garment factories are located suffers fire incidents every year. The aim of our work was to develop fire detection system that could help the garment owners to install reliable fire detection systems with localizing capability within a relatively lower cost. As such, we have used open source hardware and software tools to develop our system and documented our approach well, so that it can be replicated anywhere.","2015","2020-02-03 22:13:58","2020-02-03 22:13:58","","","","","","","","","","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","Arduino; Wireless Sensor Network; ZigBee; Fire Detection; Indoor Localization; Mesh Network; Open Source Hardware Software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JSKD4AME","conferencePaper","2015","Kruger, C. P.; Abu-Mahfouz, A. M.; Hancke, G. P.","Rapid Prototyping of a Wireless Sensor Network Gateway for the Internet of Things Using off-the-shelf Components","2015 IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL TECHNOLOGY (ICIT)","978-1-4799-7800-7","","","","More than 50 billion devices are estimated to be connected to the Internet by 2020. Incompatibility of devices and protocols (usually proprietary devices and protocols) are one of the major hurdles to be overcome to realise the Internet of Things (IoT) vision. IoT devices are typically constrained devices and this creates dependencies between the hardware, software and protocols used in the device. Open hardware and software platforms to support emerging IoT trends are required. A wireless sensor network gateway was developed in a three-month period using off-the-shelf components. The gateway was based on the Raspberry PI single-board computer; it implemented 6LoWPAN mesh and wireless access point functionality for mobile and low power sensing and actuation devices. The gateway was tested in the following use-case: integrate a battery-operated 6LoWPAN-enabled smart water meter to an IPv6 building network. Several factors that influence the gateway's performance and reliability were identified and should be considered when deploying gateway devices for future endeavours.","2015","2020-02-03 22:13:58","2020-02-03 22:13:58","","1926-1931","","","","","","","","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","Internet of Things; Wireless Sensor Networks; 6LoWPAN; Commercial Off-the-shelf (COTS); Gateway","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44G8UEA7","conferencePaper","2015","Camp, Tracy; Rubin, Marc J.; Gonzalez, Santiago","Challenges in Developing Intelligent Geosystems (and the pros/cons of interdisciplinary research)","2015 INTERNATIONAL CONFERENCE ON COMPUTING, NETWORKING AND COMMUNICATIONS (ICNC)","978-1-4799-6959-3","","","","In this article, we examine the challenges of developing intelligent wireless geosystems and the pros and cons of interdisciplinary research. First, we summarize the range of current practices in wireless sensor network research projects by analyzing recent contributions in the literature. Specifically, for each wireless sensor network project, we compile details regarding the scope (e.g., simulation, testbed, real deployment), the type of mote used (e.g., TinyOS, Android, Arduino), and the type of sensors used (e.g., inertial, biological). Next, we discuss reasons why Arduino based wireless devices are perhaps the future of applied wireless sensor network research. Arduino-based systems are inexpensive, easy to use, readily available, well documented, 100% open-source (hardware and software), object oriented, extendable (using the “shield” concept), and flexible (e.g., in terms of radio choices). Lastly, we discuss the pros and cons of interdisciplinary research; that is, we highlight the struggle between working on difficult, relevant, inherently multi-disciplinary research problems while maintaining scholarship in individual fields.","2015","2020-02-03 22:13:59","2020-02-03 22:13:59","","591-597","","","","","","","","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
