"","x"
"609","an effective real time gender recognition system for smart cameras"
"610","an effective real time gender recognition system for smart cameras"
"611","an efficient audio coding scheme for quantitative and qualitative large
scale acoustic monitoring using the sensor grid approach"
"612","an efficient audio coding scheme for quantitative and qualitative large scale acoustic monitoring using the sensor grid approach"
"613","an efficient estimator for target localization in a multi-station
redundancy system without matrix inversion"
"614","an efficient estimator for target localization in a multi-station redundancy system without matrix inversion"
"615","an efficient estimator for target localization in a multistation
redundancy system without matrix inversion"
"616","an efficient estimator for target localization in a multistation redundancy system without matrix inversion"
"617","an efficient implementation of the space vector modulation based three
phase induction motor drive"
"618","an efficient single core flexible processor architecture for 4096-bit
montgomery modular multiplication and exponentiation"
"619","an efficient single core flexible processor architecture for 4096-bit montgomery modular multiplication and exponentiation"
"620","an electrochemical process to prepare and recycle biobased ionic liquids"
"621","an electrochemical process to prepare and recycle biobased ionic liquids"
"622","an electronic and transportable nose for environmental gases monitoring
based on mixed-signal soc and open hardware"
"623","an electronic and transportable nose for environmental gases monitoring based on mixed-signal soc and open hardware"
"624","an embedded hardware-in-the-loop testbed for aeroengine simulation education"
"625","an embedded system to support tele-medical activity"
"626","an embedded systems course for engineering students using open-source
platforms in wireless scenarios"
"627","an embedded systems course for engineering students using open-source platforms in wireless scenarios"
"628","an empirical approach to autonomous gsm bts based on oss and osh"
"629","an empirical approach to autonomous gsm bts based on oss and osh"
"630","an energy aware end-to-end trust mechanism for iot healthcare
applications."
"631","an energy aware end-to-end trust mechanism for iot healthcare applications"
"632","an energy efficient audio compression scheme using wavelet with dynamic
difference detection technique in wireless sensor network"
"633","an energy efficient audio compression scheme using wavelet with dynamic difference detection technique in wireless sensor network"
"634","an energy-efficient on-chip learning architecture for stdp based sparse coding"
"635","an energy-quality scalable stdp based sparse coding processor with
on-chip learning capability"
"636","an energy-quality scalable stdp based sparse coding processor with on-chip learning capability"
"637","an evaluation of iris detection methods for real-time video processing
with low-cost equipment"
"638","an experience in cultural heritage documentation in iran using a low-cost technique"
"639","an experiment on durability test (rcpt) of concrete according to astm standard method using low-cost equipments"
"640","an experimental comparison of arduino ide compatible platforms for digital control and data acquisition applications"
"641","an explore about low-price pressure sensor"
"642","an explore about low-price pressure sensor"
"643","an extremely low-cost multi-panel pv emulator for research and education"
"644","an extremely low-cost multi-panel pv emulator for research and education"
"645","an image wherever you look! making vision just another sensor for
ai/robotics projects"
"646","an image wherever you look! making vision just another sensor for ai/robotics projects"
"647","an implementation of a distributed sound sensing system to visualize the noise pollution"
"648","an implementation of arc discharge detector system for high-power rf cavities [高功率微波系统中弧光效应诊断预警系统设计]"
"649","an implementation of nic controller integrated with security protection module"
"650","an improved adaboost learning scheme using lda features for object
recognition"
"651","an improved end-point fluorimetric procedure for the determination of
low amounts of trypsin activity in biological samples using
rhodamine-110-based substrates"
"652","an improved liquid-liquid separator based on an optically monitored
porous capillary"
"653","an improved liquid-liquid separator based on an optically monitored porous capillary"
"654","an improved photometric stereo through distance estimation and light
vector optimization from diffused maxima region"
"655","an improved photometric stereo through distance estimation and light vector optimization from diffused maxima region"
"656","an inclined plane remote lab"
"657","an inclined plane remote lab"
"658","an indoor personnel positioning method based on spectrum"
"659","an inexpensive and convenient method to culture facultative anaerobic
microorganisms from yogurt"
"660","an inexpensive and convenient method to culture facultative anaerobic microorganisms from yogurt"
"661","an inexpensive anemometer using arduino board"
"662","an inexpensive open-source ultrasonic sensing system for monitoring liquid levels"
"663","an inexpensive ph-stat system based on open hardware for ocean
acidification research"
"664","an innovative remote-lab framework for educational experimentation"
"665","an innovative remote-lab framework for educational experimentation"
"666","an innovative step test protocol can accurately assess vo2 max in athletes"
"667","an integrable low cost hardware random number generator"
"668","an integrated 3d-printed platform for the automated isolation of
n-glycans"
"669","an integrated environment for developing real-time dsp applications"
"670","an integrated toolbox for the engagement of citizens in the monitoring
of water ecosystems"
"671","an integrated toolbox for the engagement of citizens in the monitoring of water ecosystems"
"672","an intelligent bird-repellent device based on raspberry pi"
"673","an interactive audio-visual installation using ubiquitous hardware and
web-based software deployment"
"674","an interactive audio-visual installation using ubiquitous hardware and web-based software deployment"
"675","an interactive voice controlled humanoid smart home prototype using concepts of natural language processing and machine learning"
"676","an interface board for developing control loops in power electronics
based on microcontrollers and dsps cores -arduino /chipkit /dspic /dsp
/ti piccolo"
"677","an interface board for developing control loops in power electronics based on microcontrollers and dsps cores -arduino /chipkit /dspic /dsp /ti piccolo"
"678","an intruder monitoring system for improving the network security"
"679","an investigative study of the construction of low cost material by secondary science teachers"
"680","an iot architecture for facilitating integration of geoinformation"
"681","an iot based coastal weather and air quality monitoring using gsm technology"
"682","an iot based service system as a research and educational platfor"
"683","an iot based service system as a research and educational platform"
"684","an iot-based remote iv tracing system for analysis of city-wide solar
power facilities"
"685","an iot-based remote iv tracing system for analysis of city-wide solar power facilities"
"686","an iterative refining approach to design the control of wave energy
converters with numerical modeling and scaled hil testing"
"687","an iterative refining approach to design the control of wave energy converters with numerical modeling and scaled hil testing"
"688","an object-oriented open software architecture for security applications"
"689","an object-oriented open software architecture for security applications"
"690","an on-line condition monitoring system for incipient fault detection in
double-cage induction motor"
"691","an on-line condition monitoring system for incipient fault detection in double-cage induction motor"
"692","an open and modular hardware node for wireless sensor and body area
networks"
"693","an open and modular hardware node for wireless sensor and body area networks"
"694","an open drought monitoring system for the deduru oya basin in sri lanka in the context of the 4onse project"
"695","an open ecosystem engagement strategy through the lens of global food safety"
"696","an open embedded hardware and software architecture applied to industrial robot control"
"697","an open embedded industrial robot hardware and software architecture applied to position control and visual servoing application"
"698","an open framework for participatory pm2.5 monitoring in smart cities"
"699","an open framework for participatory pm2.5 monitoring in smart cities"
"700","an open hardware design for internet of things power quality and energy
saving solutions"
"701","an open hardware design for internet of things power quality and energy saving solutions"
"702","an open hardware electronic controller for motorized rotary injection
valves used in flow injection analysis"
"703","an open hardware implementation of cusum based network anomaly detection"
"704","an open hardware implementation of cusum based network anomaly detection"
"705","an open hardware, open source electronic load bank and data acquisition
system for expanding the number of schools and students researching
battery energy storage"
"706","an open localization and local communication embodied sensor"
"707","an open sensing and acting platform for context-aware affective support
in ambient intelligent educational settings"
"708","an open sensing and acting platform for context-aware affective support in ambient intelligent educational settings"
"709","an open software - open hardware lab of the air levitation system"
"710","an open software - open hardware lab of the air levitation system"
"711","an open source and open hardware deep learning-powered visual navigation
engine for autonomous nano-uavs"
"712","an open source and open hardware deep learning-powered visual navigation engine for autonomous nano-uavs"
"713","an open source and open hardware embedded metric optical flow cmos
camera for indoor and outdoor applications"
"714","an open source and open hardware embedded metric optical flow cmos camera for indoor and outdoor applications"
"715","an open source automatic feeder for animal experiments"
"716","an open source hardware and software platform for interdisciplinary design: electronics, interfacing and programming for the designer"
"717","an open source ion gate pulser for ion mobility spectrometry"
"718","an open source ion gate pulser for ion mobility spectrometry"
"719","an open source licensed vertical axis wind turbine for rural
electrification and sustainability"
"720","an open source licensed vertical axis wind turbine for rural electrification and sustainability"
"721","an open source low-cost alligator-inspired robotic research platform"
"722","an open source low-cost wireless control system for a forced circulation
solar plant"
"723","an open source low-cost wireless control system for a forced circulation solar plant"
"724","an open source solution for an in-house built dynamic platform for the
validation of stereotactic ablative body radiotherapy for vmat and imrt"
"725","an open source solution for an in-house built dynamic platform for the validation of stereotactic ablative body radiotherapy for vmat and imrt"
"726","an open source(d) controller"
"727","an open-hardware approach for iot enabled smart meter monitoring and controlling system using mqtt protocol"
"728","an open-hardware platform for mpsoc thermal modeling"
"729","an open-hardware platform for optogenetics and photobiology"
"730","an open-hardware platform for optogenetics and photobiology"
"731","an open-source 7-axis, robotic platform to enable dexterous procedures within ct scanners"
"732","an open-source approach to automation in organic synthesis: the flow
chemical formation of benzamides using an inline liquid-liquid
extraction system and a homemade 3-axis autosampling/product-collection
device"
"733","an open-source approach to automation in organic synthesis: the flow chemical formation of benzamides using an inline liquid-liquid extraction system and a homemade 3-axis autosampling/product-collection device"
"734","an open-source architecture for control and coordination of a swarm of
micro-quadrotors"
"735","an open-source architecture for control and coordination of a swarm of micro-quadrotors"
"736","an open-source equipment for thin film fabrication by electrodeposition, dip coating, and silar"
"737","an open-source hardware acquisition platform for physiological
measurements"
"738","an open-source hardware acquisition platform for physiological measurements"
"739","an open-source hardware and software system for acquisition and
real-time processing of electrophysiology during high field mri"
"740","an open-source hardware approach for high performance low-cost qos
monitoring of voip traffic"
"741","an open-source hardware approach for high performance low-cost qos monitoring of voip traffic"
"742","an open-source hardware for electrical bioimpedance measurement"
"743","an open-source hardware gps data logger for wildlife radio-telemetry studies: a case study using eastern box turtles"
"744","an open-source hardware initiative for astronomy"
"745","an open-source hardware/software architecture for quadrotor uavs"
"746","an open-source hardware/software ied based on iot and iec 61850 standard"
"747","an open-source hardware/software ied based on iot and iec 61850 standard"
"748","an open-source multi-robot construction system"
"749","an open-source protection ied for research and education in multiterminal hvdc grids"
"750","an open-source research kit for the da vinci (r) surgical system"
"751","an open-source research kit for the da vinci® surgical system"
"752","an open-source verification framework for open-source cores: a risc-v
case study"
"753","an open-source verification framework for open-source cores: a risc-v case study"
"754","an open-source, automated home-cage sipper device for monitoring liquid
ingestive behavior in rodents"
"755","an open-source, automated home-cage sipper device for monitoring liquid ingestive behavior in rodents"
"756","an optimal budget assignment of real-time query processing for wireless
sensor networks in context of the internet of things"
"757","an optimal budget assignment of real-time query processing for wireless sensor networks in context of the internet of things"
"758","an out-of-core high-resolution fft algorithm for determining large-scale
imperfections of surface potentials in crystals"
"759","an sdr-based reconfigurable multicarrier transceiver for terrestrial and
satellite communications"
"760","an sdr-based reconfigurable multicarrier transceiver for terrestrial and satellite communications"
"761","an upper extremity rehabilitation system using efficient vision-based
action identification techniques"
"762","an upper extremity rehabilitation system using efficient vision-based action identification techniques"
"763","an x-ray tomograph based on a flat panel detector"
"764","analysis and design of secure massive mimo systems in the presence of
hardware impairments"
"765","analysis and design of secure massive mimo systems in the presence of hardware impairments"
"766","analysis and implementation hardware-software of rijndael encryption"
"767","analysis and mitigation of rf iq imbalance in eigenvalue based
multichannel spectrum sensing"
"768","analysis and mitigation of rf iq imbalance in eigenvalue based multichannel spectrum sensing"
"769","analysis of aggressive driver behaviour using data fusion"
"770","analysis of aggressive driver behaviour using data fusion"
"771","analysis of closely related antioxidant nutraceuticals using the green
analytical methodology of ann and smart spectrophotometric methods"
"772","analysis of closely related antioxidant nutraceuticals using the green analytical methodology of ann and smart spectrophotometric methods"
"773","analysis of electrical and physicochemical properties of gis spacer with
long-term service"
"774","analysis of electrical and physicochemical properties of gis spacer with long-term service"
"775","analysis of roughness index of a flexible pavement using low cost instrumentation"
"776","analysis of the increase of matching points for accuracy improvement in 3d reconstruction using stereo cctv image data"
"777","analyzing the security of bluetooth low energy"
"778","analyzing the security of bluetooth low energy"
"779","android application based monitoring and controlling of movement of a
remotely controlled robotic car mounted with various sensors via
bluetooth"
"780","android application based monitoring and controlling of movement of a remotely controlled robotic car mounted with various sensors via bluetooth"
"781","anim-actor: understanding interaction with digital puppetry using
low-cost motion capture"
"782","anima: non-conventional brain-computer interfaces in robot control
through electroencephalography and electrooculography, arp module"
"783","animating architecture coupling high-definition sensing with
high-definition actuation"
"784","api for communication between labview and arduino uno"
"785","api for communication between labview and arduino uno"
"786","application of an ultra-wide band sensor-free wireless network for
ground monitoring"
"787","application of an ultra-wide band sensor-free wireless network for ground monitoring"
"788","application of fast laser deprocessing techniques on large
cross-sectional view area sample with fib-sem dual beam system"
"789","application of fast laser deprocessing techniques on large cross-sectional view area sample with fib-sem dual beam system"
"790","application of fuzzy logic and lukasiewicz operators for image contrast
control"
"791","application of remote experiments in basic education through mobile
devices"
"792","application of remote experiments in basic education through mobile devices"
"793","application of safety inspections for evaluation of two-lane regional roads in poland"
"794","application of virtual interface of interactive teaching materials for
children with developmental disabilities"
"795","application of virtual interface of interactive teaching materials for children with developmental disabilities"
"796","application of wechat mini-program and wi-fi soc in agricultural iot: a
low-cost greenhouse monitoring system"
"797","application of wechat mini-program and wi-fi soc in agricultural iot: a low-cost greenhouse monitoring system"
"798","application-specific node clustering of ir-uwb sensor networks with two
classes of nodes"
"799","applying compressive sensing to tem video: a substantial frame rate
increase on any camera"
"800","applying compressive sensing to tem video: a substantial frame rate increase on any camera"
"801","approach in planning the deployment of 868 mhz rf modules in wsn
scenarios"
"802","approach in planning the deployment of 868 mhz rf modules in wsn scenarios"
"803","approaches to open source 3-d printable probe positioners and micromanipulators for probe stations"
"804","aracna: an open-source quadruped platform for evolutionary robotics"
"805","arc discharge detectors for the ciads superconducting rf cavities"
"806","archeorobotics. open robotic applications and extreme archeology"
"807","archeorobotics. open robotic applications and extreme archeology [archeorobotics. applicazioni robotiche aperte e archeologia estrema]"
"808","architecture and implementation of openpet firmware and embedded
software"
"809","architecture and implementation of openpet firmware and embedded software"
"810","architecture based on open source hardware and software for designing a
real-time vehicle tracking device"
"811","architecture for distributed monitoring based on smart sensor and web
service"
"812","ard-mu-copter: a simple open source quadcopter platform"
"813","ard-μ-copter: a simple open source quadcopter platform"
"814","arduino and nagios integration for monitoring"
"815","arduino and nagios integration for monitoring"
"816","arduino etoys a programming platform for arduino on physical etoys"
"817","arduino i: getting started"
"818","arduino microcontroller processing for everyone! third edition barrett"
"819","arduino microcontroller: processing for everyone"
"820","are you dreaming? a phenomenological study on understanding lucid dreams
as a tool for introspection in virtual reality"
"821","are you dreaming? a phenomenological study on understanding lucid dreams as a tool for introspection in virtual reality"
"822","area efficient architecture of hyperbolic functions for high frequency
applications"
"823","area efficient architecture of hyperbolic functions for high frequency applications"
"824","arma-based spectral bandwidth for evaluation of bowel motility by the
analysis of bowel sounds"
"825","arma-based spectral bandwidth for evaluation of bowel motility by the analysis of bowel sounds"
"826","arthroscopic removal of symptomatic proximal humerus locking plates with
bone-void filler augmentation"
"827","arthroscopic removal of symptomatic proximal humerus locking plates with bone-void filler augmentation"
"828","assembling a smart phone controlled surveillance unmanned quadcopter"
"829","assembling a smart phone controlled surveillance unmanned quadcopter"
"830","assessing the accuracy of vehicle event data based on can messages"
"831","assessing the openness and conviviality of open source technology: the
case of the wikihouse"
"832","assessing the openness and conviviality of open source technology: the case of the wikihouse"
"833","assessment of diagnostic test for automated bug localization"
"834","assessment of diagnostic test for automated bug localization"
"835","assessment of internet-based tele-medicine in africa (the raft project)"
"836","assistive technology prescription from the principles of social
technology: the occupational therapy students view"
"837","assistive technology prescription from the principles of social
technology: the occupational therapy students view"
"838","atacama: an open fpga-based platform for mixed-criticality communication
in multi-segmented ethernet networks"
"839","atacama: an open fpga-based platform for mixed-criticality communication in multi-segmented ethernet networks"
"840","atoms want to be free too! expanding the critique of in-tellectual property to physical goods"
"841","attitude control of inverted pendulums using reaction wheels: comparison
between using one and two actuators"
"842","attitude control of inverted pendulums using reaction wheels: comparison between using one and two actuators"
"843","attitude determination system based on rotation mechanism and beidou
reiceivers"
"844","attitude determination system based on rotation mechanism and beidou reiceivers"
"845","audio-communication subsystem module for yrobot - a modular educational
robotic platform"
"846","audio-communication subsystem module for yrobot - a modular educational robotic platform"
"847","audiomoth: evaluation of a smart open acoustic device for monitoring
biodiversity and the environment"
"848","audiomoth: evaluation of a smart open acoustic device for monitoring biodiversity and the environment"
"849","augmented reality applications for future manufacturing"
"850","augmented reality interfaces for additive manufacturing"
"851","augmented reality interfaces for additive manufacturing"
"852","augmented reality maintenance training with intel depth camera"
"853","augmented reality maintenance training with intel depth camera"
"854","automated capture of paper-based evaluations to provide early feedback
to students"
"855","automated capture of paper-based evaluations to provide early feedback to students"
"856","automated code generation for nfc-based access control"
"857","automated experimental procedure using sensors and arduino"
"858","automated experimental procedure using sensors and arduino"
"859","automated hydroponic modular system"
"860","automated in-vehicle data collection and treatment for existing roadway
alignment"
"861","automated seed sowing machine using atmega2560"
"862","automated sprayer system for variable rate application of pesticides"
"863","automated sprayer system for variable rate application of pesticides"
"864","automated triage parameters estimation from ecg"
"865","automated triage parameters estimation from ecg"
"866","automatic 3-d modeling of textured cultural heritage objects"
"867","automatic control for laboratory sterilization process based on arduino hardware"
"868","automatic evaluation of gastrointestinal motor activity through the analysis of bowel sounds"
"869","automatic multi-layer integration in optical-circuit-packet transport
network"
"870","automatic multi-layer integration in optical-circuit-packet transport network"
"871","automatic parameter configuration: a case study on a rehabilitation
oriented human limb tracking algorithm"
"872","automatic parameter configuration: a case study on a rehabilitation oriented human limb tracking algorithm"
"873","automatically generated embedded model predictive control: moving an
industrial pc-based mpc to an embedded platform"
"874","automatically generated embedded model predictive control: moving an industrial pc-based mpc to an embedded platform"
"875","automation in hardware-in-the-loop units development and integration"
"876","automation of a cnc lathe using open architecture"
"877","automation of a temporary immersion technique based on open platforms of hardware and software [automatización de un sistema de inmersión temporal con base en plataformas abiertas de hardware y software]"
"878","automation of a test bench for aluminum anodizing"
"879","automation of small-scale with open hardware"
"880","automatización de pequeña escala con open hardware"
"881","automatized separation of fractions from petroleum based on
spectrophotometric signal derivative using open-source hardware for the
determination of ni and v linked to porphyrins"
"882","automatized separation of fractions from petroleum based on spectrophotometric signal derivative using open-source hardware for the determination of ni and v linked to porphyrins"
"883","automatized separation of fractions from petroleum based on spectrophotometric signal derivative using open-source hardware for the determination of ni and v linked to porphyrins"
"884","autonomous dead-reckoning mobile robot navigation system with
intelligent precision calibration"
"885","autonomous ground reconnaissance drone using robot operating system (ros)"
"886","autonomous mobile robots for outdoor tasks"
"887","autonomous navigation in vineyards with deep learning at the edge"
"888","autonomous open-source hardware apparatus for quantum key distribution"
"889","autonomous open-source hardware apparatus for quantum key distribution"
"890","autonomous robotic street sweeping: initial attempt for curbside
sweeping"
"891","autonomous robotic street sweeping: initial attempt for curbside sweeping"
"892","avaliação da macroporosidade e da densidade de partículas do solo através da microtomografia de raios-x"
"893","axial flux permanent magnet generator design for low cost manufacturing of small wind turbines"
"894","bacteria-in-paper, a versatile platform to study bacterial ecology"
"895","bacteria-in-paper, a versatile platform to study bacterial ecology"
"896","bad to the bone: crafting electronic systems with beaglebone black, second edition"
"897","bart: smart biochemistry, bright bioluminescence, low-cost hardware"
"898","bart: smart biochemistry, bright bioluminescence, low-cost hardware"
"899","battery health management for small-size rotary-wing electric unmanned
aerial vehicles: an efficient approach for constrained computing
platforms"
"900","battery health management for small-size rotary-wing electric unmanned aerial vehicles: an efficient approach for constrained computing platforms"
"901","bayesian network approach to vehicle mode monitoring using embedded system with 3-axis accelerometer"
"902","beach profiles: should the emery rod method be discarded?"
"903","beach profiles: should the emery rod method be discarded? [perfis de praia: deve o método das balizas de emery ser abandonado?]"
"904","beammaker: an open hardware high-resolution digital fabricator for the
masses"
"905","beammaker: an open hardware high-resolution digital fabricator for the masses"
"906","bedroom monitoring system for isolated elderly people and patients"
"907","behaviors for physical cooperation between robots for mobility
improvement"
"908","believe me, don’t believe the hype"
"909","belt-driven open source circuit mill using low-cost 3-d printer components"
"910","benchmarking of local feature detectors and descriptors for
multispectral relative navigation in space"
"911","benchmarking of local feature detectors and descriptors for multispectral relative navigation in space"
"912","benefits of motion constraining for robust, low-cost, dual-frequency gnss ppp + mems imu navigation"
"913","best practices and pitfalls in open source hardware"
"914","best practices and pitfalls in open source hardware"
"915","beyond earthworm: keeping the promise"
"916","bfloat16 processing for neural networks"
"917","bidirectional wavelength-division multiplexing transmission over
installed fibre using a simplified optical coherent access transceiver"
"918","bidirectional wavelength-division multiplexing transmission over installed fibre using a simplified optical coherent access transceiver"
"919","big data in chemicals sector"
"920","big data in the chemicals sector"
"921","bio-inspired approach for energy aware cluster head selection in
wireless sensor networks"
"922","bio-inspired controller on an fpga applied to closed-loop diaphragmatic stimulation"
"923","bio-lnspired controller on an fpga applied to closed-loop diaphragmatic
stimulation"
"924","biomedical signal processing: designing an engineering laboratory course
using low-cost hardware and software"
"925","biomedical signal processing: designing an engineering laboratory course using low-cost hardware and software"
"926","biometric identification using infrared dorsum hand vein images"
"927","biometric verification of maternity and identity switch prevention in
maternity wards"
"928","biometric verification of maternity and identity switch prevention in maternity wards"
"929","bipolar transistor application for «on-line» neutron fluence registration"
"930","bipolar transistor application for ``on-line'' neutron fluence
registration"
"931","bit: biosignal igniter toolkit"
"932","bit: biosignal igniter toolkit"
"933","black-box modeling of three-phase voltage source inverters for
system-level analysis"
"934","black-box modeling of three-phase voltage source inverters for system-level analysis"
"935","blended learning in electronics and automation engineering: a study of
software and hardware needs for practical teaching"
"936","blinkies: open source sound-to-light conversion sensors for large-scale
acoustic sensing and applications"
"937","blinkies: open source sound-to-light conversion sensors for large-scale acoustic sensing and applications"
"938","body temperature and electrocardiogram monitoring using an sms-based
telemedicine system"
"939","bone structure monitoring systems applied to physiotherapy of children
with cerebral palsy"
"940","bone structure monitoring systems applied to physiotherapy of children with cerebral palsy"
"941","brain computer interface based communicator for persons in locked-in
state"
"942","brain computer interface based communicator for persons in locked-in state"
"943","brainwave enabled multifunctional, communication, controlling and speech
signal generating system"
"944","brainwave enabled multifunctional, communication, controlling and speech signal generating system"
"945","bram-based function reuse for multi-core architectures in fpgas"
"946","bram-based function reuse for multi-core architectures in fpgas"
"947","bridging digital divide: 'village wireless lan', a low cost network infrastructure solution for digital communication, information dissemination and education in rural bangladesh"
"948","bridging digital divide: `village wireless lan', a low cost network
infrastructure solution for digital communication, information
dissemination \& education in rural bangladesh"
"949","bridging the gap between hardware and software open source network
developments"
"950","bridging the gap between hardware and software open source network developments"
"951","bringing robotics to formal education: the thymio open-source hardware robot"
"952","bringing up opensky: a large-scale ads-b sensor network for research"
"953","bringing up opensky: a large-scale ads-b sensor network for research"
"954","build your firm with strangers?: longitudinal studies on open source
hardware firm growth"
"955","build your firm with strangers?: longitudinal studies on open source hardware firm growth"
"956","building a maker community around an open hardware platform"
"957","building a maker community around an open hardware platform"
"958","building a soc for industrial applications based on leon microprocessor
and a gnu/linux distribution"
"959","building a tangible serious game framework for elementary spatial and
geometry concepts"
"960","building a tangible serious game framework for elementary spatial and geometry concepts"
"961","building a wireless community network in the netherlands"
"962","building an online defect detection system for large-scale photovoltaic plants"
"963","building an open source linux computing system on risc-v"
"964","building gsm network in extreme conditions"
"965","building gsm network in extreme conditions"
"966","building highly available control system applications with advanced
telecom computing architecture and open standards"
"967","building industrial cps with the iec 61499 standard on low-cost hardware
platforms"
"968","building industrial cps with the iec 61499 standard on low-cost hardware platforms"
"969","building research equipment with free, open-source hardware"
"970","building research equipment with free, open-source hardware"
"971","building the internet of things with bluetooth smart"
"972","building the internet of things with bluetooth smart"
"973","bulbrobot – inexpensive open hardware and software robot featuring catadioptric vision and virtual sonars"
"974","bupigo: an open and extensible platform for visually-guided swarm robots"
"975","bupigo: an open and extensible platform for visually-guided swarm robots"
"976","byoc: a ""bring your own core"" framework for heterogeneous-isa research"
"977","ca based design of fault detection unit for hierarchical directories in
scalable cmps"
"978","ca based design of fault detection unit for hierarchical directories in scalable cmps"
"979","calibration of a low-cost 3d printed rain gauge utilizing an open-source arduino platform"
"980","can standards and regulations keep up with health technology?"
"981","cap floor - a flexible capacitive indoor localization system"
"982","capfloor - a flexible capacitive indoor localization system"
"983","capturing photorealistic and printable 3d models using low-cost hardware"
"984","cardiopulmonary resuscitation in resource-limited health
systems-considerations for training and delivery"
"985","cardiopulmonary resuscitation in resource-limited health systems-considerations for training and delivery"
"986","carton project: do-it-yourself approach to turn a smartphone into a smart eyewear"
"987","case studies in the personal fabrication of electronic products"
"988","case study of dynamically reconfigurable architecture implementing a
watershed segmentation"
"989","cellular bandwidth prediction for highly automated driving evaluation of machine learning approaches based on real-world data"
"990","cellular phone-based bofeedback to treat physical and mental disorders"
"991","centralized channel allocation algorithm for ieee 802.11 networks"
"992","centralized channel allocation algorithm for ieee 802.11 networks"
"993","centralized server application for air transportation security systems"
"994","centralized server application for air transportation security systems"
"995","ceta: open, affordable and portable mixed-reality environment for
low-cost tablets"
"996","ceta: open, affordable and portable mixed-reality environment for low-cost tablets"
"997","challenges in developing intelligent geosystems (and the pros/cons of
interdisciplinary research)"
"998","challenges in developing intelligent geosystems (and the pros/cons of interdisciplinary research)"
"999","change detection in streetscapes from gps coordinated omni-directional
image sequences"
"1000","changes of affective states in intelligent tutoring system to improve feedbacks through low-cost and open electroencephalogram and facial expression"
"1001","characteristic fingerprint based on low polar constituents for
discrimination of wolfiporia extensa according to geographical origin
using uv spectroscopy and chemometrics methods"
"1002","characteristic fingerprint based on low polar constituents for discrimination of wolfiporia extensa according to geographical origin using uv spectroscopy and chemometrics methods"
"1003","characterization and adaptive selection of radio channels for reliable
and energy-efficient wsn"
"1004","characterization and adaptive selection of radio channels for reliable and energy-efficient wsn"
"1005","characterization and adaptive selection of radio channels for reliable and energy-efficient wsn"
"1006","characterization and control of a high-q mems inertial sensor using
low-cost hardware"
"1007","characterization and control of a high-q mems inertial sensor using low-cost hardware"
"1008","characterization of the anisotropic thermal conductivity of additively manufactured components by fused filament fabrication"
"1009","charging sio 2 and cytop electret film by negative ion generator air purifier multiple-ionizer for mems based energy harvesting systems"
"1010","cheapstat: an open-source, ``do-it-yourself'' potentiostat for
analytical and educational applications"
"1011","chemometric handling of spectral-temporal dependencies for liquid
chromatography data with online registering of excitation-emission
fluorescence matrices"
"1012","chemometric handling of spectral-temporal dependencies for liquid chromatography data with online registering of excitation-emission fluorescence matrices"
"1013","citizen bio-optical observations from coast- and ocean and their
compatibility with ocean colour satellite measurements"
"1014","citizen science in high-latitude ecosystems: kduino buoy to support data gathering in extreme environments"
"1015","classification and operation mechanisms of open source design community"
"1016","classification of argentinean sauvignon blanc wines by uv spectroscopy
and chemometric methods"
"1017","classification of argentinean sauvignon blanc wines by uv spectroscopy and chemometric methods"
"1018","classification of nailfold capillary images in patients with hypertension using non-linear svm"
"1019","classification of sleep disorder from single lead non-overlapping of
ecg-apnea based non-linear analysis using ensemble approach"
"1020","classification of sleep disorder from single lead non-overlapping of ecg-apnea based non-linear analysis using ensemble approach"
"1021","clicker: converting modern homes to smart modern homes through the use
of iot"
"1022","clicker: converting modern homes to smart modern homes through the use of iot"
"1023","clock skew compensation by adaptive resampling for audio networking"
"1024","closed-loop in neuroscience: can a brain be controlled?"
"1025","closed-loop in neuroscience: can a brain be controlled?"
"1026","cloud enabled 3d tablet design for medical applications"
"1027","cloud enabled 3d tablet design for medical applications"
"1028","cloud of secure elements perspectives for mobile and cloud applications
security"
"1029","cloud of secure elements perspectives for mobile and cloud applications security"
"1030","cloudthink: a scalable secure platform for mirroring transportation
systems in the cloud"
"1031","cloudthink: a scalable secure platform for mirroring transportation systems in the cloud"
"1032","clydesdale: structured data processing on mapreduce"
"1033","co-design applied: design of open hardware based human machine interface"
"1034","coin recognition using line scan camera"
"1035","coin recognition using line scan camera"
"1036","collaboration creates free open-source hardware library"
"1037","collaboration in open-source hardware: third-party variations on the arduino duemilanove"
"1038","collaborative innovation projects engaging open communities: a case
study on emerging challenges"
"1039","collaborative innovation projects engaging open communities: a case study on emerging challenges"
"1040","collision detection system using mobile devices and pangea"
"1041","collision detection system using mobile devices and pangea"
"1042","colloidally stable silicon quantum dots as temperature biosensors"
"1043","colloidally stable silicon quantum dots as temperature biosensors"
"1044","color science demonstration kit from open source hardware and software"
"1045","color science demonstration kit from open source hardware and software"
"1046","colour management in textile application"
"1047","combined application of fbg and pzt sensors for plantar pressure
monitoring at low and high speed walking"
"1048","combined application of fbg and pzt sensors for plantar pressure monitoring at low and high speed walking"
"1049","combining eeg and serious games for attention assessment of children
with cerebral palsy"
"1050","combining eeg and serious games for attention assessment of children with cerebral palsy"
"1051","combining structure from motion techniques with low cost equipment for a
complete 3d reconstruction of a 13th century church the case of
transformation of the saviour church in meskla, in crete island"
"1052","commentary open-source hardware for research and education"
"1053","common hardware reference platform for smart networks : management of
nfb"
