,source,document_type,abbrev_source_title,language,pubmed_id,issn,publisher,correspondence_address1,abstract,affiliation,url,note,art_number,doi,number,volume,year,journal,title,author,ENTRYTYPE,ID,coden,keywords,author_keywords,pages,isbn,editor,page_count
633,Scopus,Conference Paper,"Companion Proc. Int. Symp. Open Collab., OpenSym",English,,,"Association for Computing Machinery, Inc","Balli, F.; Concordia University, 1455 bvd Maisonneuve West, Canada; email: info@fabioballi.net","This proposed workshop invites us to discover an initiative-the Breathing Games-that aims to mobilize citizens around respiratory health by creating a free/libre and open source standard for health games-a common. After being presented the two years journey of the initia-tive, participants will use their skills and talents to meet the current challenges of an open collaboration projet. © 2016 Copyright held by the owner/author(s).","Concordia University, 1455 bvd Maisonneuve West, Montreal, H3G 1M8, Canada",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006918164&doi=10.1145%2f2962132.2962138&partnerID=40&md5=9fe69271da6b12f8f8c6c71cf4a95d5b,cited By 0,a5,10.1145/2962132.2962138,,,2016,"Companion to the Proceedings of the 12th International Symposium on Open Collaboration, OpenSym 2016",Health & play-addressing together the challenges of creating an open source standard for breathing games,"Balli, F.",conference,Balli2016,,"Diseases;  Health;  Open systems;  Standards, Adherence;  Asthma;  Breathing;  Chronic disease;  Commons;  Cystic fibrosis;  Free software;  Games;  Libre;  MPOC;  Open collaboration;  Open hardware;  Open science;  Open sources, Open source software",Adherence;  Asthma;  Breathing;  Chronic disease;  Commons;  Cystic fibrosis;  Free software;  Games;  Health;  Libre;  MPOC;  Open collaboration;  Open hardware;  Open science;  Open source;  Res-piratory;  Standard,,9781450344814,,
634,Scopus,Article,Sensors,English,,14248220,MDPI AG,"Dormido, R.; Departamento Informatica y Automatica, ETSI Informatica, UNED, Juan del Rosal 16, Spain; email: raquel@dia.uned.es","The aim of this paper is to introduce a plug-and-play mechanism for an Internet of Things (IoT) device to instantiate a Software as a Service (SaaS) application in a private cloud, built up with OpenStack. The SaaS application is the digital avatar of a physical object connected to Internet. As a proof of concept, a Vending Machine is retrofitted and connected to Internet with and Arduino Open Hardware device. Once the self-configuration mechanism is completed, it is possible to order a product from a mobile communication device. © 2016 by the authors; licensee MDPI, Basel, Switzerland.","Departamento Informatica y Automatica, ETSI Informatica, UNED, Juan del Rosal 16, Madrid, 28040, Spain",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983087531&doi=10.3390%2fs16081306&partnerID=40&md5=641edecdddd1f65057d33cbc546a1e02,cited By 13,1306,10.3390/s16081306,8,16,2016,Sensors (Switzerland),A self-provisioning mechanism in openstack for IoT devices,"Solano, A. and Dormido, R. and Duro, N. and Sánchez, J.M.",article,Solano2016,,"Application programs;  Cloud computing;  Internet;  Internet of things, Arduino;  Internet of Things (IOT);  Mobile communication devices;  Openstack;  Physical objects;  Proof of concept;  Self configuration;  Self-provisioning, Software as a service (SaaS)",Arduino;  Cloud computing;  Internet of things;  Openstack,,,,
635,Scopus,Article,Eur. J. Phys.,English,,01430807,Institute of Physics Publishing,,"Scattering experiments are fundamental for structure analysis of matter on molecular, atomic and sub-atomic length scales. In contrast, it is not standard to demonstrate optical scattering experiments on the undergraduate level beyond simple diffraction gratings. We present an inexpensive Mie scattering setup manufactured with 3D printing and open hardware. The experiment can be used to determine the particle size in dilute monodisperse colloidal suspensions with surprisingly high accuracy and is, thus, suitable to demonstrate relations between scattering measurements and microscopic properties of particles within undergraduate lab course projects. © 2016 IOP Publishing Ltd.","Institute for Multiscale Simulation, Friedrich-Alexander-Universtät Erlangen-Nürnberg, Germany",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985914639&doi=10.1088%2f0143-0807%2f37%2f5%2f055305&partnerID=40&md5=289cde01fae9de79f70188f218ec80de,cited By 4,055305,10.1088/0143-0807/37/5/055305,5,37,2016,European Journal of Physics,Inexpensive Mie scattering experiment for the classroom manufactured by 3D printing,"Scholz, C. and Sack, A. and Heckel, M. and Pöschel, T.",article,Scholz2016,EJPHD,"Brillouin scattering;  Hardware;  Particle size;  Suspensions (fluids);  Teaching, 3-D printing;  Colloidal suspensions;  Microscopic properties;  Mie scattering;  Open hardware;  Physics education;  Scattering measurements;  Undergraduate lab course, 3D printers",3D printing;  Mie scattering;  open hardware;  physics education experiments,,,,
636,Scopus,Conference Paper,IEEE Int. Conf. Electro Inform. Technol.,English,,21540357,IEEE Computer Society,"Straub, J.; Department of Computer Science, University of North DakotaUnited States; email: jeremy.straub@und.edu","The Open Prototype for Educational NanoSats (OPEN) was created with the goal of providing institutions worldwide with access to a set of low-cost designs that could be easily modified and augmented for mission-specific needs. The basic design set has been created for and used to construct the University of North Dakota's OpenOrbiter CubeSat, which is currently awaiting a NASA launch awarded through the Educational Launch of Nanosatellites program. This paper considers the value of the OPEN design in the context of re-use through the presentation and analysis of several other missions that have successfully made use of elements of the design. These include deployable solar panel development, a power beaming demonstration mission and developing a space 3D printer. © 2016 IEEE.","Department of Computer Science, University of North Dakota, Grand Forks, ND, United States",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984621294&doi=10.1109%2fEIT.2016.7535305&partnerID=40&md5=67bb3e2ba7c35980a901753d51d740b3,cited By 5,7535305,10.1109/EIT.2016.7535305,,2016-August,2016,IEEE International Conference on Electro Information Technology,Consideration of the versatility of the Open Prototype for Educational NanoSats CubeSat design,"Straub, J.",conference,Straub2016586,,"3D printers;  Design;  Education;  NASA;  Open source software;  Open systems;  Software engineering, Cubesat;  Low-cost design;  Open hardware;  Open Prototype for Educational NanoSats;  Power beaming;  Solar panels;  University of North Dakota, Nanosatellites",CubeSat;  Open Hardware;  Open Prototype for Educational NanoSats;  Open Source Software,586-591,9781467399852,,
637,Scopus,Article,Sensors,English,27527180,14248220,MDPI AG,"Piromalis, D.; Department of Natural Resources Management and Agricultural Engineering, Agricultural University of Athens, Iera Odoos 75, Greece; email: piromali@teipir.gr","Wireless Sensor and Actuators Networks (WSANs) constitute one of the most challenging technologies with tremendous socio-economic impact for the next decade. Functionally and energy optimized hardware systems and development tools maybe is the most critical facet of this technology for the achievement of such prospects. Especially, in the area of agriculture, where the hostile operating environment comes to add to the general technological and technical issues, reliable and robust WSAN systems are mandatory. This paper focuses on the hardware design architectures of the WSANs for real-world agricultural applications. It presents the available alternatives in hardware design and identifies their difficulties and problems for real-life implementations. The paper introduces SensoTube, a new WSAN hardware architecture, which is proposed as a solution to the various existing design constraints of WSANs. The establishment of the proposed architecture is based, firstly on an abstraction approach in the functional requirements context, and secondly, on the standardization of the subsystems connectivity, in order to allow for an open, expandable, flexible, reconfigurable, energy optimized, reliable and robust hardware system. The SensoTube implementation reference model together with its encapsulation design and installation are analyzed and presented in details. Furthermore, as a proof of concept, certain use cases have been studied in order to demonstrate the benefits of migrating existing designs based on the available open-source hardware platforms to SensoTube architecture. © 2016 by the authors; licensee MDPI, Basel, Switzerland.","Department of Natural Resources Management and Agricultural Engineering, Agricultural University of Athens, Iera Odoos 75, Athens, 11855, Greece; Department of Automation Engineering, Piraeus University of Applied Sciences (TEI of Piraeus), P. Ralli and Thivon 250, Egaleo, 12244, Greece",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982746790&doi=10.3390%2fs16081227&partnerID=40&md5=b908f66daf7e8ded3d6824a7fdc509b6,cited By 11,1227,10.3390/s16081227,8,16,2016,Sensors (Switzerland),Sensotube: A scalable hardware design architecture for wireless sensors and actuators networks nodes in the agricultural domain,"Piromalis, D. and Arvanitis, K.",article,Piromalis2016,,"Actuators;  Agriculture;  Computer hardware;  Design;  Energy management;  Hardware;  Network architecture;  Networks (circuits);  Radio;  Reconfigurable architectures;  Reconfigurable hardware;  Sensors;  Wireless sensor networks, Arduino;  Expandable platforms;  Functional requirement;  Open sources;  Proposed architectures;  Real-life implementations;  Socio-economic impacts;  Wireless sensor and actuators, Open systems, agriculture;  computer network;  devices;  equipment design;  human;  telemetry;  wireless communication, Agriculture;  Computer Communication Networks;  Equipment Design;  Humans;  Telemetry;  Wireless Technology",Actuators;  Agriculture;  Arduino;  ARM;  Energy management;  Expandable platforms;  Networks;  Open-source;  Sensors;  Wireless,,,,
638,Scopus,Article,J. Lab. Autom.,English,26763294,22110682,SAGE Publications Inc.,"Pearce, J.M.; Michigan Technological University, 601 M&M Building, 1400 Townsend Drive, United States; email: pearce@mtu.edu","The open-source release of self-replicating rapid prototypers (RepRaps) has created a rich opportunity for low-cost distributed digital fabrication of complex 3-D objects such as scientific equipment. For example, 3-D printable reactionware devices offer the opportunity to combine open hardware microfluidic handling with lab-on-a-chip reactionware to radically reduce costs and increase the number and complexity of microfluidic applications. To further drive down the cost while improving the performance of lab-on-a-chip paper-based microfluidic prototyping, this study reports on the development of a RepRap upgrade capable of converting a Prusa Mendel RepRap into a wax 3-D printer for paper-based microfluidic applications. An open-source hardware approach is used to demonstrate a 3-D printable upgrade for the 3-D printer, which combines a heated syringe pump with the RepRap/Arduino 3-D control. The bill of materials, designs, basic assembly, and use instructions are provided, along with a completely free and open-source software tool chain. The open-source hardware device described here accelerates the potential of the nascent field of electrochemical detection combined with paper-based microfluidics by dropping the marginal cost of prototyping to nearly zero while accelerating the turnover between paper-based microfluidic designs. © 2016, © 2016 Society for Laboratory Automation and Screening.","Department of Materials Science and Engineering, Michigan Technological University, Houghton, MI, United States; Department of Electrical and Computer Engineering, Michigan Technological University, Houghton, MI, United States; Department of Mechanical Engineering and Engineering Mechanics, Michigan Technological University, Houghton, MI, United States; Department of Chemical Engineering, Michigan Technological University, Houghton, MI, United States",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978535971&doi=10.1177%2f2211068215624408&partnerID=40&md5=959e1282302f6249fadfd1b36592ab4b,cited By 27,,10.1177/2211068215624408,4,21,2016,Journal of Laboratory Automation,Open-Source Wax RepRap 3-D Printer for Rapid Prototyping Paper-Based Microfluidics,"Pearce, J.M. and Anzalone, N.C. and Heldt, C.L.",article,Pearce2016510,,"Chemical detection;  Computer software;  Costs;  Hardware;  Information dissemination;  Lab-on-a-chip;  Open source software;  Open systems;  Paper;  Printing machinery;  Printing presses;  Reconfigurable hardware;  Software engineering;  Software prototyping;  Waxes, 3-D printing;  Digital fabrication;  ELectrochemical detection;  Free and open source softwares;  Micro fluidic applications;  Open-source hardwares;  Paper-based microfluidics;  Scientific equipment, Microfluidics, 1,3 butadiene;  acrylonitrile;  styrene, Article;  computer program;  cost benefit analysis;  electrochemical detection;  equipment design;  lab on a chip;  materials handling;  microfluidics;  nanofabrication;  open source wax reprap 3D printer;  printing;  process optimization;  syringe;  temperature;  three dimensional printing;  turnover time;  devices;  microfluidics;  paper;  procedures;  software, Costs;  Detection;  Printers;  Three Dimensional Design, Microfluidics;  Paper;  Printing, Three-Dimensional;  Software",3-D printing;  electrochemical detection;  lab-on-a-chip;  paper-based microfluidics;  wax,510-516,,,
639,Scopus,Conference Paper,"Proc. Technol. Appl. Electron. Teach., TAEE",English,,,Institute of Electrical and Electronics Engineers Inc.,"Brox, P.; Instituto de Microelectrónica de Sevilla, Universidad de Sevilla, CSIC, Américo Vespucio s/n, Spain; email: brox@imse-cnm.csic.es",Different sensory systems that are implemented using the open hardware platform Arduino are described in this paper. These projects are developed by students from the last course of Bachelor Physics Degree at the University of Seville. The educational purpose of the development of this kind of project is to apply their acquired knowledge in electronics to solve a specific problem. © 2016 IEEE.,"Instituto de Microelectrónica de Sevilla, Universidad de Sevilla, CSIC, Américo Vespucio s/n, Seville, Spain; Department of Electronics and Electromagnetism, Universidad de Sevilla, Avda. Reina Mercedes s/n, Seville, Spain; Avanza Externalización de Servicios S.A., Spain",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992143329&doi=10.1109%2fTAEE.2016.7528356&partnerID=40&md5=f65cfe7946260d49ec10bdd7d8cd915e,cited By 5,7528356,10.1109/TAEE.2016.7528356,,,2016,"Proceedings of 2016 Technologies Applied to Electronics Teaching, TAEE 2016",Design of sensory systems using the platform Arduino by undergraduate Physics students,"Brox, P. and Huertas-Sánchez, G. and López-Angulo, A. and Álvarez-Mora, M. and Haya, I.",conference,Brox2016,,"Education;  Students;  Teaching, Open hardware;  Sensory system;  Seville;  Specific problems, E-learning",,,9781509022649,,
640,Scopus,Article,J. Lab. Autom.,English,26763293,22110682,SAGE Publications Inc.,"Pearce, J.M.; Michigan Technological University, 601 M&M Building, 1400 Townsend Drive, United States; email: pearce@mtu.edu","The combination of open-source software and hardware provides technically feasible methods to create low-cost, highly customized scientific research equipment. Open-source 3-D printers have proven useful for fabricating scientific tools. Here the capabilities of an open-source 3-D printer are expanded to become a highly flexible scientific platform. An automated low-cost 3-D motion control platform is presented that has the capacity to perform scientific applications, including (1) 3-D printing of scientific hardware; (2) laboratory auto-stirring, measuring, and probing; (3) automated fluid handling; and (4) shaking and mixing. The open-source 3-D platform not only facilities routine research while radically reducing the cost, but also inspires the creation of a diverse array of custom instruments that can be shared and replicated digitally throughout the world to drive down the cost of research and education further. © 2016, © 2016 Society for Laboratory Automation and Screening.","Department of Materials Science and Engineering, Michigan Technological University, Houghton, MI, United States; Department of Electrical and Computer Engineering, Michigan Technological University, Houghton, MI, United States",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978472420&doi=10.1177%2f2211068215624406&partnerID=40&md5=08e1c5765f38367b57b0598e417e8a91,cited By 24,,10.1177/2211068215624406,4,21,2016,Journal of Laboratory Automation,Open-Source 3-D Platform for Low-Cost Scientific Instrument Ecosystem,"Zhang, C. and Wijnen, B. and Pearce, J.M.",article,Zhang2016517,,"Costs;  Hardware;  Laboratories;  Open systems;  Printing;  Printing machinery;  Printing presses;  Reconfigurable hardware;  Software engineering, 3-D platform;  3-D printing;  Fluid handling;  Laboratory equipments;  Open-source hardwares, Open source software, computer program;  controlled study;  ecosystem;  education;  human;  human experiment;  liquid;  motion;  three dimensional printing;  cost;  devices;  economics;  equipment design;  medical research;  software;  three dimensional printing, Biomedical Research;  Costs and Cost Analysis;  Equipment Design;  Printing, Three-Dimensional;  Software",3-D platform;  3-D printing;  fluid handling;  laboratory equipment;  open-source hardware,517-525,,,
641,Scopus,Article,PLoS ONE,English,27560139,19326203,Public Library of Science,,"The maker movement has shown how off-the-shelf devices can be combined to perform operations that, until recently, required expensive specialized equipment. Applying this philosophy to microfluidic devices can play a fundamental role in disseminating these technologies outside specialist labs and into industrial use. Here we show how nanoliter droplets can be manipulated using a commercial DVD writer, interfaced with an Arduino electronic controller. We couple the optical setup with a droplet generation and manipulation device based on the ""confinement gradients"" approach. This device uses regions of different depths to generate and transport the droplets, which further simplifies the operation and reduces the need for precise flow control. The use of robust consumer electronics, combined with open source hardware, leads to a great reduction in the price of the device, as well as its footprint, without reducing its performance compared with the laboratory setup. © 2016 Frot et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","LadHyX, Department of Mechanics, Ecole Polytechnique, CNRS, Palaiseau, France",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990051045&doi=10.1371%2fjournal.pone.0161490&partnerID=40&md5=a65e11d469eda04b80c5496d4721c7b8,cited By 4,e0161490,10.1371/journal.pone.0161490,8,11,2016,PLoS ONE,Frugal droplet microfluidics using consumer opto-electronics,"Frot, C. and Taccoen, N. and Baroud, C.N.",article,Frot2016,POLNC,"Article;  calculation;  calibration;  computer;  diode laser;  DVD laser;  DVD lens;  electronics;  general device;  geometry;  hydrodynamics;  hydrophobicity;  laser;  lens (optics);  microfluidics;  reproducibility;  temperature;  computer interface;  devices;  equipment design;  lab on a chip;  microfluidic analysis;  microfluidics;  surface property, water, Calibration;  Electronics;  Equipment Design;  Lab-On-A-Chip Devices;  Lasers;  Microfluidic Analytical Techniques;  Microfluidics;  Surface Properties;  Temperature;  User-Computer Interface;  Water",,,,,
642,Scopus,Conference Paper,2015 IEEE Brasil RFID,English,,,Institute of Electrical and Electronics Engineers Inc.,,"As the company and its volume of stored products grow, errors in the products inventory checkpoint are quite common due to both human failures and the lack of additional resources. Costs also come from the need to control the inventory and the information of stored products, where companies often hire specialized professionals in products inventory and in gathering information to carry out this task. Once they are stored in a disorganized way. The system is a software for inventory control, focusing on Radio Frequency Identification Technology (RFID) integrated into the Open Source Hardware board Radiuino, which offers great advantage because of the implementation cost. All of this resumes in a technology that is increasingly gaining share for being used in many technological areas. Based upon the information gathered, we developed a software using this technology to control the products in stock. In doing so, we monitor the ins and outs of the products flow, as well as addressing them in stock. This process facilitates the control, the maintenance and the dispatch of the internal products of the company. © 2015 IEEE.","College of Information Technology, University Center Nossa Senhora Do Patrocinio, Itu, Brazil",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984636466&doi=10.1109%2fBrasilRFID.2015.7523842&partnerID=40&md5=41c750ca4f960bcac73a1df03e3d2da9,cited By 0,7523842,10.1109/BrasilRFID.2015.7523842,,,2016,2015 IEEE Brasil RFID,Inventory control with RFID integration,"Dematos, W.G.B. and Ueda, M. and De Camargo, T.R. and Morais, A.",conference,Dematos201652,,"Inventory control;  Open source software;  Open systems, Human failure;  Implementation cost;  Open-source hardwares;  Radio frequency identification technology, Radio frequency identification (RFID)",,52-54,9781509010684,,
643,Scopus,Note,Telematics Inf,English,,07365853,Elsevier Ltd,"Shin, D.-H.; Department of Interaction Science, Sungkyunkwan University, Jongro-gu International Hall, 53 Myungryun-dong, South Korea; email: dshin@skku.edu","This paper proposes the use of OSHW to successfully penetrate the Internet of Things (IoT) market by using a social platform with a new interdisciplinary perspective rather than through the use of existing technical approaches. Snowball sampling was used in this study to survey 300 people who work and have had experiences with online brand communities for open source hardware (OSHW) at Fab Lab Seoul. The findings of this study indicate that content, consumer support, user interface, and reward are among the five factors that trigger an online brand community to develop a social OSHW platform. However, this study also found that brand reputation was insignificant relative to activating a social media platform for open-source software. In addition, activating a social platform for OSHW can positively affect to the brand community's loyalty for OSHW, which means that social platform innovation for OSHW can help form the positive attitude necessary to develop and diffuse an OSHW culture in a rapidly changing ICT ecosystem. This can be an important strategy for OSHW business and can contribute to the growth of the IoT market in South Korea. © 2015 Elsevier Ltd. All rights reserved.","Department of Interaction Science, Sungkyunkwan University, Jongro-gu International Hall, 53 Myungryun-dong, Seoul, 110-745, South Korea",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937833462&doi=10.1016%2fj.tele.2015.07.004&partnerID=40&md5=5aaab2c8729fee0033f038c47f453252,cited By 10,,10.1016/j.tele.2015.07.004,1,33,2016,Telematics and Informatics,Social platform innovation of open source hardware in South Korea,"Kim, T. and Shin, D.-H.",article,Kim2016217,TEINE,"Chemical activation;  Commerce;  Hardware;  Internet of things;  Open systems;  User interfaces, Brand reputation;  Consumer support;  Internet of thing (IOT);  Internet of Things (IOT);  Open-source hardwares;  Positive attitude;  Social media platforms;  Social platform, Open source software",Internet of Things (IoT);  Open source hardware (OSHW);  Social platform,217-226,,,
644,Scopus,Conference Paper,"IEEE Colombian Conf. Commun. Comput., COLCOM - Conf. Proc.",Spanish,,,Institute of Electrical and Electronics Engineers Inc.,"Alvarez-Lopez, R.A.; Departamento de Ingeniería Electrónica, Universidad de SucreColombia; email: ramon.alvarez@unisucre.edu.co",Currently the scientific community research on new architectures aimed at reducing costs of implementing management systems for electricity in homes. Becoming more common is the use of open source and hardware in the development of home energy management systems. In this article a new architecture of a HEM system based on open source and hardware is proposed. © 2016 IEEE.,"Departamento de Ingeniería Electrónica, Universidad de Sucre, Sincelejo, Colombia",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983420801&doi=10.1109%2fColComCon.2016.7516407&partnerID=40&md5=18a962f92eb9ddf9f74098a74814902f,cited By 0,7516407,10.1109/ColComCon.2016.7516407,,,2016,"2016 IEEE Colombian Conference on Communications and Computing, COLCOM 2016 - Conference Proceedings",New approach to energy management system for home based on open source and hardware,"Alvarez-Lopez, R.A.",conference,Alvarez-Lopez2016,,"Energy management;  Hardware;  Open systems;  Reconfigurable hardware, Home energy management systems;  Home-based;  Management systems;  New approaches;  Open hardware;  Open sources;  Reducing costs;  Scientific community, Energy management systems",home energy management system;  open hardware;  open source,,9781509010844,Garcia L.,
645,Scopus,Conference Paper,"Int. Conf. Recent Adv. Inf. Technol., RAIT",English,,,Institute of Electrical and Electronics Engineers Inc.,,"To distinguish the classes of unknown data, classification is an important technique. If implemented on hardware these techniques provide more accuracy, faster response in real time predictions than any software implementation. Existing hardware implementations are not at all cost effective, and require specific knowledge of hardware platform. In this paper a cost effective implementation of a statistical classifier has been proposed on Raspberry Pi, an open source hardware platform. This proposed implementation provides on board training of the classifier and real time class prediction. Moreover, it does not require knowledge about the hardware platform to classify the data. © 2016 IEEE.","Department of Computer Science and Engineering, Indian School of Mines, Dhanbad, Jharkhand, India",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998678704&doi=10.1109%2fRAIT.2016.7507913&partnerID=40&md5=5b121a5d7fc9672c43a40a5652714e02,cited By 1,7507913,10.1109/RAIT.2016.7507913,,,2016,"2016 3rd International Conference on Recent Advances in Information Technology, RAIT 2016",Hardware implementation of Naive Bayes classifier: A cost effective technique,"Seth, H.R. and Banka, H.",conference,Seth2016264,,"Classifiers;  Cost effectiveness;  Costs;  Data mining;  Hardware;  Learning systems;  Open source software;  Open systems;  Statistical tests, Bayesian classifier;  Cost-effective implementations;  Hardware implementations;  Naive Bayes classifiers;  Open-source hardwares;  Software implementation;  Statistical classifier;  Training dataset, Classification (of information)",Bayesian Classifier;  Classification;  Classifier;  Data Mining;  Naive Bayes Classifier;  Raspberry Pi;  Test Dataset;  Training Dataset,264-267,9781479985791,,
646,Scopus,Conference Paper,Conf Proc IEEE SOUTHEASTCON,English,,07347502,Institute of Electrical and Electronics Engineers Inc.,,"In order to support the remote training of Mission Critical Operators, a standard interface and interconnection architecture had to be developed. While many others have created schemes for remote operation of equipment, many tend to either be customized to a target hardware, lack the requisite security protocols, or not be scalable. We have created such an architecture, leveraging existing commercial or open source hardware and software, and creating customizations where necessary to integrate the parts into an entire system. The result is an experience that connects students with industrially relevant hardware and software in a manner that approximates an industrial operator involved in remotely troubleshooting or configuring a networked remote resource. © 2016 IEEE.","Williams States Lee College of Engineering, University of North Carolina at Charlotte, United States",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980000133&doi=10.1109%2fSECON.2016.7506712&partnerID=40&md5=9d895ebde06a5321f89fbba2b7d86354,cited By 1,7506712,10.1109/SECON.2016.7506712,,2016-July,2016,Conference Proceedings - IEEE SOUTHEASTCON,Development of a remote laboratory architecture for Mission Critical Operations instruction,"Williams, W.B. and Browne, A.F.",conference,Williams2016,CPISD,"Hardware;  Network security;  Open source software;  Personnel training;  Programmable logic controllers;  Reconfigurable hardware;  Robots, Hardware and software;  Interconnection architecture;  Mission-critical operations;  myRIO;  Open-source hardwares;  Remote laboratories;  Security protocols;  Standard interface, Open systems",Mission Critical Operations;  myRIO;  PLC;  robot,,9781509022465,,
647,Scopus,Article,City,English,,13604813,Routledge,,"After many struggles from disability rights and independent-living advocates, urban accessibility has gradually become a concern for many urban planners across post-industrial countries. In this paper, based on ethnographic fieldwork studies in Barcelona working with urban accessibility professionals and activists, we argue for the importance of the ‘documentation interfaces’ created in their struggles: that is, the relational processes to collaboratively build multi-media accounts in a diversity of formats seeking to enforce different translations of bodily needs into specific urban accessibility arrangements. In discussion with the asymmetries that the ongoing expertization of accessibility might be opening up, we would like to foreground these apparently irrelevant practices as an interesting site to reflect on how urban accessibility struggles might allow us to rethink the project of technical democracy and its applications to urban issues. Two cases are analyzed: (1) the creation of Streets for All, a platform to contest and to sensitize technicians and citizens alike of the problems of ‘shared streets’ for the blind and partially sighted led by the Catalan Association for the Blind; and (2) the organization of the Tinkerthon, a DIY and open-source hardware workshop boosted by En torno a la silla to facilitate the creation of a network of tinkerers seeking to self-manage accessibility infrastructures. These cases not only bring to the fore different takes on the democratization of the relations between technical professionals and disability rights advocates, but also offer different approaches to the politics of universals in the design of urban accessibility arrangements. © 2016 Informa UK Limited, trading as Taylor & Francis Group.","Munich Center for Technology in Society & Department of Architecture, TU München, Germany; Universitat Autònoma de Barcelona, Spain",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988023762&doi=10.1080%2f13604813.2016.1194004&partnerID=40&md5=d9e00719aa273a5516929f04ad2fd286,cited By 1,,10.1080/13604813.2016.1194004,4,20,2016,City,Urban accessibility issues: Techno-scientific democratizations at the documentation interface,"Sánchez Criado, T. and Cereceda Otárola, M.",article,SánchezCriado2016619,,,disability;  documentation interfaces;  technical democracy;  universal design;  urban accessibility,619-636,,,
648,Scopus,Conference Paper,Proc. Real Time Syst. Symp.,English,,10528725,Institute of Electrical and Electronics Engineers Inc.,,"Having a shared and accurate sense of time is critical to distributed Cyber-Physical Systems (CPS) and the Internet of Things (IoT). Thanks to decades of research in clock technologies and synchronization protocols, it is now possible to measure and synchronize time across distributed systems with unprecedented accuracy. However, applications have not benefited to the same extent due to limitations of the system services that help manage time, and hardware-OS and OS-application interfaces through which timing information flows to the application. Due to the importance of time awareness in a broad range of emerging applications, running on commodity platforms and operating systems, it is imperative to rethink how time is handled across the system stack. We advocate the adoption of a holistic notion of Quality of Time (QoT) that captures metrics such as resolution, accuracy, and stability. Building on this notion we propose an architecture in which the local perception of time is a controllable operating system primitive with observable uncertainty, and where time synchronization balances applications' timing demands with system resources such as energy and bandwidth. Our architecture features an expressive application programming interface that is centered around the abstraction of a timeline - a virtual temporal coordinate frame that is defined by an application to provide its components with a shared sense of time, with a desired accuracy and resolution. The timeline abstraction enables developers to easily write applications whose activities are choreographed across time and space. Leveraging open source hardware and software components, we have implemented an initial Linux realization of the proposed timeline-driven QoT stack on a standard embedded computing platform. Results from its evaluation are also presented. © 2016 IEEE.","Department of Electrical Engineering, University of California Los Angeles, Los Angeles, CA, United States; Department of Electrical and Computer Engineering, Carnegie Mellon University, Pittsburgh, PA, United States",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011649732&doi=10.1109%2fRTSS.2016.027&partnerID=40&md5=c7a1c03448880ddec2b71d651f96e6e7,cited By 8,7809855,10.1109/RTSS.2016.027,,0,2016,Proceedings - Real-Time Systems Symposium,Timeline: An Operating System Abstraction for Time-Aware Applications,"Anwar, F. and Dsouza, S. and Symington, A. and Dongare, A. and Rajkumar, R. and Rowe, A. and Srivastava, M.",conference,Anwar2016191,PRSYE,"Abstracting;  Application programming interfaces (API);  Computer operating systems;  Embedded systems;  Hardware;  Information management;  Interactive computer systems;  Internet of things;  Open source software;  Open systems;  Synchronization, Application interfaces;  Cyber-Physical System (CPS);  Distributed real time system;  Emerging applications;  Internet of thing (IOT);  Open-source hardwares;  Synchronization protocols;  Time synchronization, Real time systems",choreographed scheduling;  distributed real-time systems;  time synchronization,191-202,9781509053025,,
