"","x"
"749","an open-source verification framework for open-source cores: a risc-v case study"
"750","an open-source verification framework for open-source cores: a risc-vcase study"
"751","an open-source, automated home-cage sipper device for monitoring liquid ingestive behavior in rodents"
"752","an open-source, automated home-cage sipper device for monitoring liquidingestive behavior in rodents"
"753","an optimal budget assignment of real-time query processing for wireless sensor networks in context of the internet of things"
"754","an optimal budget assignment of real-time query processing for wirelesssensor networks in context of the internet of things"
"755","an out-of-core high-resolution fft algorithm for determining large-scaleimperfections of surface potentials in crystals"
"756","an sdr-based reconfigurable multicarrier transceiver for terrestrial and satellite communications"
"757","an sdr-based reconfigurable multicarrier transceiver for terrestrial andsatellite communications"
"758","an upper extremity rehabilitation system using efficient vision-based action identification techniques"
"759","an upper extremity rehabilitation system using efficient vision-basedaction identification techniques"
"760","an x-ray tomograph based on a flat panel detector"
"761","analysis and design of secure massive mimo systems in the presence of hardware impairments"
"762","analysis and design of secure massive mimo systems in the presence ofhardware impairments"
"763","analysis and implementation hardware-software of rijndael encryption"
"764","analysis and mitigation of rf iq imbalance in eigenvalue based multichannel spectrum sensing"
"765","analysis and mitigation of rf iq imbalance in eigenvalue basedmultichannel spectrum sensing"
"766","analysis of aggressive driver behaviour using data fusion"
"767","analysis of aggressive driver behaviour using data fusion"
"768","analysis of closely related antioxidant nutraceuticals using the green analytical methodology of ann and smart spectrophotometric methods"
"769","analysis of closely related antioxidant nutraceuticals using the greenanalytical methodology of ann and smart spectrophotometric methods"
"770","analysis of electrical and physicochemical properties of gis spacer with long-term service"
"771","analysis of electrical and physicochemical properties of gis spacer withlong-term service"
"772","analysis of roughness index of a flexible pavement using low cost instrumentation"
"773","analysis of the increase of matching points for accuracy improvement in 3d reconstruction using stereo cctv image data"
"774","analyzing the security of bluetooth low energy"
"775","analyzing the security of bluetooth low energy"
"776","android application based monitoring and controlling of movement of a remotely controlled robotic car mounted with various sensors via bluetooth"
"777","android application based monitoring and controlling of movement of aremotely controlled robotic car mounted with various sensors viabluetooth"
"778","anim-actor: understanding interaction with digital puppetry usinglow-cost motion capture"
"779","anima: non-conventional brain-computer interfaces in robot controlthrough electroencephalography and electrooculography, arp module"
"780","animating architecture coupling high-definition sensing withhigh-definition actuation"
"781","api for communication between labview and arduino uno"
"782","api for communication between labview and arduino uno"
"783","application of an ultra-wide band sensor-free wireless network for ground monitoring"
"784","application of an ultra-wide band sensor-free wireless network forground monitoring"
"785","application of fast laser deprocessing techniques on large cross-sectional view area sample with fib-sem dual beam system"
"786","application of fast laser deprocessing techniques on largecross-sectional view area sample with fib-sem dual beam system"
"787","application of fuzzy logic and lukasiewicz operators for image contrastcontrol"
"788","application of remote experiments in basic education through mobile devices"
"789","application of remote experiments in basic education through mobiledevices"
"790","application of safety inspections for evaluation of two-lane regional roads in poland"
"791","application of virtual interface of interactive teaching materials for children with developmental disabilities"
"792","application of virtual interface of interactive teaching materials forchildren with developmental disabilities"
"793","application of wechat mini-program and wi-fi soc in agricultural iot: a low-cost greenhouse monitoring system"
"794","application of wechat mini-program and wi-fi soc in agricultural iot: alow-cost greenhouse monitoring system"
"795","application-specific node clustering of ir-uwb sensor networks with twoclasses of nodes"
"796","applying compressive sensing to tem video: a substantial frame rate increase on any camera"
"797","applying compressive sensing to tem video: a substantial frame rateincrease on any camera"
"798","approach in planning the deployment of 868 mhz rf modules in wsn scenarios"
"799","approach in planning the deployment of 868 mhz rf modules in wsnscenarios"
"800","approaches to open source 3-d printable probe positioners and micromanipulators for probe stations"
"801","aracna: an open-source quadruped platform for evolutionary robotics"
"802","arc discharge detectors for the ciads superconducting rf cavities"
"803","archeorobotics. open robotic applications and extreme archeology"
"804","archeorobotics. open robotic applications and extreme archeology [archeorobotics. applicazioni robotiche aperte e archeologia estrema]"
"805","architecture and implementation of openpet firmware and embedded software"
"806","architecture and implementation of openpet firmware and embeddedsoftware"
"807","architecture based on open source hardware and software for designing areal-time vehicle tracking device"
"808","architecture for distributed monitoring based on smart sensor and webservice"
"809","ard-mu-copter: a simple open source quadcopter platform"
"810","ard-μ-copter: a simple open source quadcopter platform"
"811","arduino and nagios integration for monitoring"
"812","arduino and nagios integration for monitoring"
"813","arduino etoys a programming platform for arduino on physical etoys"
"814","arduino i: getting started"
"815","arduino microcontroller processing for everyone! third edition barrett"
"816","arduino microcontroller: processing for everyone"
"817","are you dreaming? a phenomenological study on understanding lucid dreams as a tool for introspection in virtual reality"
"818","are you dreaming? a phenomenological study on understanding lucid dreamsas a tool for introspection in virtual reality"
"819","area efficient architecture of hyperbolic functions for high frequency applications"
"820","area efficient architecture of hyperbolic functions for high frequencyapplications"
"821","arma-based spectral bandwidth for evaluation of bowel motility by the analysis of bowel sounds"
"822","arma-based spectral bandwidth for evaluation of bowel motility by theanalysis of bowel sounds"
"823","arthroscopic removal of symptomatic proximal humerus locking plates with bone-void filler augmentation"
"824","arthroscopic removal of symptomatic proximal humerus locking plates withbone-void filler augmentation"
"825","assembling a smart phone controlled surveillance unmanned quadcopter"
"826","assembling a smart phone controlled surveillance unmanned quadcopter"
"827","assessing the accuracy of vehicle event data based on can messages"
"828","assessing the openness and conviviality of open source technology: the case of the wikihouse"
"829","assessing the openness and conviviality of open source technology: thecase of the wikihouse"
"830","assessment of diagnostic test for automated bug localization"
"831","assessment of diagnostic test for automated bug localization"
"832","assessment of internet-based tele-medicine in africa (the raft project)"
"833","assistive technology prescription from the principles of socialtechnology: the occupational therapy students view"
"834","assistive technology prescription from the principles of socialtechnology: the occupational therapy students view"
"835","atacama: an open fpga-based platform for mixed-criticality communication in multi-segmented ethernet networks"
"836","atacama: an open fpga-based platform for mixed-criticality communicationin multi-segmented ethernet networks"
"837","atoms want to be free too! expanding the critique of in-tellectual property to physical goods"
"838","attitude control of inverted pendulums using reaction wheels: comparison between using one and two actuators"
"839","attitude control of inverted pendulums using reaction wheels: comparisonbetween using one and two actuators"
"840","attitude determination system based on rotation mechanism and beidou reiceivers"
"841","attitude determination system based on rotation mechanism and beidoureiceivers"
"842","audio-communication subsystem module for yrobot - a modular educational robotic platform"
"843","audio-communication subsystem module for yrobot - a modular educationalrobotic platform"
"844","audiomoth: evaluation of a smart open acoustic device for monitoring biodiversity and the environment"
"845","audiomoth: evaluation of a smart open acoustic device for monitoringbiodiversity and the environment"
"846","augmented reality applications for future manufacturing"
"847","augmented reality interfaces for additive manufacturing"
"848","augmented reality interfaces for additive manufacturing"
"849","augmented reality maintenance training with intel depth camera"
"850","augmented reality maintenance training with intel depth camera"
"851","automated capture of paper-based evaluations to provide early feedback to students"
"852","automated capture of paper-based evaluations to provide early feedbackto students"
"853","automated code generation for nfc-based access control"
"854","automated experimental procedure using sensors and arduino"
"855","automated experimental procedure using sensors and arduino"
"856","automated hydroponic modular system"
"857","automated in-vehicle data collection and treatment for existing roadwayalignment"
"858","automated seed sowing machine using atmega2560"
"859","automated sprayer system for variable rate application of pesticides"
"860","automated sprayer system for variable rate application of pesticides"
"861","automated triage parameters estimation from ecg"
"862","automated triage parameters estimation from ecg"
"863","automatic 3-d modeling of textured cultural heritage objects"
"864","automatic control for laboratory sterilization process based on arduino hardware"
"865","automatic evaluation of gastrointestinal motor activity through the analysis of bowel sounds"
"866","automatic multi-layer integration in optical-circuit-packet transport network"
"867","automatic multi-layer integration in optical-circuit-packet transportnetwork"
"868","automatic parameter configuration: a case study on a rehabilitation oriented human limb tracking algorithm"
"869","automatic parameter configuration: a case study on a rehabilitationoriented human limb tracking algorithm"
"870","automatically generated embedded model predictive control: moving an industrial pc-based mpc to an embedded platform"
"871","automatically generated embedded model predictive control: moving anindustrial pc-based mpc to an embedded platform"
"872","automation in hardware-in-the-loop units development and integration"
"873","automation of a cnc lathe using open architecture"
"874","automation of a temporary immersion technique based on open platforms of hardware and software [automatización de un sistema de inmersión temporal con base en plataformas abiertas de hardware y software]"
"875","automation of a test bench for aluminum anodizing"
"876","automation of small-scale with open hardware"
"877","automatized separation of fractions from petroleum based on spectrophotometric signal derivative using open-source hardware for the determination of ni and v linked to porphyrins"
"878","automatized separation of fractions from petroleum based onspectrophotometric signal derivative using open-source hardware for thedetermination of ni and v linked to porphyrins"
"879","autonomous dead-reckoning mobile robot navigation system withintelligent precision calibration"
"880","autonomous ground reconnaissance drone using robot operating system (ros)"
"881","autonomous mobile robots for outdoor tasks"
"882","autonomous navigation in vineyards with deep learning at the edge"
"883","autonomous open-source hardware apparatus for quantum key distribution"
"884","autonomous open-source hardware apparatus for quantum key distribution"
"885","autonomous robotic street sweeping: initial attempt for curbside sweeping"
"886","autonomous robotic street sweeping: initial attempt for curbsidesweeping"
"887","axial flux permanent magnet generator design for low cost manufacturing of small wind turbines"
"888","bacteria-in-paper, a versatile platform to study bacterial ecology"
"889","bacteria-in-paper, a versatile platform to study bacterial ecology"
"890","bad to the bone: crafting electronic systems with beaglebone black, second edition"
"891","bart: smart biochemistry, bright bioluminescence, low-cost hardware"
"892","bart: smart biochemistry, bright bioluminescence, low-cost hardware"
"893","battery health management for small-size rotary-wing electric unmanned aerial vehicles: an efficient approach for constrained computing platforms"
"894","battery health management for small-size rotary-wing electric unmannedaerial vehicles: an efficient approach for constrained computingplatforms"
"895","bayesian network approach to vehicle mode monitoring using embedded system with 3-axis accelerometer"
"896","beach profiles: should the emery rod method be discarded?"
"897","beach profiles: should the emery rod method be discarded? [perfis de praia: deve o método das balizas de emery ser abandonado?]"
"898","beammaker: an open hardware high-resolution digital fabricator for the masses"
"899","beammaker: an open hardware high-resolution digital fabricator for themasses"
"900","bedroom monitoring system for isolated elderly people and patients"
"901","behaviors for physical cooperation between robots for mobilityimprovement"
"902","believe me, don’t believe the hype"
"903","belt-driven open source circuit mill using low-cost 3-d printer components"
"904","benchmarking of local feature detectors and descriptors for multispectral relative navigation in space"
"905","benchmarking of local feature detectors and descriptors formultispectral relative navigation in space"
"906","benefits of motion constraining for robust, low-cost, dual-frequency gnss ppp + mems imu navigation"
"907","best practices and pitfalls in open source hardware"
"908","best practices and pitfalls in open source hardware"
"909","beyond earthworm: keeping the promise"
"910","bfloat16 processing for neural networks"
"911","bidirectional wavelength-division multiplexing transmission over installed fibre using a simplified optical coherent access transceiver"
"912","bidirectional wavelength-division multiplexing transmission overinstalled fibre using a simplified optical coherent access transceiver"
"913","big data in chemicals sector"
"914","big data in the chemicals sector"
"915","bio-inspired approach for energy aware cluster head selection inwireless sensor networks"
"916","bio-inspired controller on an fpga applied to closed-loop diaphragmatic stimulation"
"917","bio-lnspired controller on an fpga applied to closed-loop diaphragmaticstimulation"
"918","biomedical signal processing: designing an engineering laboratory course using low-cost hardware and software"
"919","biomedical signal processing: designing an engineering laboratory courseusing low-cost hardware and software"
"920","biometric identification using infrared dorsum hand vein images"
"921","biometric verification of maternity and identity switch prevention in maternity wards"
"922","biometric verification of maternity and identity switch prevention inmaternity wards"
"923","bipolar transistor application for «on-line» neutron fluence registration"
"924","bipolar transistor application for'on-line' neutron fluenceregistration"
"925","bit: biosignal igniter toolkit"
"926","bit: biosignal igniter toolkit"
"927","black-box modeling of three-phase voltage source inverters for system-level analysis"
"928","black-box modeling of three-phase voltage source inverters forsystem-level analysis"
"929","blended learning in electronics and automation engineering: a study ofsoftware and hardware needs for practical teaching"
"930","blinkies: open source sound-to-light conversion sensors for large-scale acoustic sensing and applications"
"931","blinkies: open source sound-to-light conversion sensors for large-scaleacoustic sensing and applications"
"932","body temperature and electrocardiogram monitoring using an sms-basedtelemedicine system"
"933","bone structure monitoring systems applied to physiotherapy of children with cerebral palsy"
"934","bone structure monitoring systems applied to physiotherapy of childrenwith cerebral palsy"
"935","brain computer interface based communicator for persons in locked-in state"
"936","brain computer interface based communicator for persons in locked-instate"
"937","brainwave enabled multifunctional, communication, controlling and speech signal generating system"
"938","brainwave enabled multifunctional, communication, controlling and speechsignal generating system"
"939","bram-based function reuse for multi-core architectures in fpgas"
"940","bram-based function reuse for multi-core architectures in fpgas"
"941","bridging digital divide: 'village wireless lan', a low cost network infrastructure solution for digital communication, information dissemination and education in rural bangladesh"
"942","bridging digital divide:'village wireless lan', a low cost networkinfrastructure solution for digital communication, informationdissemination \& education in rural bangladesh"
"943","bridging the gap between hardware and software open source network developments"
"944","bridging the gap between hardware and software open source networkdevelopments"
"945","bringing robotics to formal education: the thymio open-source hardware robot"
"946","bringing up opensky: a large-scale ads-b sensor network for research"
"947","bringing up opensky: a large-scale ads-b sensor network for research"
"948","build your firm with strangers?: longitudinal studies on open source hardware firm growth"
"949","build your firm with strangers?: longitudinal studies on open sourcehardware firm growth"
"950","building a maker community around an open hardware platform"
"951","building a maker community around an open hardware platform"
"952","building a soc for industrial applications based on leon microprocessorand a gnu/linux distribution"
"953","building a tangible serious game framework for elementary spatial and geometry concepts"
"954","building a tangible serious game framework for elementary spatial andgeometry concepts"
"955","building a wireless community network in the netherlands"
"956","building an online defect detection system for large-scale photovoltaic plants"
"957","building an open source linux computing system on risc-v"
"958","building gsm network in extreme conditions"
"959","building gsm network in extreme conditions"
"960","building highly available control system applications with advancedtelecom computing architecture and open standards"
"961","building industrial cps with the iec 61499 standard on low-cost hardware platforms"
"962","building industrial cps with the iec 61499 standard on low-cost hardwareplatforms"
"963","building research equipment with free, open-source hardware"
"964","building research equipment with free, open-source hardware"
"965","building the internet of things with bluetooth smart"
"966","building the internet of things with bluetooth smart"
"967","bulbrobot – inexpensive open hardware and software robot featuring catadioptric vision and virtual sonars"
"968","bupigo: an open and extensible platform for visually-guided swarm robots"
"969","bupigo: an open and extensible platform for visually-guided swarm robots"
"970","byoc: a bring your own core framework for heterogeneous-isa research"
"971","ca based design of fault detection unit for hierarchical directories in scalable cmps"
"972","ca based design of fault detection unit for hierarchical directories inscalable cmps"
"973","calibration of a low-cost 3d printed rain gauge utilizing an open-source arduino platform"
"974","can standards and regulations keep up with health technology?"
"975","cap floor - a flexible capacitive indoor localization system"
"976","capfloor - a flexible capacitive indoor localization system"
"977","capturing photorealistic and printable 3d models using low-cost hardware"
"978","cardiopulmonary resuscitation in resource-limited health systems-considerations for training and delivery"
"979","cardiopulmonary resuscitation in resource-limited healthsystems-considerations for training and delivery"
"980","carton project: do-it-yourself approach to turn a smartphone into a smart eyewear"
"981","case studies in the personal fabrication of electronic products"
"982","case study of dynamically reconfigurable architecture implementing awatershed segmentation"
"983","cellular bandwidth prediction for highly automated driving evaluation of machine learning approaches based on real-world data"
"984","cellular phone-based bofeedback to treat physical and mental disorders"
"985","centralized channel allocation algorithm for ieee 802.11 networks"
"986","centralized channel allocation algorithm for ieee 802.11 networks"
"987","centralized server application for air transportation security systems"
"988","centralized server application for air transportation security systems"
"989","ceta: open, affordable and portable mixed-reality environment for low-cost tablets"
"990","ceta: open, affordable and portable mixed-reality environment forlow-cost tablets"
"991","challenges in developing intelligent geosystems (and the pros/cons of interdisciplinary research)"
"992","challenges in developing intelligent geosystems (and the pros/cons ofinterdisciplinary research)"
"993","change detection in streetscapes from gps coordinated omni-directionalimage sequences"
"994","changes of affective states in intelligent tutoring system to improve feedbacks through low-cost and open electroencephalogram and facial expression"
"995","characteristic fingerprint based on low polar constituents for discrimination of wolfiporia extensa according to geographical origin using uv spectroscopy and chemometrics methods"
"996","characteristic fingerprint based on low polar constituents fordiscrimination of wolfiporia extensa according to geographical originusing uv spectroscopy and chemometrics methods"
"997","characterization and adaptive selection of radio channels for reliable and energy-efficient wsn"
"998","characterization and adaptive selection of radio channels for reliable and energy-efficient wsn"
"999","characterization and adaptive selection of radio channels for reliableand energy-efficient wsn"
"1000","characterization and control of a high-q mems inertial sensor using low-cost hardware"
"1001","characterization and control of a high-q mems inertial sensor usinglow-cost hardware"
"1002","characterization of the anisotropic thermal conductivity of additively manufactured components by fused filament fabrication"
"1003","charging sio 2 and cytop electret film by negative ion generator air purifier multiple-ionizer for mems based energy harvesting systems"
"1004","cheapstat: an open-source,'do-it-yourself' potentiostat foranalytical and educational applications"
"1005","chemometric handling of spectral-temporal dependencies for liquid chromatography data with online registering of excitation-emission fluorescence matrices"
"1006","chemometric handling of spectral-temporal dependencies for liquidchromatography data with online registering of excitation-emissionfluorescence matrices"
"1007","citizen bio-optical observations from coast- and ocean and theircompatibility with ocean colour satellite measurements"
"1008","citizen science in high-latitude ecosystems: kduino buoy to support data gathering in extreme environments"
"1009","classification and operation mechanisms of open source design community"
"1010","classification of argentinean sauvignon blanc wines by uv spectroscopy and chemometric methods"
"1011","classification of argentinean sauvignon blanc wines by uv spectroscopyand chemometric methods"
"1012","classification of nailfold capillary images in patients with hypertension using non-linear svm"
"1013","classification of sleep disorder from single lead non-overlapping of ecg-apnea based non-linear analysis using ensemble approach"
"1014","classification of sleep disorder from single lead non-overlapping ofecg-apnea based non-linear analysis using ensemble approach"
"1015","clicker: converting modern homes to smart modern homes through the use of iot"
"1016","clicker: converting modern homes to smart modern homes through the useof iot"
"1017","clock skew compensation by adaptive resampling for audio networking"
"1018","closed-loop in neuroscience: can a brain be controlled?"
"1019","closed-loop in neuroscience: can a brain be controlled?"
"1020","cloud enabled 3d tablet design for medical applications"
"1021","cloud enabled 3d tablet design for medical applications"
"1022","cloud of secure elements perspectives for mobile and cloud applications security"
"1023","cloud of secure elements perspectives for mobile and cloud applicationssecurity"
"1024","cloudthink: a scalable secure platform for mirroring transportation systems in the cloud"
"1025","cloudthink: a scalable secure platform for mirroring transportationsystems in the cloud"
"1026","clydesdale: structured data processing on mapreduce"
"1027","co-design applied: design of open hardware based human machine interface"
"1028","coin recognition using line scan camera"
"1029","coin recognition using line scan camera"
"1030","collaboration creates free open-source hardware library"
"1031","collaboration in open-source hardware: third-party variations on the arduino duemilanove"
"1032","collaborative innovation projects engaging open communities: a case study on emerging challenges"
"1033","collaborative innovation projects engaging open communities: a casestudy on emerging challenges"
"1034","collision detection system using mobile devices and pangea"
"1035","collision detection system using mobile devices and pangea"
"1036","colloidally stable silicon quantum dots as temperature biosensors"
"1037","colloidally stable silicon quantum dots as temperature biosensors"
"1038","color science demonstration kit from open source hardware and software"
"1039","color science demonstration kit from open source hardware and software"
"1040","colour management in textile application"
"1041","combined application of fbg and pzt sensors for plantar pressure monitoring at low and high speed walking"
"1042","combined application of fbg and pzt sensors for plantar pressuremonitoring at low and high speed walking"
"1043","combining eeg and serious games for attention assessment of children with cerebral palsy"
"1044","combining eeg and serious games for attention assessment of childrenwith cerebral palsy"
"1045","combining structure from motion techniques with low cost equipment for acomplete 3d reconstruction of a 13th century church the case oftransformation of the saviour church in meskla, in crete island"
"1046","commentary open-source hardware for research and education"
"1047","common hardware reference platform for smart networks : management ofnfb"
"1048","common hardware reference platform for smart networks: management of nfb"
"1049","communication technologies based on voluntary blinks: assessment and design"
"1050","communication technologies based on voluntary blinks: assessment anddesign"
"1051","community is key to co-creation: collaboration supports clever designs of plastics-heavy appliances"
"1052","compact and reflective light-sheet microscopy for long-term imaging of living embryos"
"1053","compact and reflective light-sheet microscopy for long-term imaging ofliving embryos"
"1054","compact hardware multiple input multiple output channel emulator for wireless local area network 802.11ac"
"1055","compact multifunctional source-meter system for characterisation of laboratory-scale solar cell devices"
"1056","compact multifunctional source-meter system for characterisation oflaboratory- scale solar cell devices"
"1057","comparative analysis of meteorological monitoring using an integrated low-cost environmental unit based on the internet of things (iot) with an automatic meteorological station (aws)"
"1058","comparative analysis of meteorological monitoring using an integratedlow-cost environmental unit based on the internet of things (iot) withan automatic meteorological station (aws)"
"1059","comparative measurements of mixed radiation fields using liulin and airdos dosimeters"
"1060","comparative measurements of mixed radiation fields using liulin andairdos dosimeters"
"1061","comparative measurements of solar uv irradiation at the high-mountain stations of beo-moussala (bg) and nao-rozhen (bg)"
"1062","comparative results analysis on positioning with real lte signals and low-cost hardware platforms"
"1063","comparative studies of sor-96 sio2 thin films prepared by spin-coating"
"1064","comparison between moire and holography as photoelastic methods instress distribtuion determination"
"1065","comparison of advanced control techniques for motion intention recognition using emg signals"
"1066","comparison of advanced control techniques for motion intentionrecognition using emg signals"
"1067","comparison of an open-hardware electroencephalography amplifier with medical grade device in brain-computer interface applications"
"1068","comparison of an open-hardware electroencephalography amplifier withmedical grade device in brain-computer interface applications"
"1069","comparison of aspiration and hormonal therapy for the treatment ofovarian cysts in cows"
"1070","comparison of different experimental methods for the assessment of theroom's acoustics"
"1071","comparison of flow pressures in different 3-way infusion devices: an in-vitro study"
"1072","comparison of flow pressures in different 3-way infusion devices: anin-vitro study"
"1073","comparison of synchrophasor estimation methods in simulation environment and real hardware implementation"
"1074","comparison of synchrophasor estimation methods in simulation environmentand real hardware implementation"
"1075","compensation of industrial cmos camera and image enhancement for sounding rocket astrophysical experiments"
"1076","compensation of industrial cmos camera and image enhancement forsounding rocket astrophysical experiments"
"1077","complementary multiplatforms in the growing innovation ecosystem: evidence from 3d printing technology"
"1078","complementary multiplatforms in the growing innovation ecosystem:evidence from 3d printing technology"
"1079","complete neuron-astrocyte interaction model: digital multiplierless design and networking mechanism"
"1080","complete neuron-astrocyte interaction model: digital multiplierlessdesign and networking mechanism"
"1081","compressive millimeter-wave sector selection in off-the-shelf ieee 802.11ad devices"
"1082","compressive millimeter-wave sector selection in off-the-shelf ieee802.11ad devices"
"1083","computation of non-iterative optimal linear quadratic controllers using krotov's sufficient conditions"
"1084","computation of spatio-temporal parameters in level walking using a single inertial system in lean and obese adolescents"
"1085","computation of spatio-temporal parameters in level walking using asingle inertial system in lean and obese adolescents"
"1086","computational color naming for human-machine interaction"
"1087","computational effective fault detection by means of signature functions"
"1088","computationally scalable adaptive image interpolation algorithm using maximum-likelihood denoising for real-time applications"
"1089","computationally scalable adaptive image interpolation algorithm usingmaximum-likelihood denoising for real-time applications"
"1090","computer aided assessment for engine room simulators"
"1091","computer games as therapy for persons with stroke"
"1092","computer games as therapy for persons with stroke"
"1093","computer generated images vs. digital photographs: a synergetic feature and classifier combination approach"
"1094","computer generated images vs. digital photographs: a synergetic featureand classifier combination approach"
"1095","computer vision approaches to detect bean defects"
"1096","computing stereo-vision in video real-time with low-cost simd-hardware"
"1097","concepts for radar target simulation"
"1098","conceptual design of iot-based amr systems based on iec 61850 microgrid communication configuration using open-source hardware/software ied"
"1099","conceptual design of iot-based amr systems based on iec 61850 microgridcommunication configuration using open-source hardware/software ied"
"1100","conceptualization and validation of an open-source closed-loop deep brain stimulation system in rat"
"1101","conceptualization and validation of an open-source closed-loop deepbrain stimulation system in rat"
"1102","concurrent validity and reliability of proprietary and open-source jump mat systems for the assessment of vertical jumps in sport sciences"
"1103","concurrent validity and reliability of proprietary and open-source jumpmat systems for the assessment of vertical jumps in sport sciences"
"1104","condition monitoring of electrical machines using low computing power devices"
"1105","condition monitoring of electrical machines using low computing powerdevices"
"1106","condition monitoring of structures under non-ideal excitation using low cost equipment"
"1107","conference proceedings - 2013 2nd national conference on information assurance, ncia 2013"
"1108","connectivity of ephemeral and intermittent streams in a subtropical atlantic forest headwater catchment"
"1109","consideration of the versatility of the open prototype for educational nanosats cubesat design"
"1110","consideration of the versatility of the open prototype for educationalnanosats cubesat design an overview of multiple uses and discussion ofprospective future uses"
"1111","considerations on in-field induction motor load estimation methods"
"1112","constant-epsilon(r) lens beamformer for low-complexity millimeter-wavehybrid mimo"
"1113","constant-r lens beamformer for low-complexity millimeter-wave hybrid mimo"
"1114","constructing competence indicators of makers for information and technology education in elementary school"
"1115","constructing competence indicators of makers for information andtechnology education in elementary school"
"1116","construction and performance of a drop cell for the nephelometricdetermination of sulfur dioxide"
"1117","consumers' involvement on (re)engineering store design: a cloud approach"
"1118","contemporary low-cost hardware for ergonomic evaluation: needs, applications and limitations"
"1119","content relevance opportunistic routing for wireless multimedia sensor networks"
"1120","content relevance opportunistic routing for wireless multimedia sensornetworks"
"1121","continuous environment mapping for enhanced low-cost urban navigation"
"1122","control of autonomous robots using principles of neuromodulation in ros environment"
"1123","control of autonomous robots using principles of neuromodulation in rosenvironment"
"1124","control of hvac systems via scenario-based explicit mpc"
"1125","control of metal surface mechanical and tribological characteristics using cost effective electro-spark deposition"
"1126","control of metal surface mechanical and tribological characteristicsusing cost effective electro-spark deposition"
"1127","control practices using simulink with arduino as low cost hardware"
"1128","control strategy for navigation of a reconnaissance robotic system"
"1129","control strategy for navigation of a reconnaissance robotic system"
"1130","control system design for micro auv based on open source hardware"
"1131","control system experiments at home"
"1132","control system for a tensile-testing device using low-cost hardware and open-source software"
"1133","control system for a tensile-testing device using low-cost hardware andopen-source software"
"1134","control systems for accelerators: operational tools"
"1135","controllable radio interference for experimental and testing purposes inwireless sensor networks"
"1136","controller design and experiment of the ducted-fan flying robot"
"1137","controller design and experiment of the ducted-fan flying robot"
"1138","controller for microfluidic large-scale integration"
"1139","controlling physical objects via the internet using the arduino platform over 802.15.4 networks"
"1140","controlling physical objects via the internet using the arduino platformover 802.15.4 networks"
"1141","controlling web traffic and preventing dos/ddos attacks in networks with the proxy gateway security solution built on open hardware"
"1142","converged analog fiber-wireless point-to-multipoint architecture for ecpri 5g fronthaul networks"
"1143","cooperative simultaneous localization and synchronization: toward a low-cost hardware implementation"
"1144","cooperative simultaneous localization and synchronization: toward alow-cost hardware implementation"
"1145","corona detection system on insulators via acoustic emissions"
"1146","corp: an efficient protocol to prevent data loss in mobile ad-hoc networks"
"1147","corp: an efficient protocol to prevent data loss in mobile ad-hocnetworks"
"1148","correlation between process openness and collaboration tool usage in open source hardware design: an empirical study"
"1149","correlation between process openness and collaboration tool usage inopen source hardware design: an empirical study"
"1150","cost comparison of fundamentals of laparoscopic surgery training completed with standard fundamentals of laparoscopic surgery equipment versus low-cost equipment"
"1151","cost comparison of fundamentals of laparoscopic surgery trainingcompleted with standard fundamentals of laparoscopic surgery equipmentversus low-cost equipment"
"1152","cost effective hardware based demosaicking algorithm for embedded system"
"1153","cost effective hardware based demosaicking algorithm for embedded system"
"1154","cost-effective fpga instrument for harmonic and interharmonic monitoring"
"1155","cost-effective fpga instrument for harmonic and interharmonic monitoring"
"1156","cost-effective mobile manipulation system"
"1157","cost-effective n:1 firewall array via subnet-levcl load balancing by sdn/openflow switches"
"1158","cost-effective n:1 firewall array via subnet-level load balancing bysdn/openflow switches"
"1159","cost-effective nlos detection for privacy invasion attacks by consumer drones"
"1160","cost-effective wireless microcontroller for internet connectivity ofopen-source chemical devices"
"1161","cost-effectiveness of interventions for increasing the possession of functioning smoke alarms in households with pre-school children: a modelling study"
"1162","cost-effectiveness of interventions for increasing the possession offunctioning smoke alarms in households with pre-school children: amodelling study"
"1163","cost-oriented open source automation potential application in industrial control applications"
"1164","cost-oriented open source automation potential application in industrialcontrol applications"
"1165","cost-performance co-analysis in vlsi implementation of existing and newdefuzzification methods"
"1166","cots-based hardware support to timeliness in can networks"
"1167","counting people using images from two low cost webcams"
"1168","cpu isolation on the android os for running real-time applications"
"1169","creamino: a cost-effective, open-source eeg-based bci system"
"1170","creamino: a cost-effective, open-source eeg-based bci system"
"1171","creating and maintaining chemical artificial life by robotic symbiosis"
"1172","creating and maintaining chemical artificial life by robotic symbiosis"
"1173","creating interactive lighting installations with the flokk open framework"
"1174","creating interactive lighting installations with the flokk openframework"
"1175","creating visual reactive robot behaviors using growing neural gas"
"1176","creation and detection of hardware trojans using non-invasive off-the-shelf technologies"
"1177","creation and detection of hardware trojans using non-invasiveoff-the-shelf technologies"
"1178","creation and validation of chronojump-boscosystem: a free tool to measure vertical jumps [creación y validación de chronojump-boscosystem: un instrumento libre para la medición de saltos verticales]"
"1179","crisp: coarse-grained reconfigurable image stream processor for digitalstill cameras and camcorders"
"1180","critiquing physical prototypes for a remote audience"
"1181","cross-platform ubiquitous volume rendering using programmable shaders in vtk for scientific and medical visualization: open source, hardware accelerated ray casting"
"1182","cross-spectral image patch similarity using convolutional neural network"
"1183","cross-spectral image patch similarity using convolutional neural network"
