"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"SKNQZ4AM","journalArticle","2020","Cota, Vinícius Rosa; Lopes Aguiar, Cleiton; Souza Neto, Bezamat de; Benegas, Miguel","Open-source hardware as a model of technological innovation and academic entrepreneurship: The Brazilian landscape","Innovation & Management Review","","2515-8961, 2515-8961","10.1108/INMR-06-2018-0036","https://www.emerald.com/insight/content/doi/10.1108/INMR-06-2018-0036/full/html","Purpose                The purpose of this paper is to argue in favor of the open hardware philosophy (open-source hardware – OSH) as a technological innovation and academic entrepreneurshipmodel in Brazil.                                            Design/methodology/approach                This argument is based on three pillars. The first one refers to a bibliographic review of theoretical frameworks related to academic entrepreneurship and technological innovation to emphasize the disruptive innovation capacity of academia. Second, a few elements related to the Brazilian political, economic and structural scenario, which entail a (more) favorable environment to technological innovation and academic entrepreneurship, is presented. Finally, concepts related to OSH and its business model are approached to demonstrate the facilitating effect toward the whole process.                                            Findings                As a result of the argument made herein, it is possible to perceive the viability of the OSH model in terms of entrepreneurship and technological innovation in the academic sphere, and to perceive its benefits before social and economic needs in areas such as health and education.                                            Research limitations/implications                There are no empirical or quantifiable data in the literature that enable comparison between OSH and traditional technological innovation models.                                            Originality/value                The considerations on the philosophical value of OSH and its business models are scarcely explored in international literature. As far as we know, relating OSH to technological innovation entrepreneurship in the academic sphere, as well as its singularities in Brazil regarding the innovation national system and social and economic demands, is a unique approach in literature.","2020-01-02","2023-02-14 23:18:06","2023-02-14 23:18:06","2023-02-14 23:18:06","177-195","","2","17","","INMR","Open-source hardware as a model of technological innovation and academic entrepreneurship","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PMUX9SCZ","journalArticle","2020","Hut, Rolf; Thatoe Nwe Win, Thanda; Bogaard, Thom","Easy to build low-power GPS drifters with local storage and a cellular modem made from off-the-shelf components","Geoscientific Instrumentation, Methods and Data Systems","","2193-0864","10.5194/gi-9-435-2020","https://gi.copernicus.org/articles/9/435/2020/","Abstract. Drifters that track their position are important tools in studying the hydrodynamic behavior of rivers. Drifters that can be tracked in real time have so far been rather expensive. Recently, due to the rise of the open-hardware revolution and the associated Arduino ecosystem, both GPS receivers and cellular modems have become available at lower prices to “tinkering scientists”, i.e., scientists that like to build their own measurement devices as much as is possible. This article serves two goals. Firstly, we provide detailed instructions on how to build a low-power GPS drifter with local storage and cellular model that we tested in a fieldwork on the confluence of the Chindwin and Ayeyarwady rivers in Myanmar. The device was designed from easily connected off-the-shelf components, allowing construction without a background in electrical engineering. The instructions allow fellow geoscientists to recreate the device. Secondly, we set the following question: has the open-hardware revolution progressed to the point that a low-power GPS drifter that wirelessly transmits its position can be made from open-hardware components by most geoscientists?. We feel this question is relevant and timely as more low-cost open-hardware devices are promoted, but in practice applicability is often restricted to the “tinkering engineer”. We argue that because of the plug-and-play nature of the components geoscientists should be able to construct these type of devices. However, to get such devices to operate at low power levels that fieldwork often demands requires detailed (micro)electrical expertise.","2020-11-05","2023-02-14 23:18:04","2023-02-14 23:18:04","2023-02-14 23:18:03","435-442","","2","9","","Geosci. Instrum. Method. Data Syst.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","green","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YFE7JFCH","journalArticle","2020","Karalekas, Georgios; Vologiannidis, Stavros; Kalomiros, John","EUROPA: A Case Study for Teaching Sensors, Data Acquisition and Robotics via a ROS-Based Educational Robot","Sensors","","1424-8220","10.3390/s20092469","https://www.mdpi.com/1424-8220/20/9/2469","Robots have become a popular educational tool in secondary education, introducing scientific, technological, engineering and mathematical concepts to students all around the globe. In this paper EUROPA, an extensible, open software and open hardware robotic platform is presented focusing on teaching physics, sensors, data acquisition and robotics. EUROPA’s software infrastructure is based οn Robot Operating System (ROS). It includes easy to use interfaces for robot control and interaction with users and thus can easily be incorporated in Science, Technology, Engineering and Mathematics (STEM) and robotics classes. EUROPA was designed taking into account current trends in educational robotics. An overview of widespread robotic platforms is presented, documenting several critical parameters of interest such as their architecture, sensors, actuators and controllers, their approximate cost, etc. Finally, an introductory STEM curriculum developed for EUROPA and applied in a class of high school students is presented.","2020-04-27","2023-02-14 23:18:00","2023-02-14 23:18:00","2023-02-14 23:18:00","2469","","9","20","","Sensors","EUROPA","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXWIPVBL","journalArticle","2020","Pearce, Joshua M.","Economic savings for scientific free and open source technology: A review","HardwareX","","24680672","10.1016/j.ohx.2020.e00139","https://linkinghub.elsevier.com/retrieve/pii/S2468067220300481","","2020-10","2023-02-14 23:17:57","2023-02-14 23:17:57","2023-02-14 23:17:56","e00139","","","8","","HardwareX","Economic savings for scientific free and open source technology","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKDUQDTT","journalArticle","2020","Pearce, Joshua M.","Distributed Manufacturing of Open Source Medical Hardware for Pandemics","Journal of Manufacturing and Materials Processing","","2504-4494","10.3390/jmmp4020049","https://www.mdpi.com/2504-4494/4/2/49","Distributed digital manufacturing offers a solution to medical supply and technology shortages during pandemics. To prepare for the next pandemic, this study reviews the state-of-the-art of open hardware designs needed in a COVID-19-like pandemic. It evaluates the readiness of the top twenty technologies requested by the Government of India. The results show that the majority of the actual medical products have some open source development, however, only 15% of the supporting technologies required to produce them are freely available. The results show there is still considerable research needed to provide open source paths for the development of all the medical hardware needed during pandemics. Five core areas of future research are discussed, which include (i) technical development of a wide-range of open source solutions for all medical supplies and devices, (ii) policies that protect the productivity of laboratories, makerspaces, and fabrication facilities during a pandemic, as well as (iii) streamlining the regulatory process, (iv) developing Good-Samaritan laws to protect makers and designers of open medical hardware, as well as to compel those with knowledge that will save lives to share it, and (v) requiring all citizen-funded research to be released with free and open source licenses.","2020-05-20","2023-02-14 23:17:54","2023-02-14 23:17:54","2023-02-14 23:17:54","49","","2","4","","JMMP","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W4RQNH9X","journalArticle","2020","Legenvre, Hervé; Kauttu, Pietari; Bos, Martin; Khawand, Roger","Is Open Hardware Worthwhile? Learning from Thales’ Experience with RISC-V","Research-Technology Management","","0895-6308, 1930-0166","10.1080/08956308.2020.1762445","https://www.tandfonline.com/doi/full/10.1080/08956308.2020.1762445","","2020-07-03","2023-02-14 23:17:51","2023-02-14 23:17:51","2023-02-14 23:17:50","44-53","","4","63","","Research-Technology Management","Is Open Hardware Worthwhile?","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","green","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D6V7W7T4","journalArticle","2020","Béland, Jonathan; Duverger, James Elber; Petitjean, Estelle; Maguy, Ange; Ledoux, Jonathan; Comtois, Philippe","Development of an open hardware bioreactor for optimized cardiac cell culture integrating programmable mechanical and electrical stimulations","AIP Advances","","2158-3226","10.1063/1.5144922","http://aip.scitation.org/doi/10.1063/1.5144922","","2020-03-01","2023-02-14 23:17:48","2023-02-14 23:17:48","2023-02-14 23:17:48","035133","","3","10","","AIP Advances","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3RHQ7969","conferencePaper","2018","Bartolini, Andrea; Borghesi, Andrea; Libri, Antonio; Beneventi, Francesco; Gregori, Daniele; Tinti, Simone; Gianfreda, Cosimo; Altoè, Piero","The D.A.V.I.D.E. big-data-powered fine-grain power and performance monitoring support","Proceedings of the 15th ACM International Conference on Computing Frontiers","978-1-4503-5761-6","","10.1145/3203217.3205863","https://dl.acm.org/doi/10.1145/3203217.3205863","","2018-05-08","2023-02-14 23:17:45","2023-02-14 23:17:45","2023-02-14 23:17:45","303-308","","","","","","","","","","","ACM","Ischia Italy","en","","","","","DOI.org (Crossref)","","","","","","green","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CF '18: Computing Frontiers Conference","","","","","","","","","","","","","","",""
"AF889GYS","journalArticle","2018","Kokert, Jan; Beckedahl, Tobias; Reindl, Leonhard","Medlay: A Reconfigurable Micro-Power Management to Investigate Self-Powered Systems","Sensors","","1424-8220","10.3390/s18010259","http://www.mdpi.com/1424-8220/18/1/259","","2018-01-17","2023-02-14 23:17:42","2023-02-14 23:17:42","2023-02-14 23:17:42","259","","1","18","","Sensors","Medlay","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5RF422H9","journalArticle","2018","Tatsch, Christopher; Ahmadi, Ahmadreza; Bottega, Fabrício; Tani, Jun; da Silva Guerra, Rodrigo","Dimitri: an Open-Source Humanoid Robot with Compliant Joint","Journal of Intelligent & Robotic Systems","","0921-0296, 1573-0409","10.1007/s10846-017-0727-y","http://link.springer.com/10.1007/s10846-017-0727-y","","2018-08","2023-02-14 23:17:40","2023-02-14 23:17:40","2023-02-14 23:17:39","291-300","","2","91","","J Intell Robot Syst","Dimitri","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","green","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YRKKK3HQ","journalArticle","2018","Galeriu, Calin","An Arduino Investigation of Newton’s Law of Cooling","The Physics Teacher","","0031-921X","10.1119/1.5080580","http://aapt.scitation.org/doi/10.1119/1.5080580","","2018-12","2023-02-14 23:17:37","2023-02-14 23:17:37","2023-02-14 23:17:37","618-620","","9","56","","The Physics Teacher","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FQM33Q7V","journalArticle","2018","Sahoo, Dibakar; Mandal, Abhishek; Mitra, Tapas; Chakraborty, Kaushik; Bardhan, Munmun; Dasgupta, Anjan Kumar","Nanosensing of Pesticides by Zinc Oxide Quantum Dot: An Optical and Electrochemical Approach for the Detection of Pesticides in Water","Journal of Agricultural and Food Chemistry","","0021-8561, 1520-5118","10.1021/acs.jafc.7b04188","https://pubs.acs.org/doi/10.1021/acs.jafc.7b04188","","2018-01-17","2023-02-14 23:17:35","2023-02-14 23:17:35","2023-02-14 23:17:34","414-423","","2","66","","J. Agric. Food Chem.","Nanosensing of Pesticides by Zinc Oxide Quantum Dot","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MRMWH7BY","journalArticle","2018","Huber, Scott; Selby, Ben; Tripp, Bryan","OREO: An Open-Hardware Robotic Head That Supports Practical Saccades and Accommodation","IEEE Robotics and Automation Letters","","2377-3766, 2377-3774","10.1109/LRA.2018.2825473","https://ieeexplore.ieee.org/document/8336887/","","2018-07","2023-02-14 23:17:32","2023-02-14 23:17:32","2023-02-14 23:17:31","2640-2645","","3","3","","IEEE Robot. Autom. Lett.","OREO","","","","","","","","","","","","DOI.org (Crossref)","","","","","","closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STFTVIGW","journalArticle","2018","Gupta, Shivam; Hamzin, Albert; Degbelo, Auriol","A Low-Cost Open Hardware System for Collecting Traffic Data Using Wi-Fi Signal Strength","Sensors","","1424-8220","10.3390/s18113623","http://www.mdpi.com/1424-8220/18/11/3623","Road traffic and its impacts affect various aspects of wellbeing with safety, congestion and pollution being of significant concern in cities. Although there have been a large number of works done in the field of traffic data collection, there are several barriers which restrict the collection of traffic data at higher resolution in the cities. Installation and maintenance costs can act as a disincentive to use existing methods (e.g., loop detectors, video analysis) at a large scale and hence limit their deployment to only a few roads of the city. This paper presents an approach for vehicle counting using a low cost, simple and easily installable system. In the proposed system, vehicles (i.e., bicycles, cars, trucks) are counted by means of variations in the WiFi signals. Experiments with the developed hardware in two different scenarios—low traffic (i.e., 400 objects) and heavy traffic roads (i.e., 1000 objects)—demonstrate its ability to detect cars and trucks. The system can be used to provide estimates of vehicle numbers for streets not covered by official traffic monitoring techniques in future smart cities.","2018-10-25","2023-02-14 23:17:29","2023-02-14 23:17:29","2023-02-14 23:17:29","3623","","11","18","","Sensors","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7UPXZIYS","journalArticle","2018","Trilles, Sergio; González-Pérez, Alberto; Huerta, Joaquín","A Comprehensive IoT Node Proposal Using Open Hardware. A Smart Farming Use Case to Monitor Vineyards","Electronics","","2079-9292","10.3390/electronics7120419","http://www.mdpi.com/2079-9292/7/12/419","The last decade has witnessed a significant reduction in prices and an increased performance of electronic components, coupled with the influence of the shift towards the generation of open resources, both in terms of knowledge (open access), programs (open-source software), and components (open hardware). This situation has produced different effects in today’s society, among which is the empowerment of citizens, called makers, who are themselves able to generate citizen science or build assembly developments. Situated in the context described above, the current study follows a Do-It-Yourself (DIY) approach. In this way, it attempts to define a conceptual design of an Internet of Things (IoT) node, which is reproducible at both physical and behavioral levels, to build IoT nodes which can cover any scenario. To test this conceptual design, this study proposes a sensorization node to monitor meteorological phenomena. The node is called SEnviro (node) and features different improvements such as: the possibility of remote updates using Over-the-Air (OTA) updates; autonomy, using 3G connectivity, a solar panel, and applied energy strategies to prolong its life; and replicability, because it is made up of open hardware and other elements such as 3D-printed pieces. The node is validated in the field of smart agriculture, with the aim of monitoring different meteorological phenomena, which will be used as input to disease detection models to detect possible diseases within vineyards.","2018-12-10","2023-02-14 23:17:27","2023-02-14 23:17:27","2023-02-14 23:17:26","419","","12","7","","Electronics","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2JER2W3X","journalArticle","2019","Merenda, Massimo; Iero, Demetrio; Pangallo, Giovanni; Falduto, Paolo; Adinolfi, Giovanna; Merola, Angelo; Graditi, Giorgio; Della Corte, Francesco","Open-Source Hardware Platforms for Smart Converters with Cloud Connectivity","Electronics","","2079-9292","10.3390/electronics8030367","https://www.mdpi.com/2079-9292/8/3/367","This paper presents the design and hardware implementation of open-source hardware dedicated to smart converter systems development. Smart converters are simple or interleaved converters. They are equipped with controllers that are able to online impedance match for the maximum power transfer. These conversion systems are particularly feasible for photovoltaic and all renewable energies systems working in continuous changing operating conditions. Smart converters represent promising solutions in recent energetic scenarios, in fact their application is deepening and widening. In this context, the availability of a hardware platform could represent a useful tool. The platform was conceived and released as an open hardware instrument for academy and industry to benefit from the improvements brought by the researchers’ community. The usage of a novel, open-source platform would allow many developers to design smart converters, focusing on algorithms instead of electronics, which could result in a better overall development ecosystem and rapid growth in the number of smart converter applications. The platform itself is proposed as a benchmark in the development and testing of different maximum power point tracking algorithms. The designed system is capable of accurate code implementations, allowing the testing of different current and voltage-controlled algorithms for different renewable energies systems. The circuit features a bi-directional radio frequency communication channel that enables real-time reading of measurements and parameters, and remote modification of both algorithm types and settings. The proposed system was developed and successfully tested in laboratory with a solar module simulator and with real photovoltaic generators. Experimental results indicate state-of-art performances as a converter, while enhanced smart features pave the way to system-level management, real-time diagnostics, and on-the-flight parameters change. Furthermore, the deployment feasibility allows different combinations and arrangements of several energy sources, converters (both single and multi-converters), and modulation strategies. To our knowledge, this project remains the only open-source hardware smart converter platform used for educational, research, and industrial purposes so far.","2019-03-26","2023-02-14 23:17:24","2023-02-14 23:17:24","2023-02-14 23:17:24","367","","3","8","","Electronics","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JSPLZZQS","journalArticle","2019","Pandey; Vora","Open Electronics for Medical Devices: State-of-Art and Unique Advantages","Electronics","","2079-9292","10.3390/electronics8111256","https://www.mdpi.com/2079-9292/8/11/1256","A wide range of medical devices have significant electronic components. Compared to open-source medical software, open (and open-source) electronic hardware has been less published in peer-reviewed literature. In this review, we explore the developments, significance, and advantages of using open platform electronic hardware for medical devices. Open hardware electronics platforms offer not just shorter development times, reduced costs, and customization; they also offer a key potential advantage which current commercial medical devices lack—seamless data sharing for machine learning and artificial intelligence. We explore how various electronic platforms such as microcontrollers, single board computers, field programmable gate arrays, development boards, and integrated circuits have been used by researchers to design medical devices. Researchers interested in designing low cost, customizable, and innovative medical devices can find references to various easily available electronic components as well as design methodologies to integrate those components for a successful design.","2019-11-01","2023-02-14 23:17:22","2023-02-14 23:17:22","2023-02-14 23:17:21","1256","","11","8","","Electronics","Open Electronics for Medical Devices","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VN2FEHED","journalArticle","2019","Voigt, Fabian F.; Kirschenbaum, Daniel; Platonova, Evgenia; Pagès, Stéphane; Campbell, Robert A. A.; Kastli, Rahel; Schaettin, Martina; Egolf, Ladan; van der Bourg, Alexander; Bethge, Philipp; Haenraets, Karen; Frézel, Noémie; Topilko, Thomas; Perin, Paola; Hillier, Daniel; Hildebrand, Sven; Schueth, Anna; Roebroeck, Alard; Roska, Botond; Stoeckli, Esther T.; Pizzala, Roberto; Renier, Nicolas; Zeilhofer, Hanns Ulrich; Karayannis, Theofanis; Ziegler, Urs; Batti, Laura; Holtmaat, Anthony; Lüscher, Christian; Aguzzi, Adriano; Helmchen, Fritjof","The mesoSPIM initiative: open-source light-sheet microscopes for imaging cleared tissue","Nature Methods","","1548-7091, 1548-7105","10.1038/s41592-019-0554-0","https://www.nature.com/articles/s41592-019-0554-0","","2019-11","2023-02-14 23:17:19","2023-02-14 23:17:19","2023-02-14 23:17:18","1105-1108","","11","16","","Nat Methods","The mesoSPIM initiative","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","green","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5NUR8JU2","journalArticle","2019","Arvin, Farshad; Espinosa, Jose; Bird, Benjamin; West, Andrew; Watson, Simon; Lennox, Barry","Mona: an Affordable Open-Source Mobile Robot for Education and Research","Journal of Intelligent & Robotic Systems","","0921-0296, 1573-0409","10.1007/s10846-018-0866-9","http://link.springer.com/10.1007/s10846-018-0866-9","","2019-06","2023-02-14 23:17:15","2023-02-14 23:17:15","2023-02-14 23:17:14","761-775","","3-4","94","","J Intell Robot Syst","Mona","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","hybrid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QHUDCR28","conferencePaper","2019","Kákona, Martin; Štěpán, Václav; Ambrožová, Iva; Arsov, Todor; Chroust, Jan; Kákona, Jakub; Kalapov, Ivo; Krist, Pavel; Lužová, Martina; Nikolova, Nina; Peksová, Dagmar; Ploc, Ondřej; Sommer, Marek; Šlegl, Jakub; Angelov, Christo","Comparative measurements of mixed radiation fields using liulin and AIRDOS dosimeters","","","","10.1063/1.5091288","http://aip.scitation.org/doi/abs/10.1063/1.5091288","","2019","2023-02-14 23:17:12","2023-02-14 23:17:12","2023-02-14 23:17:12","130003","","","","","","","","","","","","Sofia, Bulgaria","","","","","","DOI.org (Crossref)","","","","","","closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10th Jubilee International Conference of the Balkan Physical Union","","","","","","","","","","","","","","",""
"5UD7F2P2","conferencePaper","2019","Webb, Helena; Nurse, Jason R.C.; Bezuidenhout, Louise; Jirotka, Marina","Lab Hackathons to Overcome Laboratory Equipment Shortages in Africa: Opportunities and Challenges","Extended Abstracts of the 2019 CHI Conference on Human Factors in Computing Systems","978-1-4503-5971-9","","10.1145/3290607.3299063","https://dl.acm.org/doi/10.1145/3290607.3299063","","2019-05-02","2023-02-14 23:17:09","2023-02-14 23:17:09","2023-02-14 23:17:09","1-8","","","","","","Lab Hackathons to Overcome Laboratory Equipment Shortages in Africa","","","","","ACM","Glasgow Scotland Uk","en","","","","","DOI.org (Crossref)","","","","","","green","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHI '19: CHI Conference on Human Factors in Computing Systems","","","","","","","","","","","","","","",""
"9DXB8QGR","bookSection","2020","Ferreira, João; Coelho, Filipe; Sousa, Armando; Reis, Luís Paulo","BulbRobot – Inexpensive Open Hardware and Software Robot Featuring Catadioptric Vision and Virtual Sonars","Robot 2019: Fourth Iberian Robotics Conference","978-3-030-35989-8 978-3-030-35990-4","","","http://link.springer.com/10.1007/978-3-030-35990-4_45","","2020","2023-02-14 23:17:07","2023-02-14 23:17:07","2023-02-14 23:17:06","553-564","","","1092","","","","","","","","Springer International Publishing","Cham","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-030-35990-4_45","","","","closed","","Silva, Manuel F.; Luís Lima, José; Reis, Luís Paulo; Sanfeliu, Alberto; Tardioli, Danilo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z3ZNPHAG","journalArticle","2019","Katoh, Kazuo","Software-Based Three-Dimensional Deconvolution Microscopy of Cytoskeletal Proteins in Cultured Fibroblast Using Open-Source Software and Open Hardware","Journal of Imaging","","2313-433X","10.3390/jimaging5120088","https://www.mdpi.com/2313-433X/5/12/88","As conventional fluorescence microscopy and confocal laser scanning microscopy generally produce images with blurring at the upper and lower planes along the z-axis due to non-focal plane image information, the observation of biological images requires “deconvolution.” Therefore, a microscope system’s individual blur function (point spread function) is determined theoretically or by actual measurement of microbeads and processed mathematically to reduce noise and eliminate blurring as much as possible. Here the author describes the use of open-source software and open hardware design to build a deconvolution microscope at low cost, using readily available software and hardware. The advantage of this method is its cost-effectiveness and ability to construct a microscope system using commercially available optical components and open-source software. Although this system does not utilize expensive equipment, such as confocal and total internal reflection fluorescence microscopes, decent images can be obtained even without previous experience in electronics and optics.","2019-11-23","2023-02-14 23:17:04","2023-02-14 23:17:04","2023-02-14 23:17:03","88","","12","5","","J. Imaging","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PUJR5SBP","journalArticle","2019","Viciana, Eduardo; Alcayde, Alfredo; Montoya, Francisco; Baños, Raul; Arrabal-Campos, Francisco; Manzano-Agugliaro, Francisco","An Open Hardware Design for Internet of Things Power Quality and Energy Saving Solutions","Sensors","","1424-8220","10.3390/s19030627","http://www.mdpi.com/1424-8220/19/3/627","An important challenge for our society is the transformation of traditional power systems to a decentralized model based on renewable energy sources. In this new scenario, advanced devices are needed for real-time monitoring and control of the energy flow and power quality (PQ). Ideally, the data collected by Internet of Thing (IoT) sensors should be shared to central cloud systems for online and off-line analysis. In this paper openZmeter (oZm) is presented as an advanced low-cost and open-source hardware device for high-precision energy and power quality measurement in low-voltage power systems. An analog front end (AFE) stage is designed and developed for the acquisition, conditioning, and processing of power signals. This AFE can be stacked on available quadcore embedded ARM boards. The proposed hardware is capable of adapting voltage signals up to 800 V AC/DC and currents up to thousands of amperes using different probes. The oZm device is described as a fully autonomous open-source system for the computation and visualization of PQ events and consumed/generated energy, along with full details of its hardware implementation. It also has the ability to send data to central cloud management systems. Given the small size of the hardware design and considering that it allows measurements under a wide range of operating conditions, oZm can be used both as bulk metering or as metering/submetering device for individual appliances. The design is released as open hardware and therefore is presented to the community as a powerful tool for general usage.","2019-02-01","2023-02-14 23:17:01","2023-02-14 23:17:01","2023-02-14 23:17:01","627","","3","19","","Sensors","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LE5CJABW","bookSection","2017","Huang, Tien-Chi; Chang, Shu-Hsuan; Shu, Vera Yu; Hansen, Preben; Lee, Sung-Lin","Developing a Curriculum of Maker Education in Taiwan Higher Education","Emerging Technologies for Education","978-3-319-71083-9 978-3-319-71084-6","","","http://link.springer.com/10.1007/978-3-319-71084-6_50","","2017","2023-02-14 23:16:59","2023-02-14 23:16:59","2023-02-14 23:16:58","433-437","","","10676","","","","","","","","Springer International Publishing","Cham","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-319-71084-6_50","","","","closed","","Huang, Tien-Chi; Lau, Rynson; Huang, Yueh-Min; Spaniol, Marc; Yuen, Chun-Hung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TBPCVNLT","journalArticle","2017","Martinez, Borja; Vilajosana, Xavier; Kim, Il; Zhou, Jianwei; Tuset-Peiró, Pere; Xhafa, Ariton; Poissonnier, Dominique; Lu, Xiaolin","I3Mote: An Open Development Platform for the Intelligent Industrial Internet","Sensors","","1424-8220","10.3390/s17050986","http://www.mdpi.com/1424-8220/17/5/986","","2017-04-28","2023-02-14 23:16:56","2023-02-14 23:16:56","2023-02-14 23:16:55","986","","5","17","","Sensors","I3Mote","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EE9XBNVG","journalArticle","2017","Chen, Ling-Jyh; Ho, Yao-Hua; Lee, Hu-Cheng; Wu, Hsuan-Cho; Liu, Hao-Min; Hsieh, Hsin-Hung; Huang, Yu-Te; Lung, Shih-Chun Candice","An Open Framework for Participatory PM2.5 Monitoring in Smart Cities","IEEE Access","","2169-3536","10.1109/ACCESS.2017.2723919","http://ieeexplore.ieee.org/document/7970115/","","2017","2023-02-14 23:16:52","2023-02-14 23:16:52","2023-02-14 23:16:52","14441-14454","","","5","","IEEE Access","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KJW2P3S2","journalArticle","2017","Maraba, Diren; Bulur, Enver","Design and construction of an automated OSL reader with open source software and hardware","Radiation Measurements","","13504487","10.1016/j.radmeas.2017.04.011","https://linkinghub.elsevier.com/retrieve/pii/S135044871730286X","","2017-11","2023-02-14 23:16:50","2023-02-14 23:16:50","2023-02-14 23:16:49","632-637","","","106","","Radiation Measurements","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
